rep_id,k,signal_mode,beta,n_cluster_rows,n_signal_clusters,shbeta_total,shbeta_weighted_within,shbeta_between,hric_ss_between,hric_ss_within,hric_ss_total,hric_manova_F,hric_r2_between,shbeta_abs_diff
86,12,Both,0.2,12,12,0.372325769396469,0.368044125917465,0.00428164347900375,1.0029376098379,86.211123782877,87.2140613927149,1.138769738335,0.0114630313547951,0.0148330053837989
87,12,Both,0.2,12,12,0.374630280642695,0.370839395948596,0.00379088469409877,0.887981648382166,86.8658913873312,87.7538730357133,1.00145747628095,0.0101098011046564,0.0163803775423477
88,12,Both,0.2,12,12,0.372950078861968,0.368867214559051,0.00408286430291659,0.956375323013213,86.4039251123024,87.3603004353156,1.08676846359416,0.0109598503692173,0.0191060104112684
89,12,Both,0.2,12,12,0.370917457838969,0.366940780400444,0.00397667743852466,0.93150197695073,85.9526747267862,86.8841767037369,1.06321722275915,0.0107268548875262,0.0134718757641779
90,12,Both,0.2,12,12,0.371152438360892,0.367243558400663,0.00390887996022899,0.915621009474512,86.023597830342,86.9392188398165,1.04209866240282,0.0105182930952424,0.0118820198439657
91,12,Both,0.2,12,12,0.37173211235491,0.367996049474774,0.00373606288013559,0.875140117009258,86.1998622958434,87.0750024128526,0.995011325809194,0.0100448157604318,0.0132557272266592
92,12,Both,0.2,12,12,0.365831703110097,0.361834403926185,0.00399729918391287,0.936332440797577,84.7565506120297,85.6928830528273,1.08433726646215,0.0109346186307586,0.0173892286383768
93,12,Both,0.2,12,12,0.369284912079085,0.365125008162196,0.00415990391688966,0.974421180095866,85.5273459301291,86.501767110225,1.11511418107257,0.0112424995825032,0.0139579617323627
94,12,Both,0.2,12,12,0.369638609218008,0.365129942865825,0.00450866635218327,1.05611573616293,85.5285018413784,86.5846175775414,1.21166693200149,0.0121983282096378,0.015780248922435
95,12,Both,0.2,12,12,0.371759856809653,0.367957802414986,0.00380205439466669,0.890598053238174,86.1909032559523,87.0815013091905,1.0111417633643,0.0102068241755298,0.0156720140901993
96,12,Both,0.2,12,12,0.368664265073777,0.36469747280572,0.00396679226805665,0.929186462057768,85.427199504896,86.3563859669538,1.06625157944765,0.0107588669696814,0.00579071408135733
97,12,Both,0.2,12,12,0.37234925180422,0.368275183446995,0.0040740683572251,0.954314949516126,86.2652469922331,87.2195619417492,1.08442477941523,0.0109369553244966,0.0146151338986056
98,12,Both,0.2,12,12,0.373273901193897,0.369202273652919,0.00407162754097873,0.953743209616679,86.4824097802588,87.4361529898755,1.08244601692701,0.0109192990555895,0.0146137647383318
99,12,Both,0.2,12,12,0.36826903735707,0.364745188236607,0.00352384912046373,0.82543089625239,85.4383764280659,86.2638073243183,0.949078443231696,0.00958751723613577,0.0109547941798731
100,12,Both,0.2,12,12,0.369454156615855,0.366062335952371,0.00339182066348457,0.794504382701544,85.7469067829005,86.541411165602,0.909622364228454,0.00919409766160317,0.0120701175949594
101,12,Both,0.2,12,12,0.371318177545167,0.368056360605406,0.00326181693976151,0.764052145241753,86.2139896517287,86.9780417969705,0.868843282202098,0.00878697713838861,0.0144659537946946
102,12,Both,0.2,12,12,0.368477927051872,0.364753538415093,0.00372438863677911,0.872405527409254,85.4403323844864,86.3127379118956,1.00159705530644,0.0101120868021084,0.0157719858470285
103,12,Both,0.2,12,12,0.368703563693071,0.364684500520028,0.00401906317304314,0.941430465270151,85.4241608602098,86.3655913254799,1.08142646413274,0.0109078909972391,0.015171959533475
104,12,Both,0.2,12,12,0.369226311515534,0.365480259730945,0.00374605178458925,0.877479930682856,85.6105605090635,86.4880404397463,1.00490734971147,0.0101465681169544,0.0170082686035313
105,12,Both,0.2,12,12,0.370184407298777,0.36634389824681,0.00384050905196683,0.899605721034167,85.8128602925726,86.7124660136068,1.02701533729878,0.0103678688884618,0.0195064101722506
106,12,Both,0.2,12,12,0.371129463460183,0.367167443633775,0.00396201982640749,0.928068559260824,86.005768610616,86.9338371698768,1.06081893716136,0.010701209173054,0.014041735150363
107,12,Both,0.2,12,12,0.375762159112136,0.372151518927241,0.00361064018489494,0.845760945482972,87.1732447413572,88.0190056868401,0.950953460997953,0.00960714037985347,0.0139379159875756
108,12,Both,0.2,12,12,0.369569291445341,0.365922678261265,0.00364661318407588,0.854187306527308,85.7141931878522,86.5683804943795,0.979171317966523,0.00988387811011501,0.00948089780163401
109,12,Both,0.2,12,12,0.365839731911399,0.361711548088336,0.00412818382306289,0.966991025006491,84.727772704441,85.6947637294475,1.11905946920261,0.0112872236894108,0.0137795002551185
110,12,Both,0.2,12,12,0.371888737880191,0.368274981023709,0.00361375685648263,0.846490998596484,86.2651995763452,87.1116905749417,0.962178480551225,0.00971774277931823,0.0205062157745117
111,12,Both,0.2,12,12,0.369994398237418,0.365575178992633,0.00441921924478469,1.03516353205225,85.6327945175493,86.6679580496015,1.18553480065457,0.0119412290446675,0.0151373738917448
112,12,Both,0.2,12,12,0.369588444581776,0.365416394588253,0.00417204999352353,0.977266292522403,85.5956006568765,86.5728669493989,1.11897481594477,0.0112826107641937,0.015553462247093
113,12,Both,0.2,12,12,0.369055788371209,0.365032364516381,0.00402342385482793,0.942451916913186,85.5056449647976,86.4480968817108,1.08206342188368,0.0109160307803789,0.0135310062318127
114,12,Both,0.2,12,12,0.37175964181117,0.367911639301039,0.00384800251013077,0.901360998197537,86.1800899494751,87.0814509476727,1.02581427506163,0.0103559468434448,0.0132474264224933
115,12,Both,0.2,12,12,0.368717619087205,0.364654001941051,0.00406361714615356,0.951866844552833,85.4170168343112,86.368883678864,1.09384188051667,0.0110320181794737,0.0165819619192146
116,12,Both,0.2,12,12,0.37042183077821,0.366438188938194,0.0039836418400156,0.933133327206675,85.8349470639516,86.7680803911583,1.0667662082825,0.0107596160530253,0.0144339777368865
117,12,Both,0.2,12,12,0.370418975955388,0.366777029421682,0.00364194653370523,0.853094184413893,85.9143174894184,86.7674116738323,0.975684492296686,0.00985411590691857,0.0130572471703242
118,12,Both,0.2,12,12,0.371997392295698,0.367732406377597,0.00426498591810105,0.999035721602829,86.1381062017102,87.1371419233131,1.13988925638145,0.0114922643520473,0.0182145965625702
119,12,Both,0.2,12,12,0.372226406120931,0.368510295372792,0.00371611074813884,0.870466504254216,86.3203199085231,87.1907864127773,0.988729695884458,0.00998351799105163,0.0144389664461977
120,12,Both,0.2,12,12,0.373133375352568,0.369350891588524,0.00378248376404363,0.886013803849752,86.5172222343658,87.4032360382156,1.00241984165716,0.0101220949068603,0.0133567115423317
121,12,Both,0.2,12,12,0.370012363395882,0.366527065590088,0.0034852978057932,0.81640058731113,85.85576564384,86.6721662311511,0.932149581713877,0.00941729230246546,0.0162092960624299
122,12,Both,0.2,12,12,0.369540846622623,0.365783005593696,0.00375784102892728,0.880241458258935,85.6814760846981,86.5617175429571,1.00596052742902,0.0101579704145956,0.00938866987111227
123,12,Both,0.2,12,12,0.367918813867734,0.364791001608646,0.00312781225908826,0.732662718541334,85.4491078105542,86.1817705290956,0.841006518563165,0.00850747799350477,0.0157465987921073
124,12,Both,0.2,12,12,0.371316897144028,0.367005240570374,0.00431165657365423,1.00996791527088,85.9677739589096,86.9777418741805,1.15324754971911,0.0116203048260061,0.0166995625856102
125,12,Both,0.2,12,12,0.371277500032549,0.36771082269788,0.00356667733466913,0.835463031576003,86.1330504131439,86.9685134447199,0.951106151699896,0.00961070895984359,0.0094220537008974
1,12,Both,0.25,12,12,0.369335883308407,0.365330807209999,0.00400507609840747,0.93815411513205,85.5755525606258,86.5137066757579,1.07464896058702,0.0108430137582899,0.018051052496048
2,12,Both,0.25,12,12,0.370719074656871,0.367048072331355,0.00367100232551593,0.859900250013104,85.9778069250344,86.8377071750475,0.979833497051106,0.0098964381097805,0.0151896836957926
