"k","signal_mode","beta","signal_cluster","cluster_n_otus_template","method","power","n_nonmissing"
8,"abundance",0.4,2,77,"euclidean",0.15,100
8,"abundance",0.4,2,77,"jaccard",0.06,100
8,"abundance",0.45,2,77,"AHC_euclidean",0.31,100
8,"abundance",0.45,2,77,"ILR_euclidean_pc0.01",0.04,100
8,"abundance",0.45,2,77,"ILR_euclidean_pc0.1",0.03,100
8,"abundance",0.45,2,77,"ILR_euclidean_pc0.5",0.04,100
8,"abundance",0.45,2,77,"ILR_euclidean_pc1",0.08,100
8,"abundance",0.45,2,77,"aitchison",0.05,100
8,"abundance",0.45,2,77,"aitchison_pc0.01",0.05,100
8,"abundance",0.45,2,77,"aitchison_pc0.1",0.04,100
8,"abundance",0.45,2,77,"aitchison_pc1",0.05,100
8,"abundance",0.45,2,77,"bray",0.36,100
8,"abundance",0.45,2,77,"euclidean",0.21,100
8,"abundance",0.45,2,77,"jaccard",0.03,100
8,"abundance",0.5,2,77,"AHC_euclidean",0.37,100
8,"abundance",0.5,2,77,"ILR_euclidean_pc0.01",0.03,100
8,"abundance",0.5,2,77,"ILR_euclidean_pc0.1",0.03,100
8,"abundance",0.5,2,77,"ILR_euclidean_pc0.5",0.05,100
8,"abundance",0.5,2,77,"ILR_euclidean_pc1",0.06,100
8,"abundance",0.5,2,77,"aitchison",0.05,100
8,"abundance",0.5,2,77,"aitchison_pc0.01",0.03,100
8,"abundance",0.5,2,77,"aitchison_pc0.1",0.03,100
8,"abundance",0.5,2,77,"aitchison_pc1",0.06,100
8,"abundance",0.5,2,77,"bray",0.44,100
8,"abundance",0.5,2,77,"euclidean",0.32,100
8,"abundance",0.5,2,77,"jaccard",0.05,100
8,"abundance",0.55,2,77,"AHC_euclidean",0.49,100
8,"abundance",0.55,2,77,"ILR_euclidean_pc0.01",0.07,100
8,"abundance",0.55,2,77,"ILR_euclidean_pc0.1",0.09,100
8,"abundance",0.55,2,77,"ILR_euclidean_pc0.5",0.11,100
8,"abundance",0.55,2,77,"ILR_euclidean_pc1",0.14,100
8,"abundance",0.55,2,77,"aitchison",0.1,100
8,"abundance",0.55,2,77,"aitchison_pc0.01",0.07,100
8,"abundance",0.55,2,77,"aitchison_pc0.1",0.09,100
8,"abundance",0.55,2,77,"aitchison_pc1",0.12,100
8,"abundance",0.55,2,77,"bray",0.59,100
8,"abundance",0.55,2,77,"euclidean",0.49,100
8,"abundance",0.55,2,77,"jaccard",0.02,100
8,"abundance",0.6,2,77,"AHC_euclidean",0.47,100
8,"abundance",0.6,2,77,"ILR_euclidean_pc0.01",0.09,100
8,"abundance",0.6,2,77,"ILR_euclidean_pc0.1",0.11,100
8,"abundance",0.6,2,77,"ILR_euclidean_pc0.5",0.11,100
8,"abundance",0.6,2,77,"ILR_euclidean_pc1",0.14,100
8,"abundance",0.6,2,77,"aitchison",0.1,100
8,"abundance",0.6,2,77,"aitchison_pc0.01",0.08,100
8,"abundance",0.6,2,77,"aitchison_pc0.1",0.09,100
8,"abundance",0.6,2,77,"aitchison_pc1",0.11,100
8,"abundance",0.6,2,77,"bray",0.58,100
8,"abundance",0.6,2,77,"euclidean",0.4,100
8,"abundance",0.6,2,77,"jaccard",0.09,100
8,"abundance",0.65,2,77,"AHC_euclidean",0.63,100
8,"abundance",0.65,2,77,"ILR_euclidean_pc0.01",0.12,100
8,"abundance",0.65,2,77,"ILR_euclidean_pc0.1",0.14,100
8,"abundance",0.65,2,77,"ILR_euclidean_pc0.5",0.15,100
8,"abundance",0.65,2,77,"ILR_euclidean_pc1",0.15,100
8,"abundance",0.65,2,77,"aitchison",0.15,100
8,"abundance",0.65,2,77,"aitchison_pc0.01",0.12,100
8,"abundance",0.65,2,77,"aitchison_pc0.1",0.14,100
8,"abundance",0.65,2,77,"aitchison_pc1",0.15,100
8,"abundance",0.65,2,77,"bray",0.76,100
8,"abundance",0.65,2,77,"euclidean",0.58,100
8,"abundance",0.65,2,77,"jaccard",0.08,100
8,"abundance",0.7,2,77,"AHC_euclidean",0.73,100
8,"abundance",0.7,2,77,"ILR_euclidean_pc0.01",0.05,100
8,"abundance",0.7,2,77,"ILR_euclidean_pc0.1",0.09,100
8,"abundance",0.7,2,77,"ILR_euclidean_pc0.5",0.13,100
8,"abundance",0.7,2,77,"ILR_euclidean_pc1",0.15,100
8,"abundance",0.7,2,77,"aitchison",0.13,100
8,"abundance",0.7,2,77,"aitchison_pc0.01",0.06,100
8,"abundance",0.7,2,77,"aitchison_pc0.1",0.08,100
8,"abundance",0.7,2,77,"aitchison_pc1",0.15,100
8,"abundance",0.7,2,77,"bray",0.85,100
8,"abundance",0.7,2,77,"euclidean",0.57,100
8,"abundance",0.7,2,77,"jaccard",0.04,100
8,"abundance",0.75,2,77,"AHC_euclidean",0.77,100
8,"abundance",0.75,2,77,"ILR_euclidean_pc0.01",0.04,100
8,"abundance",0.75,2,77,"ILR_euclidean_pc0.1",0.06,100
8,"abundance",0.75,2,77,"ILR_euclidean_pc0.5",0.09,100
8,"abundance",0.75,2,77,"ILR_euclidean_pc1",0.12,100
8,"abundance",0.75,2,77,"aitchison",0.09,100
8,"abundance",0.75,2,77,"aitchison_pc0.01",0.05,100
8,"abundance",0.75,2,77,"aitchison_pc0.1",0.05,100
8,"abundance",0.75,2,77,"aitchison_pc1",0.1,100
8,"abundance",0.75,2,77,"bray",0.83,100
8,"abundance",0.75,2,77,"euclidean",0.59,100
8,"abundance",0.75,2,77,"jaccard",0.03,100
8,"abundance",0.8,2,77,"AHC_euclidean",0.82,100
8,"abundance",0.8,2,77,"ILR_euclidean_pc0.01",0.05,100
8,"abundance",0.8,2,77,"ILR_euclidean_pc0.1",0.08,100
8,"abundance",0.8,2,77,"ILR_euclidean_pc0.5",0.14,100
8,"abundance",0.8,2,77,"ILR_euclidean_pc1",0.16,100
8,"abundance",0.8,2,77,"aitchison",0.14,100
8,"abundance",0.8,2,77,"aitchison_pc0.01",0.05,100
8,"abundance",0.8,2,77,"aitchison_pc0.1",0.08,100
8,"abundance",0.8,2,77,"aitchison_pc1",0.16,100
8,"abundance",0.8,2,77,"bray",0.88,100
8,"abundance",0.8,2,77,"euclidean",0.68,100
8,"abundance",0.8,2,77,"jaccard",0.03,100
8,"abundance",0.85,2,77,"AHC_euclidean",0.92,100
8,"abundance",0.85,2,77,"ILR_euclidean_pc0.01",0.08,100
8,"abundance",0.85,2,77,"ILR_euclidean_pc0.1",0.1,100
8,"abundance",0.85,2,77,"ILR_euclidean_pc0.5",0.18,100
8,"abundance",0.85,2,77,"ILR_euclidean_pc1",0.25,100
8,"abundance",0.85,2,77,"aitchison",0.18,100
8,"abundance",0.85,2,77,"aitchison_pc0.01",0.07,100
8,"abundance",0.85,2,77,"aitchison_pc0.1",0.13,100
8,"abundance",0.85,2,77,"aitchison_pc1",0.23,100
8,"abundance",0.85,2,77,"bray",0.94,100
8,"abundance",0.85,2,77,"euclidean",0.76,100
8,"abundance",0.85,2,77,"jaccard",0.03,100
8,"abundance",0.9,2,77,"AHC_euclidean",0.96,100
8,"abundance",0.9,2,77,"ILR_euclidean_pc0.01",0.08,100
8,"abundance",0.9,2,77,"ILR_euclidean_pc0.1",0.1,100
8,"abundance",0.9,2,77,"ILR_euclidean_pc0.5",0.16,100
8,"abundance",0.9,2,77,"ILR_euclidean_pc1",0.19,100
8,"abundance",0.9,2,77,"aitchison",0.15,100
8,"abundance",0.9,2,77,"aitchison_pc0.01",0.08,100
8,"abundance",0.9,2,77,"aitchison_pc0.1",0.11,100
8,"abundance",0.9,2,77,"aitchison_pc1",0.18,100
8,"abundance",0.9,2,77,"bray",0.99,100
8,"abundance",0.9,2,77,"euclidean",0.86,100
8,"abundance",0.9,2,77,"jaccard",0.05,100
8,"abundance",0.95,2,77,"AHC_euclidean",0.98,100
8,"abundance",0.95,2,77,"ILR_euclidean_pc0.01",0.09,100
8,"abundance",0.95,2,77,"ILR_euclidean_pc0.1",0.12,100
8,"abundance",0.95,2,77,"ILR_euclidean_pc0.5",0.16,100
8,"abundance",0.95,2,77,"ILR_euclidean_pc1",0.21,100
8,"abundance",0.95,2,77,"aitchison",0.14,100
8,"abundance",0.95,2,77,"aitchison_pc0.01",0.09,100
8,"abundance",0.95,2,77,"aitchison_pc0.1",0.11,100
8,"abundance",0.95,2,77,"aitchison_pc1",0.2,100
8,"abundance",0.95,2,77,"bray",0.98,100
8,"abundance",0.95,2,77,"euclidean",0.84,100
8,"abundance",0.95,2,77,"jaccard",0.06,100
8,"abundance",1,2,77,"AHC_euclidean",0.99,100
8,"abundance",1,2,77,"ILR_euclidean_pc0.01",0.12,100
8,"abundance",1,2,77,"ILR_euclidean_pc0.1",0.16,100
8,"abundance",1,2,77,"ILR_euclidean_pc0.5",0.24,100
8,"abundance",1,2,77,"ILR_euclidean_pc1",0.3,100
8,"abundance",1,2,77,"aitchison",0.23,100
8,"abundance",1,2,77,"aitchison_pc0.01",0.12,100
8,"abundance",1,2,77,"aitchison_pc0.1",0.17,100
8,"abundance",1,2,77,"aitchison_pc1",0.31,100
8,"abundance",1,2,77,"bray",0.99,100
8,"abundance",1,2,77,"euclidean",0.9,100
8,"abundance",1,2,77,"jaccard",0.07,100
8,"both",0.05,2,77,"AHC_euclidean",0.07,100
8,"both",0.05,2,77,"ILR_euclidean_pc0.01",0.01,100
8,"both",0.05,2,77,"ILR_euclidean_pc0.1",0.01,100
8,"both",0.05,2,77,"ILR_euclidean_pc0.5",0.02,100
8,"both",0.05,2,77,"ILR_euclidean_pc1",0.02,100
8,"both",0.05,2,77,"aitchison",0.02,100
8,"both",0.05,2,77,"aitchison_pc0.01",0.01,100
8,"both",0.05,2,77,"aitchison_pc0.1",0.02,100
8,"both",0.05,2,77,"aitchison_pc1",0.02,100
8,"both",0.05,2,77,"bray",0.05,100
8,"both",0.05,2,77,"euclidean",0.05,100
8,"both",0.05,2,77,"jaccard",0,100
8,"both",0.1,2,77,"AHC_euclidean",0.07,100
8,"both",0.1,2,77,"ILR_euclidean_pc0.01",0.1,100
8,"both",0.1,2,77,"ILR_euclidean_pc0.1",0.09,100
8,"both",0.1,2,77,"ILR_euclidean_pc0.5",0.08,100
8,"both",0.1,2,77,"ILR_euclidean_pc1",0.09,100
8,"both",0.1,2,77,"aitchison",0.07,100
8,"both",0.1,2,77,"aitchison_pc0.01",0.09,100
8,"both",0.1,2,77,"aitchison_pc0.1",0.09,100
8,"both",0.1,2,77,"aitchison_pc1",0.09,100
8,"both",0.1,2,77,"bray",0.08,100
8,"both",0.1,2,77,"euclidean",0.1,100
8,"both",0.1,2,77,"jaccard",0.07,100
8,"both",0.15,2,77,"AHC_euclidean",0.07,100
8,"both",0.15,2,77,"ILR_euclidean_pc0.01",0.05,100
8,"both",0.15,2,77,"ILR_euclidean_pc0.1",0.08,100
8,"both",0.15,2,77,"ILR_euclidean_pc0.5",0.08,100
8,"both",0.15,2,77,"ILR_euclidean_pc1",0.09,100
8,"both",0.15,2,77,"aitchison",0.08,100
8,"both",0.15,2,77,"aitchison_pc0.01",0.07,100
8,"both",0.15,2,77,"aitchison_pc0.1",0.07,100
8,"both",0.15,2,77,"aitchison_pc1",0.07,100
8,"both",0.15,2,77,"bray",0.04,100
8,"both",0.15,2,77,"euclidean",0.05,100
8,"both",0.15,2,77,"jaccard",0.02,100
8,"both",0.2,2,77,"AHC_euclidean",0.15,100
8,"both",0.2,2,77,"ILR_euclidean_pc0.01",0.11,100
8,"both",0.2,2,77,"ILR_euclidean_pc0.1",0.13,100
8,"both",0.2,2,77,"ILR_euclidean_pc0.5",0.15,100
8,"both",0.2,2,77,"ILR_euclidean_pc1",0.16,100
8,"both",0.2,2,77,"aitchison",0.17,100
8,"both",0.2,2,77,"aitchison_pc0.01",0.1,100
8,"both",0.2,2,77,"aitchison_pc0.1",0.13,100
8,"both",0.2,2,77,"aitchison_pc1",0.15,100
8,"both",0.2,2,77,"bray",0.08,100
8,"both",0.2,2,77,"euclidean",0.05,100
8,"both",0.2,2,77,"jaccard",0.06,100
8,"both",0.25,2,77,"AHC_euclidean",0.09,100
8,"both",0.25,2,77,"ILR_euclidean_pc0.01",0.14,100
8,"both",0.25,2,77,"ILR_euclidean_pc0.1",0.14,100
8,"both",0.25,2,77,"ILR_euclidean_pc0.5",0.14,100
8,"both",0.25,2,77,"ILR_euclidean_pc1",0.14,100
8,"both",0.25,2,77,"aitchison",0.14,100
8,"both",0.25,2,77,"aitchison_pc0.01",0.16,100
8,"both",0.25,2,77,"aitchison_pc0.1",0.15,100
8,"both",0.25,2,77,"aitchison_pc1",0.15,100
8,"both",0.25,2,77,"bray",0.12,100
8,"both",0.25,2,77,"euclidean",0.09,100
8,"both",0.25,2,77,"jaccard",0.09,100
8,"both",0.3,2,77,"AHC_euclidean",0.22,100
8,"both",0.3,2,77,"ILR_euclidean_pc0.01",0.16,100
8,"both",0.3,2,77,"ILR_euclidean_pc0.1",0.16,100
8,"both",0.3,2,77,"ILR_euclidean_pc0.5",0.2,100
8,"both",0.3,2,77,"ILR_euclidean_pc1",0.23,100
8,"both",0.3,2,77,"aitchison",0.2,100
8,"both",0.3,2,77,"aitchison_pc0.01",0.17,100
8,"both",0.3,2,77,"aitchison_pc0.1",0.18,100
8,"both",0.3,2,77,"aitchison_pc1",0.2,100
8,"both",0.3,2,77,"bray",0.16,100
8,"both",0.3,2,77,"euclidean",0.12,100
8,"both",0.3,2,77,"jaccard",0.09,100
8,"both",0.35,2,77,"AHC_euclidean",0.26,100
8,"both",0.35,2,77,"ILR_euclidean_pc0.01",0.23,100
8,"both",0.35,2,77,"ILR_euclidean_pc0.1",0.25,100
8,"both",0.35,2,77,"ILR_euclidean_pc0.5",0.28,100
8,"both",0.35,2,77,"ILR_euclidean_pc1",0.28,100
8,"both",0.35,2,77,"aitchison",0.27,100
8,"both",0.35,2,77,"aitchison_pc0.01",0.25,100
8,"both",0.35,2,77,"aitchison_pc0.1",0.25,100
8,"both",0.35,2,77,"aitchison_pc1",0.29,100
8,"both",0.35,2,77,"bray",0.27,100
8,"both",0.35,2,77,"euclidean",0.13,100
8,"both",0.35,2,77,"jaccard",0.19,100
8,"both",0.4,2,77,"AHC_euclidean",0.4,100
8,"both",0.4,2,77,"ILR_euclidean_pc0.01",0.31,100
8,"both",0.4,2,77,"ILR_euclidean_pc0.1",0.38,100
8,"both",0.4,2,77,"ILR_euclidean_pc0.5",0.42,100
8,"both",0.4,2,77,"ILR_euclidean_pc1",0.44,100
8,"both",0.4,2,77,"aitchison",0.43,100
8,"both",0.4,2,77,"aitchison_pc0.01",0.33,100
8,"both",0.4,2,77,"aitchison_pc0.1",0.37,100
8,"both",0.4,2,77,"aitchison_pc1",0.43,100
8,"both",0.4,2,77,"bray",0.35,100
8,"both",0.4,2,77,"euclidean",0.22,100
8,"both",0.4,2,77,"jaccard",0.17,100
8,"both",0.45,2,77,"AHC_euclidean",0.65,100
8,"both",0.45,2,77,"ILR_euclidean_pc0.01",0.49,100
8,"both",0.45,2,77,"ILR_euclidean_pc0.1",0.5,100
8,"both",0.45,2,77,"ILR_euclidean_pc0.5",0.56,100
8,"both",0.45,2,77,"ILR_euclidean_pc1",0.61,100
8,"both",0.45,2,77,"aitchison",0.59,100
8,"both",0.45,2,77,"aitchison_pc0.01",0.47,100
8,"both",0.45,2,77,"aitchison_pc0.1",0.51,100
8,"both",0.45,2,77,"aitchison_pc1",0.59,100
8,"both",0.45,2,77,"bray",0.57,100
8,"both",0.45,2,77,"euclidean",0.3,100
8,"both",0.45,2,77,"jaccard",0.32,100
8,"both",0.5,2,77,"AHC_euclidean",0.65,100
8,"both",0.5,2,77,"ILR_euclidean_pc0.01",0.63,100
8,"both",0.5,2,77,"ILR_euclidean_pc0.1",0.66,100
8,"both",0.5,2,77,"ILR_euclidean_pc0.5",0.73,100
8,"both",0.5,2,77,"ILR_euclidean_pc1",0.76,100
8,"both",0.5,2,77,"aitchison",0.71,100
8,"both",0.5,2,77,"aitchison_pc0.01",0.63,100
8,"both",0.5,2,77,"aitchison_pc0.1",0.69,100
8,"both",0.5,2,77,"aitchison_pc1",0.73,100
8,"both",0.5,2,77,"bray",0.65,100
8,"both",0.5,2,77,"euclidean",0.29,100
8,"both",0.5,2,77,"jaccard",0.44,100
8,"both",0.55,2,77,"AHC_euclidean",0.83,100
8,"both",0.55,2,77,"ILR_euclidean_pc0.01",0.8,100
8,"both",0.55,2,77,"ILR_euclidean_pc0.1",0.84,100
8,"both",0.55,2,77,"ILR_euclidean_pc0.5",0.88,100
8,"both",0.55,2,77,"ILR_euclidean_pc1",0.91,100
8,"both",0.55,2,77,"aitchison",0.88,100
8,"both",0.55,2,77,"aitchison_pc0.01",0.79,100
8,"both",0.55,2,77,"aitchison_pc0.1",0.81,100
8,"both",0.55,2,77,"aitchison_pc1",0.91,100
8,"both",0.55,2,77,"bray",0.81,100
8,"both",0.55,2,77,"euclidean",0.35,100
8,"both",0.55,2,77,"jaccard",0.59,100
8,"both",0.6,2,77,"AHC_euclidean",0.93,100
8,"both",0.6,2,77,"ILR_euclidean_pc0.01",0.88,100
8,"both",0.6,2,77,"ILR_euclidean_pc0.1",0.92,100
8,"both",0.6,2,77,"ILR_euclidean_pc0.5",0.95,100
8,"both",0.6,2,77,"ILR_euclidean_pc1",0.98,100
8,"both",0.6,2,77,"aitchison",0.96,100
8,"both",0.6,2,77,"aitchison_pc0.01",0.88,100
8,"both",0.6,2,77,"aitchison_pc0.1",0.92,100
8,"both",0.6,2,77,"aitchison_pc1",0.97,100
8,"both",0.6,2,77,"bray",0.92,100
8,"both",0.6,2,77,"euclidean",0.51,100
8,"both",0.6,2,77,"jaccard",0.61,100
8,"both",0.65,2,77,"AHC_euclidean",0.93,100
8,"both",0.65,2,77,"ILR_euclidean_pc0.01",0.96,100
8,"both",0.65,2,77,"ILR_euclidean_pc0.1",0.97,100
8,"both",0.65,2,77,"ILR_euclidean_pc0.5",0.97,100
8,"both",0.65,2,77,"ILR_euclidean_pc1",0.97,100
8,"both",0.65,2,77,"aitchison",0.97,100
8,"both",0.65,2,77,"aitchison_pc0.01",0.95,100
8,"both",0.65,2,77,"aitchison_pc0.1",0.97,100
8,"both",0.65,2,77,"aitchison_pc1",0.97,100
8,"both",0.65,2,77,"bray",0.92,100
8,"both",0.65,2,77,"euclidean",0.59,100
8,"both",0.65,2,77,"jaccard",0.82,100
8,"both",0.7,2,77,"AHC_euclidean",0.97,100
8,"both",0.7,2,77,"ILR_euclidean_pc0.01",0.99,100
8,"both",0.7,2,77,"ILR_euclidean_pc0.1",0.99,100
8,"both",0.7,2,77,"ILR_euclidean_pc0.5",1,100
8,"both",0.7,2,77,"ILR_euclidean_pc1",1,100
8,"both",0.7,2,77,"aitchison",1,100
8,"both",0.7,2,77,"aitchison_pc0.01",0.99,100
8,"both",0.7,2,77,"aitchison_pc0.1",0.99,100
8,"both",0.7,2,77,"aitchison_pc1",1,100
8,"both",0.7,2,77,"bray",0.95,100
8,"both",0.7,2,77,"euclidean",0.64,100
8,"both",0.7,2,77,"jaccard",0.84,100
8,"both",0.75,2,77,"AHC_euclidean",1,100
8,"both",0.75,2,77,"ILR_euclidean_pc0.01",1,100
8,"both",0.75,2,77,"ILR_euclidean_pc0.1",1,100
8,"both",0.75,2,77,"ILR_euclidean_pc0.5",1,100
8,"both",0.75,2,77,"ILR_euclidean_pc1",1,100
8,"both",0.75,2,77,"aitchison",1,100
8,"both",0.75,2,77,"aitchison_pc0.01",1,100
8,"both",0.75,2,77,"aitchison_pc0.1",1,100
8,"both",0.75,2,77,"aitchison_pc1",1,100
8,"both",0.75,2,77,"bray",0.99,100
8,"both",0.75,2,77,"euclidean",0.75,100
8,"both",0.75,2,77,"jaccard",0.96,100
8,"both",0.8,2,77,"AHC_euclidean",1,100
8,"both",0.8,2,77,"ILR_euclidean_pc0.01",1,100
8,"both",0.8,2,77,"ILR_euclidean_pc0.1",1,100
8,"both",0.8,2,77,"ILR_euclidean_pc0.5",1,100
8,"both",0.8,2,77,"ILR_euclidean_pc1",1,100
8,"both",0.8,2,77,"aitchison",1,100
8,"both",0.8,2,77,"aitchison_pc0.01",1,100
8,"both",0.8,2,77,"aitchison_pc0.1",1,100
8,"both",0.8,2,77,"aitchison_pc1",1,100
8,"both",0.8,2,77,"bray",1,100
8,"both",0.8,2,77,"euclidean",0.78,100
8,"both",0.8,2,77,"jaccard",1,100
8,"both",0.85,2,77,"AHC_euclidean",1,100
8,"both",0.85,2,77,"ILR_euclidean_pc0.01",1,100
8,"both",0.85,2,77,"ILR_euclidean_pc0.1",1,100
8,"both",0.85,2,77,"ILR_euclidean_pc0.5",1,100
8,"both",0.85,2,77,"ILR_euclidean_pc1",1,100
8,"both",0.85,2,77,"aitchison",1,100
8,"both",0.85,2,77,"aitchison_pc0.01",1,100
8,"both",0.85,2,77,"aitchison_pc0.1",1,100
8,"both",0.85,2,77,"aitchison_pc1",1,100
8,"both",0.85,2,77,"bray",1,100
8,"both",0.85,2,77,"euclidean",0.86,100
8,"both",0.85,2,77,"jaccard",0.99,100
8,"both",0.9,2,77,"AHC_euclidean",1,100
8,"both",0.9,2,77,"ILR_euclidean_pc0.01",1,100
8,"both",0.9,2,77,"ILR_euclidean_pc0.1",1,100
8,"both",0.9,2,77,"ILR_euclidean_pc0.5",1,100
8,"both",0.9,2,77,"ILR_euclidean_pc1",1,100
8,"both",0.9,2,77,"aitchison",1,100
8,"both",0.9,2,77,"aitchison_pc0.01",1,100
8,"both",0.9,2,77,"aitchison_pc0.1",1,100
8,"both",0.9,2,77,"aitchison_pc1",1,100
8,"both",0.9,2,77,"bray",1,100
8,"both",0.9,2,77,"euclidean",0.86,100
8,"both",0.9,2,77,"jaccard",1,100
8,"both",0.95,2,77,"AHC_euclidean",1,100
8,"both",0.95,2,77,"ILR_euclidean_pc0.01",1,100
8,"both",0.95,2,77,"ILR_euclidean_pc0.1",1,100
8,"both",0.95,2,77,"ILR_euclidean_pc0.5",1,100
8,"both",0.95,2,77,"ILR_euclidean_pc1",1,100
8,"both",0.95,2,77,"aitchison",1,100
8,"both",0.95,2,77,"aitchison_pc0.01",1,100
8,"both",0.95,2,77,"aitchison_pc0.1",1,100
8,"both",0.95,2,77,"aitchison_pc1",1,100
8,"both",0.95,2,77,"bray",1,100
8,"both",0.95,2,77,"euclidean",0.93,100
8,"both",0.95,2,77,"jaccard",1,100
8,"both",1,2,77,"AHC_euclidean",1,100
8,"both",1,2,77,"ILR_euclidean_pc0.01",1,100
8,"both",1,2,77,"ILR_euclidean_pc0.1",1,100
8,"both",1,2,77,"ILR_euclidean_pc0.5",1,100
8,"both",1,2,77,"ILR_euclidean_pc1",1,100
8,"both",1,2,77,"aitchison",1,100
8,"both",1,2,77,"aitchison_pc0.01",1,100
8,"both",1,2,77,"aitchison_pc0.1",1,100
8,"both",1,2,77,"aitchison_pc1",1,100
8,"both",1,2,77,"bray",1,100
8,"both",1,2,77,"euclidean",0.99,100
8,"both",1,2,77,"jaccard",1,100
8,"prevalence",0.05,2,77,"AHC_euclidean",0.07,100
8,"prevalence",0.05,2,77,"ILR_euclidean_pc0.01",0.08,100
8,"prevalence",0.05,2,77,"ILR_euclidean_pc0.1",0.09,100
8,"prevalence",0.05,2,77,"ILR_euclidean_pc0.5",0.09,100
8,"prevalence",0.05,2,77,"ILR_euclidean_pc1",0.09,100
8,"prevalence",0.05,2,77,"aitchison",0.09,100
8,"prevalence",0.05,2,77,"aitchison_pc0.01",0.08,100
8,"prevalence",0.05,2,77,"aitchison_pc0.1",0.09,100
8,"prevalence",0.05,2,77,"aitchison_pc1",0.09,100
8,"prevalence",0.05,2,77,"bray",0.05,100
8,"prevalence",0.05,2,77,"euclidean",0.06,100
8,"prevalence",0.05,2,77,"jaccard",0.07,100
8,"prevalence",0.1,2,77,"AHC_euclidean",0.06,100
8,"prevalence",0.1,2,77,"ILR_euclidean_pc0.01",0.02,100
8,"prevalence",0.1,2,77,"ILR_euclidean_pc0.1",0.03,100
8,"prevalence",0.1,2,77,"ILR_euclidean_pc0.5",0.02,100
8,"prevalence",0.1,2,77,"ILR_euclidean_pc1",0.04,100
8,"prevalence",0.1,2,77,"aitchison",0.03,100
8,"prevalence",0.1,2,77,"aitchison_pc0.01",0.02,100
8,"prevalence",0.1,2,77,"aitchison_pc0.1",0.02,100
8,"prevalence",0.1,2,77,"aitchison_pc1",0.03,100
8,"prevalence",0.1,2,77,"bray",0.05,100
8,"prevalence",0.1,2,77,"euclidean",0.04,100
8,"prevalence",0.1,2,77,"jaccard",0.02,100
8,"prevalence",0.15,2,77,"AHC_euclidean",0.04,100
8,"prevalence",0.15,2,77,"ILR_euclidean_pc0.01",0.03,100
8,"prevalence",0.15,2,77,"ILR_euclidean_pc0.1",0.04,100
8,"prevalence",0.15,2,77,"ILR_euclidean_pc0.5",0.03,100
8,"prevalence",0.15,2,77,"ILR_euclidean_pc1",0.03,100
8,"prevalence",0.15,2,77,"aitchison",0.03,100
8,"prevalence",0.15,2,77,"aitchison_pc0.01",0.03,100
8,"prevalence",0.15,2,77,"aitchison_pc0.1",0.02,100
8,"prevalence",0.15,2,77,"aitchison_pc1",0.03,100
8,"prevalence",0.15,2,77,"bray",0.02,100
8,"prevalence",0.15,2,77,"euclidean",0.07,100
8,"prevalence",0.15,2,77,"jaccard",0.04,100
8,"prevalence",0.2,2,77,"AHC_euclidean",0.02,100
8,"prevalence",0.2,2,77,"ILR_euclidean_pc0.01",0.03,100
8,"prevalence",0.2,2,77,"ILR_euclidean_pc0.1",0.05,100
8,"prevalence",0.2,2,77,"ILR_euclidean_pc0.5",0.06,100
8,"prevalence",0.2,2,77,"ILR_euclidean_pc1",0.05,100
8,"prevalence",0.2,2,77,"aitchison",0.06,100
8,"prevalence",0.2,2,77,"aitchison_pc0.01",0.03,100
8,"prevalence",0.2,2,77,"aitchison_pc0.1",0.07,100
8,"prevalence",0.2,2,77,"aitchison_pc1",0.05,100
8,"prevalence",0.2,2,77,"bray",0.03,100
8,"prevalence",0.2,2,77,"euclidean",0.04,100
8,"prevalence",0.2,2,77,"jaccard",0.04,100
8,"prevalence",0.25,2,77,"AHC_euclidean",0.05,100
8,"prevalence",0.25,2,77,"ILR_euclidean_pc0.01",0.07,100
8,"prevalence",0.25,2,77,"ILR_euclidean_pc0.1",0.06,100
8,"prevalence",0.25,2,77,"ILR_euclidean_pc0.5",0.06,100
8,"prevalence",0.25,2,77,"ILR_euclidean_pc1",0.06,100
8,"prevalence",0.25,2,77,"aitchison",0.06,100
8,"prevalence",0.25,2,77,"aitchison_pc0.01",0.06,100
8,"prevalence",0.25,2,77,"aitchison_pc0.1",0.05,100
8,"prevalence",0.25,2,77,"aitchison_pc1",0.05,100
8,"prevalence",0.25,2,77,"bray",0.07,100
8,"prevalence",0.25,2,77,"euclidean",0.07,100
8,"prevalence",0.25,2,77,"jaccard",0.07,100
8,"prevalence",0.3,2,77,"AHC_euclidean",0.06,100
8,"prevalence",0.3,2,77,"ILR_euclidean_pc0.01",0.11,100
8,"prevalence",0.3,2,77,"ILR_euclidean_pc0.1",0.1,100
8,"prevalence",0.3,2,77,"ILR_euclidean_pc0.5",0.11,100
8,"prevalence",0.3,2,77,"ILR_euclidean_pc1",0.1,100
8,"prevalence",0.3,2,77,"aitchison",0.11,100
8,"prevalence",0.3,2,77,"aitchison_pc0.01",0.11,100
8,"prevalence",0.3,2,77,"aitchison_pc0.1",0.1,100
8,"prevalence",0.3,2,77,"aitchison_pc1",0.1,100
8,"prevalence",0.3,2,77,"bray",0.07,100
8,"prevalence",0.3,2,77,"euclidean",0.08,100
8,"prevalence",0.3,2,77,"jaccard",0.14,100
8,"prevalence",0.35,2,77,"AHC_euclidean",0.04,100
