"k","signal_mode","method","way","type1_error","n_nonmissing","total_weight","signal_cluster","cluster_n_otus_template","method_label"
6,"prevalence","aitchison_pc0.1","abund_sum_x_mean_abund",0.0609,600,87471.7473,NA,NA,"Aitchison(0.1)"
6,"prevalence","aitchison_pc0.01","abund_sum_x_mean_abund",0.0607,600,87471.7473,NA,NA,"Aitchison(0.01)"
6,"prevalence","ILR_euclidean_pc0.01","abund_sum_x_mean_abund",0.0564,600,87471.7473,NA,NA,"ILR Euclidean(0.01)"
6,"prevalence","ILR_euclidean_pc0.1","abund_sum_x_mean_abund",0.0545,600,87471.7473,NA,NA,"ILR Euclidean(0.1)"
6,"prevalence","ILR_euclidean_pc0.5","abund_sum_x_mean_abund",0.0556,600,87471.7473,NA,NA,"ILR Euclidean(0.5)"
6,"prevalence","ILR_euclidean_pc1","abund_sum_x_mean_abund",0.0569,600,87471.7473,NA,NA,"ILR Euclidean(1)"
6,"prevalence","bray","abund_sum_x_mean_abund",0.0607,600,87471.7473,NA,NA,"Bray-Curtis"
6,"prevalence","euclidean","abund_sum_x_mean_abund",0.0495,600,87471.7473,NA,NA,"Euclidean"
6,"prevalence","jaccard","abund_sum_x_mean_abund",0.0643,600,87471.7473,NA,NA,"Jaccard"
8,"abundance","AHC_euclidean","abund_sum_x_mean_abund",0.0416,800,87471.7473,NA,NA,"AHC"
8,"abundance","aitchison","abund_sum_x_mean_abund",0.0446,800,87471.7473,NA,NA,"Aitchison(0.5)"
8,"abundance","aitchison_pc1","abund_sum_x_mean_abund",0.036,800,87471.7473,NA,NA,"Aitchison(1)"
8,"abundance","aitchison_pc0.1","abund_sum_x_mean_abund",0.0397,800,87471.7473,NA,NA,"Aitchison(0.1)"
8,"abundance","aitchison_pc0.01","abund_sum_x_mean_abund",0.0395,800,87471.7473,NA,NA,"Aitchison(0.01)"
8,"abundance","ILR_euclidean_pc0.01","abund_sum_x_mean_abund",0.0386,800,87471.7473,NA,NA,"ILR Euclidean(0.01)"
8,"abundance","ILR_euclidean_pc0.1","abund_sum_x_mean_abund",0.0423,800,87471.7473,NA,NA,"ILR Euclidean(0.1)"
8,"abundance","ILR_euclidean_pc0.5","abund_sum_x_mean_abund",0.0422,800,87471.7473,NA,NA,"ILR Euclidean(0.5)"
8,"abundance","ILR_euclidean_pc1","abund_sum_x_mean_abund",0.0378,800,87471.7473,NA,NA,"ILR Euclidean(1)"
8,"abundance","bray","abund_sum_x_mean_abund",0.0507,800,87471.7473,NA,NA,"Bray-Curtis"
8,"abundance","euclidean","abund_sum_x_mean_abund",0.0559,800,87471.7473,NA,NA,"Euclidean"
8,"abundance","jaccard","abund_sum_x_mean_abund",0.0297,800,87471.7473,NA,NA,"Jaccard"
8,"both","AHC_euclidean","abund_sum_x_mean_abund",0.0485,800,87471.7473,NA,NA,"AHC"
8,"both","aitchison","abund_sum_x_mean_abund",0.0591,800,87471.7473,NA,NA,"Aitchison(0.5)"
8,"both","aitchison_pc1","abund_sum_x_mean_abund",0.0632,800,87471.7473,NA,NA,"Aitchison(1)"
8,"both","aitchison_pc0.1","abund_sum_x_mean_abund",0.0628,800,87471.7473,NA,NA,"Aitchison(0.1)"
8,"both","aitchison_pc0.01","abund_sum_x_mean_abund",0.0517,800,87471.7473,NA,NA,"Aitchison(0.01)"
8,"both","ILR_euclidean_pc0.01","abund_sum_x_mean_abund",0.0474,800,87471.7473,NA,NA,"ILR Euclidean(0.01)"
8,"both","ILR_euclidean_pc0.1","abund_sum_x_mean_abund",0.0528,800,87471.7473,NA,NA,"ILR Euclidean(0.1)"
8,"both","ILR_euclidean_pc0.5","abund_sum_x_mean_abund",0.0508,800,87471.7473,NA,NA,"ILR Euclidean(0.5)"
8,"both","ILR_euclidean_pc1","abund_sum_x_mean_abund",0.0625,800,87471.7473,NA,NA,"ILR Euclidean(1)"
8,"both","bray","abund_sum_x_mean_abund",0.0235,800,87471.7473,NA,NA,"Bray-Curtis"
8,"both","euclidean","abund_sum_x_mean_abund",0.0446,800,87471.7473,NA,NA,"Euclidean"
8,"both","jaccard","abund_sum_x_mean_abund",0.0538,800,87471.7473,NA,NA,"Jaccard"
8,"prevalence","AHC_euclidean","abund_sum_x_mean_abund",0.0475,800,87471.7473,NA,NA,"AHC"
8,"prevalence","aitchison","abund_sum_x_mean_abund",0.0451,800,87471.7473,NA,NA,"Aitchison(0.5)"
8,"prevalence","aitchison_pc1","abund_sum_x_mean_abund",0.0396,800,87471.7473,NA,NA,"Aitchison(1)"
8,"prevalence","aitchison_pc0.1","abund_sum_x_mean_abund",0.0486,800,87471.7473,NA,NA,"Aitchison(0.1)"
8,"prevalence","aitchison_pc0.01","abund_sum_x_mean_abund",0.0542,800,87471.7473,NA,NA,"Aitchison(0.01)"
8,"prevalence","ILR_euclidean_pc0.01","abund_sum_x_mean_abund",0.0478,800,87471.7473,NA,NA,"ILR Euclidean(0.01)"
8,"prevalence","ILR_euclidean_pc0.1","abund_sum_x_mean_abund",0.0473,800,87471.7473,NA,NA,"ILR Euclidean(0.1)"
8,"prevalence","ILR_euclidean_pc0.5","abund_sum_x_mean_abund",0.0484,800,87471.7473,NA,NA,"ILR Euclidean(0.5)"
8,"prevalence","ILR_euclidean_pc1","abund_sum_x_mean_abund",0.0391,800,87471.7473,NA,NA,"ILR Euclidean(1)"
8,"prevalence","bray","abund_sum_x_mean_abund",0.0396,800,87471.7473,NA,NA,"Bray-Curtis"
8,"prevalence","euclidean","abund_sum_x_mean_abund",0.0424,800,87471.7473,NA,NA,"Euclidean"
8,"prevalence","jaccard","abund_sum_x_mean_abund",0.0671,800,87471.7473,NA,NA,"Jaccard"
2,"abundance","AHC_euclidean","max_n_otu_cluster",0.04,100,87471.7473,1,308,"AHC"
2,"abundance","aitchison","max_n_otu_cluster",0.09,100,87471.7473,1,308,"Aitchison(0.5)"
2,"abundance","aitchison_pc1","max_n_otu_cluster",0.1,100,87471.7473,1,308,"Aitchison(1)"
2,"abundance","aitchison_pc0.1","max_n_otu_cluster",0.08,100,87471.7473,1,308,"Aitchison(0.1)"
2,"abundance","aitchison_pc0.01","max_n_otu_cluster",0.06,100,87471.7473,1,308,"Aitchison(0.01)"
2,"abundance","ILR_euclidean_pc0.01","max_n_otu_cluster",0.07,100,87471.7473,1,308,"ILR Euclidean(0.01)"
2,"abundance","ILR_euclidean_pc0.1","max_n_otu_cluster",0.09,100,87471.7473,1,308,"ILR Euclidean(0.1)"
2,"abundance","ILR_euclidean_pc0.5","max_n_otu_cluster",0.09,100,87471.7473,1,308,"ILR Euclidean(0.5)"
2,"abundance","ILR_euclidean_pc1","max_n_otu_cluster",0.09,100,87471.7473,1,308,"ILR Euclidean(1)"
2,"abundance","bray","max_n_otu_cluster",0.05,100,87471.7473,1,308,"Bray-Curtis"
2,"abundance","euclidean","max_n_otu_cluster",0.01,100,87471.7473,1,308,"Euclidean"
2,"abundance","jaccard","max_n_otu_cluster",0.06,100,87471.7473,1,308,"Jaccard"
2,"both","AHC_euclidean","max_n_otu_cluster",0.04,100,87471.7473,1,308,"AHC"
2,"both","aitchison","max_n_otu_cluster",0.04,100,87471.7473,1,308,"Aitchison(0.5)"
2,"both","aitchison_pc1","max_n_otu_cluster",0.04,100,87471.7473,1,308,"Aitchison(1)"
2,"both","aitchison_pc0.1","max_n_otu_cluster",0.05,100,87471.7473,1,308,"Aitchison(0.1)"
2,"both","aitchison_pc0.01","max_n_otu_cluster",0.05,100,87471.7473,1,308,"Aitchison(0.01)"
2,"both","ILR_euclidean_pc0.01","max_n_otu_cluster",0.05,100,87471.7473,1,308,"ILR Euclidean(0.01)"
2,"both","ILR_euclidean_pc0.1","max_n_otu_cluster",0.04,100,87471.7473,1,308,"ILR Euclidean(0.1)"
2,"both","ILR_euclidean_pc0.5","max_n_otu_cluster",0.05,100,87471.7473,1,308,"ILR Euclidean(0.5)"
2,"both","ILR_euclidean_pc1","max_n_otu_cluster",0.03,100,87471.7473,1,308,"ILR Euclidean(1)"
2,"both","bray","max_n_otu_cluster",0.06,100,87471.7473,1,308,"Bray-Curtis"
2,"both","euclidean","max_n_otu_cluster",0.02,100,87471.7473,1,308,"Euclidean"
2,"both","jaccard","max_n_otu_cluster",0.03,100,87471.7473,1,308,"Jaccard"
2,"prevalence","AHC_euclidean","max_n_otu_cluster",0.02,100,87471.7473,1,308,"AHC"
2,"prevalence","aitchison","max_n_otu_cluster",0.03,100,87471.7473,1,308,"Aitchison(0.5)"
2,"prevalence","aitchison_pc1","max_n_otu_cluster",0.02,100,87471.7473,1,308,"Aitchison(1)"
2,"prevalence","aitchison_pc0.1","max_n_otu_cluster",0.04,100,87471.7473,1,308,"Aitchison(0.1)"
2,"prevalence","aitchison_pc0.01","max_n_otu_cluster",0.05,100,87471.7473,1,308,"Aitchison(0.01)"
2,"prevalence","ILR_euclidean_pc0.01","max_n_otu_cluster",0.05,100,87471.7473,1,308,"ILR Euclidean(0.01)"
2,"prevalence","ILR_euclidean_pc0.1","max_n_otu_cluster",0.05,100,87471.7473,1,308,"ILR Euclidean(0.1)"
2,"prevalence","ILR_euclidean_pc0.5","max_n_otu_cluster",0.03,100,87471.7473,1,308,"ILR Euclidean(0.5)"
2,"prevalence","ILR_euclidean_pc1","max_n_otu_cluster",0.02,100,87471.7473,1,308,"ILR Euclidean(1)"
2,"prevalence","bray","max_n_otu_cluster",0.02,100,87471.7473,1,308,"Bray-Curtis"
2,"prevalence","euclidean","max_n_otu_cluster",0.04,100,87471.7473,1,308,"Euclidean"
2,"prevalence","jaccard","max_n_otu_cluster",0.07,100,87471.7473,1,308,"Jaccard"
4,"abundance","AHC_euclidean","max_n_otu_cluster",0.04,100,87471.7473,2,154,"AHC"
4,"abundance","aitchison","max_n_otu_cluster",0.02,100,87471.7473,2,154,"Aitchison(0.5)"
4,"abundance","aitchison_pc1","max_n_otu_cluster",0.02,100,87471.7473,2,154,"Aitchison(1)"
4,"abundance","aitchison_pc0.1","max_n_otu_cluster",0.01,100,87471.7473,2,154,"Aitchison(0.1)"
4,"abundance","aitchison_pc0.01","max_n_otu_cluster",0.02,100,87471.7473,2,154,"Aitchison(0.01)"
4,"abundance","ILR_euclidean_pc0.01","max_n_otu_cluster",0.02,100,87471.7473,2,154,"ILR Euclidean(0.01)"
4,"abundance","ILR_euclidean_pc0.1","max_n_otu_cluster",0.02,100,87471.7473,2,154,"ILR Euclidean(0.1)"
4,"abundance","ILR_euclidean_pc0.5","max_n_otu_cluster",0.02,100,87471.7473,2,154,"ILR Euclidean(0.5)"
4,"abundance","ILR_euclidean_pc1","max_n_otu_cluster",0.02,100,87471.7473,2,154,"ILR Euclidean(1)"
4,"abundance","bray","max_n_otu_cluster",0.06,100,87471.7473,2,154,"Bray-Curtis"
4,"abundance","euclidean","max_n_otu_cluster",0.05,100,87471.7473,2,154,"Euclidean"
4,"abundance","jaccard","max_n_otu_cluster",0.02,100,87471.7473,2,154,"Jaccard"
4,"both","AHC_euclidean","max_n_otu_cluster",0.06,100,87471.7473,2,154,"AHC"
4,"both","aitchison","max_n_otu_cluster",0.1,100,87471.7473,2,154,"Aitchison(0.5)"
4,"both","aitchison_pc1","max_n_otu_cluster",0.1,100,87471.7473,2,154,"Aitchison(1)"
4,"both","aitchison_pc0.1","max_n_otu_cluster",0.09,100,87471.7473,2,154,"Aitchison(0.1)"
4,"both","aitchison_pc0.01","max_n_otu_cluster",0.09,100,87471.7473,2,154,"Aitchison(0.01)"
4,"both","ILR_euclidean_pc0.01","max_n_otu_cluster",0.09,100,87471.7473,2,154,"ILR Euclidean(0.01)"
4,"both","ILR_euclidean_pc0.1","max_n_otu_cluster",0.09,100,87471.7473,2,154,"ILR Euclidean(0.1)"
4,"both","ILR_euclidean_pc0.5","max_n_otu_cluster",0.1,100,87471.7473,2,154,"ILR Euclidean(0.5)"
4,"both","ILR_euclidean_pc1","max_n_otu_cluster",0.1,100,87471.7473,2,154,"ILR Euclidean(1)"
4,"both","bray","max_n_otu_cluster",0.04,100,87471.7473,2,154,"Bray-Curtis"
4,"both","euclidean","max_n_otu_cluster",0.03,100,87471.7473,2,154,"Euclidean"
4,"both","jaccard","max_n_otu_cluster",0.05,100,87471.7473,2,154,"Jaccard"
4,"prevalence","AHC_euclidean","max_n_otu_cluster",0.07,100,87471.7473,2,154,"AHC"
4,"prevalence","aitchison","max_n_otu_cluster",0.1,100,87471.7473,2,154,"Aitchison(0.5)"
4,"prevalence","aitchison_pc1","max_n_otu_cluster",0.1,100,87471.7473,2,154,"Aitchison(1)"
4,"prevalence","aitchison_pc0.1","max_n_otu_cluster",0.1,100,87471.7473,2,154,"Aitchison(0.1)"
4,"prevalence","aitchison_pc0.01","max_n_otu_cluster",0.1,100,87471.7473,2,154,"Aitchison(0.01)"
4,"prevalence","ILR_euclidean_pc0.01","max_n_otu_cluster",0.1,100,87471.7473,2,154,"ILR Euclidean(0.01)"
4,"prevalence","ILR_euclidean_pc0.1","max_n_otu_cluster",0.11,100,87471.7473,2,154,"ILR Euclidean(0.1)"
4,"prevalence","ILR_euclidean_pc0.5","max_n_otu_cluster",0.12,100,87471.7473,2,154,"ILR Euclidean(0.5)"
4,"prevalence","ILR_euclidean_pc1","max_n_otu_cluster",0.09,100,87471.7473,2,154,"ILR Euclidean(1)"
4,"prevalence","bray","max_n_otu_cluster",0.1,100,87471.7473,2,154,"Bray-Curtis"
4,"prevalence","euclidean","max_n_otu_cluster",0.03,100,87471.7473,2,154,"Euclidean"
4,"prevalence","jaccard","max_n_otu_cluster",0.07,100,87471.7473,2,154,"Jaccard"
6,"abundance","AHC_euclidean","max_n_otu_cluster",0.09,100,87471.7473,2,103,"AHC"
6,"abundance","aitchison","max_n_otu_cluster",0.05,100,87471.7473,2,103,"Aitchison(0.5)"
6,"abundance","aitchison_pc1","max_n_otu_cluster",0.07,100,87471.7473,2,103,"Aitchison(1)"
6,"abundance","aitchison_pc0.1","max_n_otu_cluster",0.08,100,87471.7473,2,103,"Aitchison(0.1)"
6,"abundance","aitchison_pc0.01","max_n_otu_cluster",0.06,100,87471.7473,2,103,"Aitchison(0.01)"
6,"abundance","ILR_euclidean_pc0.01","max_n_otu_cluster",0.07,100,87471.7473,2,103,"ILR Euclidean(0.01)"
6,"abundance","ILR_euclidean_pc0.1","max_n_otu_cluster",0.07,100,87471.7473,2,103,"ILR Euclidean(0.1)"
6,"abundance","ILR_euclidean_pc0.5","max_n_otu_cluster",0.07,100,87471.7473,2,103,"ILR Euclidean(0.5)"
6,"abundance","ILR_euclidean_pc1","max_n_otu_cluster",0.06,100,87471.7473,2,103,"ILR Euclidean(1)"
6,"abundance","bray","max_n_otu_cluster",0.07,100,87471.7473,2,103,"Bray-Curtis"
6,"abundance","euclidean","max_n_otu_cluster",0.05,100,87471.7473,2,103,"Euclidean"
6,"abundance","jaccard","max_n_otu_cluster",0.06,100,87471.7473,2,103,"Jaccard"
6,"both","AHC_euclidean","max_n_otu_cluster",0.04,100,87471.7473,2,103,"AHC"
6,"both","aitchison","max_n_otu_cluster",0.03,100,87471.7473,2,103,"Aitchison(0.5)"
6,"both","aitchison_pc1","max_n_otu_cluster",0.04,100,87471.7473,2,103,"Aitchison(1)"
6,"both","aitchison_pc0.1","max_n_otu_cluster",0.03,100,87471.7473,2,103,"Aitchison(0.1)"
6,"both","aitchison_pc0.01","max_n_otu_cluster",0.03,100,87471.7473,2,103,"Aitchison(0.01)"
6,"both","ILR_euclidean_pc0.01","max_n_otu_cluster",0.04,100,87471.7473,2,103,"ILR Euclidean(0.01)"
6,"both","ILR_euclidean_pc0.1","max_n_otu_cluster",0.04,100,87471.7473,2,103,"ILR Euclidean(0.1)"
6,"both","ILR_euclidean_pc0.5","max_n_otu_cluster",0.04,100,87471.7473,2,103,"ILR Euclidean(0.5)"
6,"both","ILR_euclidean_pc1","max_n_otu_cluster",0.03,100,87471.7473,2,103,"ILR Euclidean(1)"
6,"both","bray","max_n_otu_cluster",0.06,100,87471.7473,2,103,"Bray-Curtis"
6,"both","euclidean","max_n_otu_cluster",0.05,100,87471.7473,2,103,"Euclidean"
6,"both","jaccard","max_n_otu_cluster",0.03,100,87471.7473,2,103,"Jaccard"
6,"prevalence","AHC_euclidean","max_n_otu_cluster",0.09,100,87471.7473,2,103,"AHC"
6,"prevalence","aitchison","max_n_otu_cluster",0.06,100,87471.7473,2,103,"Aitchison(0.5)"
6,"prevalence","aitchison_pc1","max_n_otu_cluster",0.05,100,87471.7473,2,103,"Aitchison(1)"
6,"prevalence","aitchison_pc0.1","max_n_otu_cluster",0.06,100,87471.7473,2,103,"Aitchison(0.1)"
6,"prevalence","aitchison_pc0.01","max_n_otu_cluster",0.06,100,87471.7473,2,103,"Aitchison(0.01)"
6,"prevalence","ILR_euclidean_pc0.01","max_n_otu_cluster",0.05,100,87471.7473,2,103,"ILR Euclidean(0.01)"
6,"prevalence","ILR_euclidean_pc0.1","max_n_otu_cluster",0.05,100,87471.7473,2,103,"ILR Euclidean(0.1)"
6,"prevalence","ILR_euclidean_pc0.5","max_n_otu_cluster",0.05,100,87471.7473,2,103,"ILR Euclidean(0.5)"
6,"prevalence","ILR_euclidean_pc1","max_n_otu_cluster",0.05,100,87471.7473,2,103,"ILR Euclidean(1)"
6,"prevalence","bray","max_n_otu_cluster",0.06,100,87471.7473,2,103,"Bray-Curtis"
6,"prevalence","euclidean","max_n_otu_cluster",0.03,100,87471.7473,2,103,"Euclidean"
6,"prevalence","jaccard","max_n_otu_cluster",0.06,100,87471.7473,2,103,"Jaccard"
8,"abundance","AHC_euclidean","max_n_otu_cluster",0.04,100,87471.7473,2,77,"AHC"
8,"abundance","aitchison","max_n_otu_cluster",0.04,100,87471.7473,2,77,"Aitchison(0.5)"
8,"abundance","aitchison_pc1","max_n_otu_cluster",0.02,100,87471.7473,2,77,"Aitchison(1)"
8,"abundance","aitchison_pc0.1","max_n_otu_cluster",0.03,100,87471.7473,2,77,"Aitchison(0.1)"
8,"abundance","aitchison_pc0.01","max_n_otu_cluster",0.03,100,87471.7473,2,77,"Aitchison(0.01)"
8,"abundance","ILR_euclidean_pc0.01","max_n_otu_cluster",0.03,100,87471.7473,2,77,"ILR Euclidean(0.01)"
8,"abundance","ILR_euclidean_pc0.1","max_n_otu_cluster",0.03,100,87471.7473,2,77,"ILR Euclidean(0.1)"
8,"abundance","ILR_euclidean_pc0.5","max_n_otu_cluster",0.04,100,87471.7473,2,77,"ILR Euclidean(0.5)"
8,"abundance","ILR_euclidean_pc1","max_n_otu_cluster",0.03,100,87471.7473,2,77,"ILR Euclidean(1)"
8,"abundance","bray","max_n_otu_cluster",0.06,100,87471.7473,2,77,"Bray-Curtis"
8,"abundance","euclidean","max_n_otu_cluster",0.07,100,87471.7473,2,77,"Euclidean"
8,"abundance","jaccard","max_n_otu_cluster",0.01,100,87471.7473,2,77,"Jaccard"
8,"both","AHC_euclidean","max_n_otu_cluster",0.06,100,87471.7473,2,77,"AHC"
8,"both","aitchison","max_n_otu_cluster",0.07,100,87471.7473,2,77,"Aitchison(0.5)"
8,"both","aitchison_pc1","max_n_otu_cluster",0.09,100,87471.7473,2,77,"Aitchison(1)"
8,"both","aitchison_pc0.1","max_n_otu_cluster",0.07,100,87471.7473,2,77,"Aitchison(0.1)"
8,"both","aitchison_pc0.01","max_n_otu_cluster",0.05,100,87471.7473,2,77,"Aitchison(0.01)"
8,"both","ILR_euclidean_pc0.01","max_n_otu_cluster",0.06,100,87471.7473,2,77,"ILR Euclidean(0.01)"
8,"both","ILR_euclidean_pc0.1","max_n_otu_cluster",0.05,100,87471.7473,2,77,"ILR Euclidean(0.1)"
8,"both","ILR_euclidean_pc0.5","max_n_otu_cluster",0.06,100,87471.7473,2,77,"ILR Euclidean(0.5)"
8,"both","ILR_euclidean_pc1","max_n_otu_cluster",0.08,100,87471.7473,2,77,"ILR Euclidean(1)"
8,"both","bray","max_n_otu_cluster",0.02,100,87471.7473,2,77,"Bray-Curtis"
8,"both","euclidean","max_n_otu_cluster",0.02,100,87471.7473,2,77,"Euclidean"
8,"both","jaccard","max_n_otu_cluster",0.06,100,87471.7473,2,77,"Jaccard"
8,"prevalence","AHC_euclidean","max_n_otu_cluster",0.05,100,87471.7473,2,77,"AHC"
8,"prevalence","aitchison","max_n_otu_cluster",0.05,100,87471.7473,2,77,"Aitchison(0.5)"
8,"prevalence","aitchison_pc1","max_n_otu_cluster",0.03,100,87471.7473,2,77,"Aitchison(1)"
8,"prevalence","aitchison_pc0.1","max_n_otu_cluster",0.05,100,87471.7473,2,77,"Aitchison(0.1)"
8,"prevalence","aitchison_pc0.01","max_n_otu_cluster",0.06,100,87471.7473,2,77,"Aitchison(0.01)"
8,"prevalence","ILR_euclidean_pc0.01","max_n_otu_cluster",0.05,100,87471.7473,2,77,"ILR Euclidean(0.01)"
8,"prevalence","ILR_euclidean_pc0.1","max_n_otu_cluster",0.05,100,87471.7473,2,77,"ILR Euclidean(0.1)"
8,"prevalence","ILR_euclidean_pc0.5","max_n_otu_cluster",0.05,100,87471.7473,2,77,"ILR Euclidean(0.5)"
8,"prevalence","ILR_euclidean_pc1","max_n_otu_cluster",0.04,100,87471.7473,2,77,"ILR Euclidean(1)"
8,"prevalence","bray","max_n_otu_cluster",0.02,100,87471.7473,2,77,"Bray-Curtis"
8,"prevalence","euclidean","max_n_otu_cluster",0.04,100,87471.7473,2,77,"Euclidean"
8,"prevalence","jaccard","max_n_otu_cluster",0.08,100,87471.7473,2,77,"Jaccard"
