"BootstrapIteration","Outcome","WindowEnd","Window","Estimate"
4371,"HRIC distance to personal baseline",30,"Day 1-30",-0.613020188788263
4371,"HRIC alpha diversity",60,"Day 1-60",0.00783533540220988
4371,"HRIC distance to personal baseline",60,"Day 1-60",-0.531207049504634
4372,"HRIC alpha diversity",30,"Day 1-30",0.00889987835909557
4372,"HRIC distance to personal baseline",30,"Day 1-30",-0.354300553170797
4372,"HRIC alpha diversity",60,"Day 1-60",-0.00495766831088202
4372,"HRIC distance to personal baseline",60,"Day 1-60",-0.167861619785015
4373,"HRIC alpha diversity",30,"Day 1-30",0.0209323844689291
4373,"HRIC distance to personal baseline",30,"Day 1-30",-0.4687185267798
4373,"HRIC alpha diversity",60,"Day 1-60",0.00604167341699322
4373,"HRIC distance to personal baseline",60,"Day 1-60",-0.28292492563759
4374,"HRIC alpha diversity",30,"Day 1-30",0.0234114544713356
4374,"HRIC distance to personal baseline",30,"Day 1-30",-0.526904267339027
4374,"HRIC alpha diversity",60,"Day 1-60",0.0183456827801521
4374,"HRIC distance to personal baseline",60,"Day 1-60",-0.425692909514808
4375,"HRIC alpha diversity",30,"Day 1-30",0.0227962300884912
4375,"HRIC distance to personal baseline",30,"Day 1-30",-0.311501679020768
4375,"HRIC alpha diversity",60,"Day 1-60",0.0175430054097561
4375,"HRIC distance to personal baseline",60,"Day 1-60",-0.282379226133291
4376,"HRIC alpha diversity",30,"Day 1-30",0.0342380247851684
4376,"HRIC distance to personal baseline",30,"Day 1-30",-0.395180859932588
4376,"HRIC alpha diversity",60,"Day 1-60",0.0249305414241391
4376,"HRIC distance to personal baseline",60,"Day 1-60",-0.336575511803491
4377,"HRIC alpha diversity",30,"Day 1-30",0.00524004543042814
4377,"HRIC distance to personal baseline",30,"Day 1-30",-0.351950125763027
4377,"HRIC alpha diversity",60,"Day 1-60",-0.00370872169492636
4377,"HRIC distance to personal baseline",60,"Day 1-60",-0.195674568821339
4378,"HRIC alpha diversity",30,"Day 1-30",0.0340351314181344
4378,"HRIC distance to personal baseline",30,"Day 1-30",-0.493479706989748
4378,"HRIC alpha diversity",60,"Day 1-60",0.030491210796981
4378,"HRIC distance to personal baseline",60,"Day 1-60",-0.406518158273015
4379,"HRIC alpha diversity",30,"Day 1-30",0.0289858362472127
4379,"HRIC distance to personal baseline",30,"Day 1-30",-0.570170127041194
4379,"HRIC alpha diversity",60,"Day 1-60",0.00906870492294315
4379,"HRIC distance to personal baseline",60,"Day 1-60",-0.361606784109582
4380,"HRIC alpha diversity",30,"Day 1-30",0.00540365533819247
4380,"HRIC distance to personal baseline",30,"Day 1-30",-0.430316489766765
4380,"HRIC alpha diversity",60,"Day 1-60",-0.000332176271802183
4380,"HRIC distance to personal baseline",60,"Day 1-60",-0.383698339689498
4381,"HRIC alpha diversity",30,"Day 1-30",0.0107332741108184
4381,"HRIC distance to personal baseline",30,"Day 1-30",-0.409499967269766
4381,"HRIC alpha diversity",60,"Day 1-60",-0.00397872961214046
4381,"HRIC distance to personal baseline",60,"Day 1-60",-0.191155905164685
4382,"HRIC alpha diversity",30,"Day 1-30",0.0129053222283642
4382,"HRIC distance to personal baseline",30,"Day 1-30",-0.336291046225113
4382,"HRIC alpha diversity",60,"Day 1-60",0.00153247458780877
4382,"HRIC distance to personal baseline",60,"Day 1-60",-0.18308116207664
4383,"HRIC alpha diversity",30,"Day 1-30",0.0141453184319921
4383,"HRIC distance to personal baseline",30,"Day 1-30",-0.222319726681743
4383,"HRIC alpha diversity",60,"Day 1-60",0.00158022371062296
4383,"HRIC distance to personal baseline",60,"Day 1-60",-0.14230834151762
4384,"HRIC alpha diversity",30,"Day 1-30",0.027917235507802
4384,"HRIC distance to personal baseline",30,"Day 1-30",-0.538266539946829
4384,"HRIC alpha diversity",60,"Day 1-60",0.00896669690962045
4384,"HRIC distance to personal baseline",60,"Day 1-60",-0.377254585739889
4385,"HRIC alpha diversity",30,"Day 1-30",0.0091549666142818
4385,"HRIC distance to personal baseline",30,"Day 1-30",-0.385107443337044
4385,"HRIC alpha diversity",60,"Day 1-60",0.00364679501428912
4385,"HRIC distance to personal baseline",60,"Day 1-60",-0.377155576611721
4386,"HRIC alpha diversity",30,"Day 1-30",0.0334123507259207
4386,"HRIC distance to personal baseline",30,"Day 1-30",-0.547096940796406
4386,"HRIC alpha diversity",60,"Day 1-60",0.0215569642507737
4386,"HRIC distance to personal baseline",60,"Day 1-60",-0.389985856045866
4387,"HRIC alpha diversity",30,"Day 1-30",0.017855369152087
4387,"HRIC distance to personal baseline",30,"Day 1-30",-0.446955622050912
4387,"HRIC alpha diversity",60,"Day 1-60",0.00499494292229031
4387,"HRIC distance to personal baseline",60,"Day 1-60",-0.288168279512171
4388,"HRIC alpha diversity",30,"Day 1-30",0.0198618725764981
4388,"HRIC distance to personal baseline",30,"Day 1-30",-0.302525874617079
4388,"HRIC alpha diversity",60,"Day 1-60",0.0134077663579462
4388,"HRIC distance to personal baseline",60,"Day 1-60",-0.296819846287811
4389,"HRIC alpha diversity",30,"Day 1-30",0.0233485850662769
4389,"HRIC distance to personal baseline",30,"Day 1-30",-0.452663004253812
4389,"HRIC alpha diversity",60,"Day 1-60",0.0184193100877065
4389,"HRIC distance to personal baseline",60,"Day 1-60",-0.311381166512308
4390,"HRIC alpha diversity",30,"Day 1-30",0.0131511081681021
4390,"HRIC distance to personal baseline",30,"Day 1-30",-0.236486067398903
4390,"HRIC alpha diversity",60,"Day 1-60",0.0133597583699668
4390,"HRIC distance to personal baseline",60,"Day 1-60",-0.256871269366331
4391,"HRIC alpha diversity",30,"Day 1-30",0.0284955152997608
4391,"HRIC distance to personal baseline",30,"Day 1-30",-0.601075934934085
4391,"HRIC alpha diversity",60,"Day 1-60",0.00531486584937878
4391,"HRIC distance to personal baseline",60,"Day 1-60",-0.373791974040511
4392,"HRIC alpha diversity",30,"Day 1-30",0.0246439887661401
4392,"HRIC distance to personal baseline",30,"Day 1-30",-0.516779121553696
4392,"HRIC alpha diversity",60,"Day 1-60",0.0010556440795671
4392,"HRIC distance to personal baseline",60,"Day 1-60",-0.277159153144446
4393,"HRIC alpha diversity",30,"Day 1-30",0.0262411222422814
4393,"HRIC distance to personal baseline",30,"Day 1-30",-0.391786881830684
4393,"HRIC alpha diversity",60,"Day 1-60",0.0150289382229731
4393,"HRIC distance to personal baseline",60,"Day 1-60",-0.27340937083147
4394,"HRIC alpha diversity",30,"Day 1-30",0.0273509545568317
4394,"HRIC distance to personal baseline",30,"Day 1-30",-0.464098439660874
4394,"HRIC alpha diversity",60,"Day 1-60",0.0139950254562188
4394,"HRIC distance to personal baseline",60,"Day 1-60",-0.3592246066198
4395,"HRIC alpha diversity",30,"Day 1-30",0.00262675074366123
4395,"HRIC distance to personal baseline",30,"Day 1-30",-0.168121485801438
4395,"HRIC alpha diversity",60,"Day 1-60",-0.000865707461245721
4395,"HRIC distance to personal baseline",60,"Day 1-60",-0.15728827961595
4396,"HRIC alpha diversity",30,"Day 1-30",0.0331918350358243
4396,"HRIC distance to personal baseline",30,"Day 1-30",-0.588332694541192
4396,"HRIC alpha diversity",60,"Day 1-60",0.0163905258508819
4396,"HRIC distance to personal baseline",60,"Day 1-60",-0.369064476876159
4397,"HRIC alpha diversity",30,"Day 1-30",0.0222205442421259
4397,"HRIC distance to personal baseline",30,"Day 1-30",-0.448238808896865
4397,"HRIC alpha diversity",60,"Day 1-60",0.0201657542767774
4397,"HRIC distance to personal baseline",60,"Day 1-60",-0.401368164474053
4398,"HRIC alpha diversity",30,"Day 1-30",0.0129842197363267
4398,"HRIC distance to personal baseline",30,"Day 1-30",-0.494671864269655
4398,"HRIC alpha diversity",60,"Day 1-60",0.01884389790404
4398,"HRIC distance to personal baseline",60,"Day 1-60",-0.485043176758095
4399,"HRIC alpha diversity",30,"Day 1-30",0.0328508796439576
4399,"HRIC distance to personal baseline",30,"Day 1-30",-0.427299506397799
4399,"HRIC alpha diversity",60,"Day 1-60",0.0360544124545684
4399,"HRIC distance to personal baseline",60,"Day 1-60",-0.401212509962997
4400,"HRIC alpha diversity",30,"Day 1-30",0.00331711456590929
4400,"HRIC distance to personal baseline",30,"Day 1-30",-0.241758572091401
4400,"HRIC alpha diversity",60,"Day 1-60",0.000635644515830443
4400,"HRIC distance to personal baseline",60,"Day 1-60",-0.173173597414689
4401,"HRIC alpha diversity",30,"Day 1-30",0.0309821207223425
4401,"HRIC distance to personal baseline",30,"Day 1-30",-0.658195043982858
4401,"HRIC alpha diversity",60,"Day 1-60",0.0220940038596672
4401,"HRIC distance to personal baseline",60,"Day 1-60",-0.542479464677041
4402,"HRIC alpha diversity",30,"Day 1-30",0.0240674214482342
4402,"HRIC distance to personal baseline",30,"Day 1-30",-0.449536755294632
4402,"HRIC alpha diversity",60,"Day 1-60",0.0160807980717181
4402,"HRIC distance to personal baseline",60,"Day 1-60",-0.278852447134231
4403,"HRIC alpha diversity",30,"Day 1-30",0.0247415421843986
4403,"HRIC distance to personal baseline",30,"Day 1-30",-0.479848372988554
4403,"HRIC alpha diversity",60,"Day 1-60",0.0225095718823281
4403,"HRIC distance to personal baseline",60,"Day 1-60",-0.374470016149958
4404,"HRIC alpha diversity",30,"Day 1-30",0.0253241971230759
4404,"HRIC distance to personal baseline",30,"Day 1-30",-0.465648433598851
4404,"HRIC alpha diversity",60,"Day 1-60",0.0125232433634223
4404,"HRIC distance to personal baseline",60,"Day 1-60",-0.276793208227089
4405,"HRIC alpha diversity",30,"Day 1-30",0.011121409651557
4405,"HRIC distance to personal baseline",30,"Day 1-30",-0.461979756307527
4405,"HRIC alpha diversity",60,"Day 1-60",0.0100014630025682
4405,"HRIC distance to personal baseline",60,"Day 1-60",-0.453369130895217
4406,"HRIC alpha diversity",30,"Day 1-30",0.0341030779458221
4406,"HRIC distance to personal baseline",30,"Day 1-30",-0.448807968951212
4406,"HRIC alpha diversity",60,"Day 1-60",0.0207453499274228
4406,"HRIC distance to personal baseline",60,"Day 1-60",-0.251501473991047
4407,"HRIC alpha diversity",30,"Day 1-30",0.0117404436001535
4407,"HRIC distance to personal baseline",30,"Day 1-30",-0.384358458597908
4407,"HRIC alpha diversity",60,"Day 1-60",0.00352699774528927
4407,"HRIC distance to personal baseline",60,"Day 1-60",-0.290789471581628
4408,"HRIC alpha diversity",30,"Day 1-30",0.0280393421407137
4408,"HRIC distance to personal baseline",30,"Day 1-30",-0.392523378309363
4408,"HRIC alpha diversity",60,"Day 1-60",0.0208517951514052
4408,"HRIC distance to personal baseline",60,"Day 1-60",-0.375468367156214
4409,"HRIC alpha diversity",30,"Day 1-30",0.0169196790317912
4409,"HRIC distance to personal baseline",30,"Day 1-30",-0.578222010251688
4409,"HRIC alpha diversity",60,"Day 1-60",0.00243848979460835
4409,"HRIC distance to personal baseline",60,"Day 1-60",-0.380345261994456
4410,"HRIC alpha diversity",30,"Day 1-30",0.0270736315843211
4410,"HRIC distance to personal baseline",30,"Day 1-30",-0.474265827603365
4410,"HRIC alpha diversity",60,"Day 1-60",0.02216705703104
4410,"HRIC distance to personal baseline",60,"Day 1-60",-0.433790444994424
4411,"HRIC alpha diversity",30,"Day 1-30",0.0243908224621326
4411,"HRIC distance to personal baseline",30,"Day 1-30",-0.333924279434612
4411,"HRIC alpha diversity",60,"Day 1-60",0.0202735283588204
4411,"HRIC distance to personal baseline",60,"Day 1-60",-0.25332756291088
4412,"HRIC alpha diversity",30,"Day 1-30",0.015267574365432
4412,"HRIC distance to personal baseline",30,"Day 1-30",-0.559280783064911
4412,"HRIC alpha diversity",60,"Day 1-60",0.011103730817392
4412,"HRIC distance to personal baseline",60,"Day 1-60",-0.469876967450893
4413,"HRIC alpha diversity",30,"Day 1-30",0.022534873651095
4413,"HRIC distance to personal baseline",30,"Day 1-30",-0.443412692634599
4413,"HRIC alpha diversity",60,"Day 1-60",0.0080634613250039
4413,"HRIC distance to personal baseline",60,"Day 1-60",-0.341458176363333
4414,"HRIC alpha diversity",30,"Day 1-30",0.0275180117099676
4414,"HRIC distance to personal baseline",30,"Day 1-30",-0.579817945357269
4414,"HRIC alpha diversity",60,"Day 1-60",0.023960644152995
4414,"HRIC distance to personal baseline",60,"Day 1-60",-0.502180944991369
4415,"HRIC alpha diversity",30,"Day 1-30",0.0166033273661253
4415,"HRIC distance to personal baseline",30,"Day 1-30",-0.510095617199168
4415,"HRIC alpha diversity",60,"Day 1-60",0.00858882101689064
4415,"HRIC distance to personal baseline",60,"Day 1-60",-0.42840854687969
4416,"HRIC alpha diversity",30,"Day 1-30",0.0120872433330213
4416,"HRIC distance to personal baseline",30,"Day 1-30",-0.291964160860066
4416,"HRIC alpha diversity",60,"Day 1-60",0.0133066681146423
4416,"HRIC distance to personal baseline",60,"Day 1-60",-0.287305104274988
4417,"HRIC alpha diversity",30,"Day 1-30",0.0260845792485243
4417,"HRIC distance to personal baseline",30,"Day 1-30",-0.469952865817827
4417,"HRIC alpha diversity",60,"Day 1-60",0.0194320274233015
4417,"HRIC distance to personal baseline",60,"Day 1-60",-0.334744602958094
4418,"HRIC alpha diversity",30,"Day 1-30",0.0254091216950354
4418,"HRIC distance to personal baseline",30,"Day 1-30",-0.456917711185404
4418,"HRIC alpha diversity",60,"Day 1-60",0.0121654768116928
4418,"HRIC distance to personal baseline",60,"Day 1-60",-0.357742862426572
4419,"HRIC alpha diversity",30,"Day 1-30",0.0294027320425227
4419,"HRIC distance to personal baseline",30,"Day 1-30",-0.495609398473849
4419,"HRIC alpha diversity",60,"Day 1-60",0.0254690822368419
4419,"HRIC distance to personal baseline",60,"Day 1-60",-0.374131749827886
4420,"HRIC alpha diversity",30,"Day 1-30",0.0331888238792479
4420,"HRIC distance to personal baseline",30,"Day 1-30",-0.42901190358876
4420,"HRIC alpha diversity",60,"Day 1-60",0.0252399183083428
4420,"HRIC distance to personal baseline",60,"Day 1-60",-0.404345106047206
4421,"HRIC alpha diversity",30,"Day 1-30",0.00671852750104932
4421,"HRIC distance to personal baseline",30,"Day 1-30",-0.37653082472506
4421,"HRIC alpha diversity",60,"Day 1-60",-0.00262826708187563
4421,"HRIC distance to personal baseline",60,"Day 1-60",-0.239708107786323
4422,"HRIC alpha diversity",30,"Day 1-30",0.021246456645299
4422,"HRIC distance to personal baseline",30,"Day 1-30",-0.463882681722016
4422,"HRIC alpha diversity",60,"Day 1-60",0.0189108750751925
4422,"HRIC distance to personal baseline",60,"Day 1-60",-0.444140356746097
4423,"HRIC alpha diversity",30,"Day 1-30",0.00282595593329622
4423,"HRIC distance to personal baseline",30,"Day 1-30",-0.239926153137934
4423,"HRIC alpha diversity",60,"Day 1-60",-0.011091569611596
4423,"HRIC distance to personal baseline",60,"Day 1-60",-0.144325148288716
4424,"HRIC alpha diversity",30,"Day 1-30",0.0276471281845168
4424,"HRIC distance to personal baseline",30,"Day 1-30",-0.55112582138677
4424,"HRIC alpha diversity",60,"Day 1-60",0.0179199634683596
4424,"HRIC distance to personal baseline",60,"Day 1-60",-0.423838332223328
4425,"HRIC alpha diversity",30,"Day 1-30",0.033037185818432
4425,"HRIC distance to personal baseline",30,"Day 1-30",-0.437919811537702
4425,"HRIC alpha diversity",60,"Day 1-60",0.020025082593499
4425,"HRIC distance to personal baseline",60,"Day 1-60",-0.316254816690701
4426,"HRIC alpha diversity",30,"Day 1-30",0.0247773079117832
4426,"HRIC distance to personal baseline",30,"Day 1-30",-0.542732529751459
4426,"HRIC alpha diversity",60,"Day 1-60",0.0171377757547695
4426,"HRIC distance to personal baseline",60,"Day 1-60",-0.416726358366938
4427,"HRIC alpha diversity",30,"Day 1-30",0.0186259058753083
4427,"HRIC distance to personal baseline",30,"Day 1-30",-0.531147535012237
4427,"HRIC alpha diversity",60,"Day 1-60",0.0104846024488947
4427,"HRIC distance to personal baseline",60,"Day 1-60",-0.486448152932198
4428,"HRIC alpha diversity",30,"Day 1-30",0.000409894072793224
4428,"HRIC distance to personal baseline",30,"Day 1-30",-0.353446508640553
4428,"HRIC alpha diversity",60,"Day 1-60",0.0013775370774577
4428,"HRIC distance to personal baseline",60,"Day 1-60",-0.344816385415925
4429,"HRIC alpha diversity",30,"Day 1-30",0.0320024478665783
4429,"HRIC distance to personal baseline",30,"Day 1-30",-0.560817666553816
4429,"HRIC alpha diversity",60,"Day 1-60",0.025784534021903
4429,"HRIC distance to personal baseline",60,"Day 1-60",-0.460765471697043
4430,"HRIC alpha diversity",30,"Day 1-30",0.0262985875995881
4430,"HRIC distance to personal baseline",30,"Day 1-30",-0.466487685955775
4430,"HRIC alpha diversity",60,"Day 1-60",0.0201716304493448
4430,"HRIC distance to personal baseline",60,"Day 1-60",-0.375695102385358
4431,"HRIC alpha diversity",30,"Day 1-30",0.0331099567673505
4431,"HRIC distance to personal baseline",30,"Day 1-30",-0.496769952798799
4431,"HRIC alpha diversity",60,"Day 1-60",0.0333654951992223
4431,"HRIC distance to personal baseline",60,"Day 1-60",-0.535724783625527
4432,"HRIC alpha diversity",30,"Day 1-30",0.0296568203262697
4432,"HRIC distance to personal baseline",30,"Day 1-30",-0.411519374076543
4432,"HRIC alpha diversity",60,"Day 1-60",0.0160852881090166
4432,"HRIC distance to personal baseline",60,"Day 1-60",-0.330970905898609
4433,"HRIC alpha diversity",30,"Day 1-30",0.0172457345312911
4433,"HRIC distance to personal baseline",30,"Day 1-30",-0.544360285285312
4433,"HRIC alpha diversity",60,"Day 1-60",0.00821136583598742
4433,"HRIC distance to personal baseline",60,"Day 1-60",-0.421919462808271
4434,"HRIC alpha diversity",30,"Day 1-30",0.0227446749176221
4434,"HRIC distance to personal baseline",30,"Day 1-30",-0.439739752742693
4434,"HRIC alpha diversity",60,"Day 1-60",0.0262583241718705
4434,"HRIC distance to personal baseline",60,"Day 1-60",-0.342202947390205
4435,"HRIC alpha diversity",30,"Day 1-30",0.0224155820831276
4435,"HRIC distance to personal baseline",30,"Day 1-30",-0.458885927264666
4435,"HRIC alpha diversity",60,"Day 1-60",0.016560404513394
4435,"HRIC distance to personal baseline",60,"Day 1-60",-0.308175563743176
4436,"HRIC alpha diversity",30,"Day 1-30",0.0406816690792693
4436,"HRIC distance to personal baseline",30,"Day 1-30",-0.570998939143914
4436,"HRIC alpha diversity",60,"Day 1-60",0.0280584833171467
4436,"HRIC distance to personal baseline",60,"Day 1-60",-0.444342099548717
4437,"HRIC alpha diversity",30,"Day 1-30",0.0353536420861684
