"Taxon","total_count","prevalence_n","prevalence_fraction","mean_relative_abundance","Kingdom","Phylum","Class","Order","Family","Genus"
"AACY020259437.2024.3522",2615,77,0.445086705202312,0.000818479389563665,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Cryomorphaceae","uncultured"
"AACY020273010.4139.5621",5562,108,0.624277456647399,0.00121740529897786,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","uncultured"
"AACY020276549.377.1886",5231,112,0.647398843930636,0.00110902875910389,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","NS5"
"AACY020281370.38.1481",6208,110,0.635838150289017,0.0015706116232374,"Archaea","Euryarchaeota","Thermoplasmata","Thermoplasmatales","Marine",NA
"AACY020283857.132.1585",1029,92,0.531791907514451,0.000226200712944694,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11",NA,NA
"AACY020288370.770.2267",4641,77,0.445086705202312,0.00115185712312428,"Bacteria","Actinobacteria","Acidimicrobiia","Acidimicrobiales","Sva0996",NA
"AACY020302266.213.1678",796,72,0.416184971098266,0.00018827673314075,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Tistlia"
"AACY020311045.179.1696",143,18,0.104046242774566,4.32875530677339e-05,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","OM182",NA
"AACY020324837.147.1652",1951,96,0.554913294797688,0.000518244705507031,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","NS4"
"AACY020371335.89.1595",4823,85,0.491329479768786,0.00130757199044772,"Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria",NA,NA
"AACY020393406.361.1862",4591,75,0.433526011560694,0.00103096985841973,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","SAR86",NA
"AACY020398456.2130.3630",3516,87,0.502890173410405,0.000916530211856977,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","SAR86",NA
"AACY020403290.735.2190",1386,131,0.757225433526012,0.000297517992774681,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11",NA,NA
"AACY020430088.197.1720",2807,98,0.566473988439306,0.000546134618329199,"Bacteria","Proteobacteria","AEGEAN-245","marine",NA,NA
"AACY020443294.193.1674",1853,114,0.658959537572254,0.000449643447411567,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","uncultured"
"AACY020454769.289.1798",622,56,0.323699421965318,0.000171619063374335,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","NS5"
"AACY020458202.2977.4452",10589,97,0.560693641618497,0.0031783728750541,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","AEGEAN-169"
"AACY020458788.943.2444",4709,58,0.335260115606936,0.0013819710007423,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","NS2b"
"AACY020481938.3418.4929",12869,99,0.572254335260116,0.00342418849665111,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","SAR86",NA
"AACY020487638.121.1594",4064,89,0.514450867052023,0.00122089046836209,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","AEGEAN-169"
"AACY020490277.719.2228",4148,106,0.61271676300578,0.00106929443551527,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","NS5"
"AACY020495408.613.2120",3220,103,0.595375722543353,0.000770740984160038,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","NS4"
"AACY020518560.687.2227",3940,128,0.739884393063584,0.000905712341913818,"Bacteria","Marinimicrobia",NA,NA,NA,NA
"AACY020544257.531.2038",2157,86,0.497109826589595,0.000530442353351335,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Cryomorphaceae","Fluviicola"
"AACY020545456.443.1983",5327,136,0.786127167630058,0.00138785077013044,"Bacteria","Marinimicrobia",NA,NA,NA,NA
"AACY020548802.136.1646",3043,39,0.225433526011561,0.000691277898484761,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","NS5"
"AACY020549891.3846.5359",23548,83,0.479768786127168,0.00536334383858228,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","SAR86",NA
"AACY020551516.3485.4953",3553,79,0.456647398843931,0.00114667292890161,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11",NA,NA
"AACY020552977.734.2233",12464,126,0.728323699421965,0.00294828543722664,"Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Flammeovirgaceae","Marinoscillum"
"AACY020553637.768.2309",2384,96,0.554913294797688,0.000591183271002237,"Bacteria","Marinimicrobia",NA,NA,NA,NA
"AACY020553861.2031.3562",3291,61,0.352601156069364,0.000860758442260007,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","SAR86",NA
"AACY020555764.489.1966",7838,129,0.745664739884393,0.00192798906691382,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","PS1",NA
"AACY020555882.2572.4023",7331,119,0.687861271676301,0.00195339931900321,"Archaea","Euryarchaeota","Thermoplasmata","Thermoplasmatales","Marine",NA
"AACY020556376.977.2486",1486,85,0.491329479768786,0.000372137236277174,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","NS5"
"AACY020562322.3851.5364",2479,91,0.526011560693642,0.000701017428163204,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","SAR86",NA
"AACY020563509.792.2305",9559,100,0.578034682080925,0.00212208763355427,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","SAR86",NA
"AACY020564058.27.1569",6652,108,0.624277456647399,0.00136020604364405,"Bacteria","Marinimicrobia",NA,NA,NA,NA
"AACY023372270.147.1550",240,80,0.46242774566474,5.27532055150736e-05,"Bacteria","Proteobacteria","Gammaproteobacteria","Thiotrichales","Thiotrichales",NA
"AACY023524552.82.1556",2535,84,0.485549132947977,0.000665899145516742,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","PS1",NA
"AACY023843224.1.1440",151,54,0.312138728323699,3.66161520591142e-05,"Bacteria","Proteobacteria","Alphaproteobacteria","Alphaproteobacteria",NA,NA
"AACY023859826.38.1493",5828,144,0.832369942196532,0.00157762677474695,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11",NA,NA
"AACY023937770.20.1486",205,50,0.289017341040462,4.92251181453271e-05,"Bacteria","Cyanobacteria","Cyanobacteria","SubsectionI","FamilyI","Prochlorococcus"
"AACY023938218.20.1535",12871,121,0.699421965317919,0.00285791501804094,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Oceanospirillaceae","Pseudohongiella"
"AACY023938893.20.1523",1792,97,0.560693641618497,0.00045077777888471,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","NS9",NA
"AACY024102418.157.1623",47263,147,0.84971098265896,0.011203304683859,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","AEGEAN-169"
"AAMQ01000012.1.1850",891,101,0.583815028901734,0.00023934305546514,"Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","Oceanicaulis"
"AANC01000011.208.1734",7222,95,0.549132947976879,0.00149235630554218,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Leeuwenhoekiella"
"AB013012.1.1791",360,35,0.202312138728324,6.3953466438825e-05,"Eukaryota","Opisthokonta","Holozoa","Metazoa",NA,NA
"AB013015.1.1692",71,19,0.109826589595376,1.68449600003648e-05,"Eukaryota","Opisthokonta","Holozoa","Metazoa",NA,NA
"AB015263.1.1483",248,52,0.300578034682081,6.80963910816077e-05,"Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Flammeovirgaceae","uncultured"
"AB017127.1.1753",91,20,0.115606936416185,2.68143780601165e-05,"Eukaryota","Archaeplastida","Chloroplastida","Chlorophyta","Prasinophytae","Pyramimonadales"
"AB021704.1.1333",212,54,0.312138728323699,5.66317585096814e-05,"Bacteria","Proteobacteria","Gammaproteobacteria","KI89A",NA,NA
"AB053131.1.1534",197,44,0.254335260115607,4.55836741596224e-05,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Alcanivoracaceae","Alcanivorax"
"AB058905.1.1486",99,33,0.190751445086705,2.86867600535032e-05,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Tenacibaculum"
"AB086228.1.1536",295,33,0.190751445086705,5.59527403185062e-05,"Bacteria","Proteobacteria","Gammaproteobacteria","Thiotrichales","Piscirickettsiaceae","Cycloclasticus"
"AB088298.1.1804",97,18,0.104046242774566,2.61231874539256e-05,"Eukaryota","SAR","Alveolata","Dinoflagellata","Dinophyceae","Peridiniphycidae"
"AB112465.1.1450",288,37,0.213872832369942,6.62574005268304e-05,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingobium"
"AB125367.1.1472",306,50,0.289017341040462,6.85862627755159e-05,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"AB178580.1.1791",78,37,0.213872832369942,1.98984163108179e-05,"Eukaryota","SAR","Rhizaria","Retaria","Acantharia","Symphyacanthida"
"AB183265.1.1724",67,33,0.190751445086705,1.61966507437775e-05,"Eukaryota","Haptophyta","Prymnesiophyceae","Prymnesiales","Prymnesium","Prymnesium"
"AB183628.1.1747",81,30,0.173410404624277,2.40132698791588e-05,"Eukaryota","Archaeplastida","Chloroplastida","Chlorophyta","Mamiellophyceae","Dolichomastigales"
"AB189345.1.1469",119,26,0.15028901734104,2.91521036998503e-05,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","uncultured"
"AB193901.1.1435",6742,95,0.549132947976879,0.00140010808870347,"Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","S25-593","uncultured"
"AB193903.1.1434",882,101,0.583815028901734,0.000186877594073049,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11",NA,NA
"AB193918.1.1524",2903,34,0.196531791907514,0.000606142567902636,"Bacteria","Marinimicrobia",NA,NA,NA,NA
"AB193954.1.1469",210,58,0.335260115606936,5.6584304302713e-05,"Bacteria","Proteobacteria","Epsilonproteobacteria","Campylobacterales","Helicobacteraceae","Sulfurovum"
"AB193958.1.1441",5097,40,0.23121387283237,0.00105168166983754,"Archaea","Thaumarchaeota","Marine",NA,NA,NA
"AB193975.1.1441",5473,57,0.329479768786127,0.00114870889310236,"Archaea","Thaumarchaeota","Marine",NA,NA,NA
"AB193977.1.1470",688,38,0.219653179190751,0.000140600083919215,"Archaea","Thaumarchaeota","Marine",NA,NA,NA
"AB193994.1.1472",574,41,0.236994219653179,0.000113794887080566,"Archaea","Thaumarchaeota","Marine",NA,NA,NA
"AB193999.1.1440",874,59,0.341040462427746,0.000174588782414224,"Archaea","Thaumarchaeota","Marine",NA,NA,NA
"AB194000.1.1442",1282,38,0.219653179190751,0.00028026042300027,"Archaea","Thaumarchaeota","Marine",NA,NA,NA
"AB199884.1.1222",408,85,0.491329479768786,0.000104786753905563,"Bacteria","Cyanobacteria","Chloroplast","Phalacroma",NA,NA
"AB199885.1.1217",457,82,0.473988439306358,0.000116271430561594,"Bacteria","Cyanobacteria","Chloroplast","Phalacroma",NA,NA
"AB199886.1.1219",1670,101,0.583815028901734,0.000430654836491204,"Bacteria","Cyanobacteria","Chloroplast","Phalacroma",NA,NA
"AB199887.1.1217",4641,122,0.705202312138728,0.00118707882932244,"Bacteria","Cyanobacteria","Chloroplast","Phalacroma",NA,NA
"AB217630.1.1814",480,67,0.38728323699422,0.00012373836794211,"Eukaryota","SAR","Stramenopiles","Ochrophyta","Dictyochophyceae","Florenciellales"
"AB250557.1.1480",96,24,0.138728323699422,1.88051881399627e-05,"Bacteria","Gemmatimonadetes","BD2-11",NA,NA,NA
"AB275035.1.1709",98,21,0.121387283236994,2.45759624659827e-05,"Eukaryota","SAR","Stramenopiles","Ochrophyta","Bolidomonas","uncultured"
"AB275045.1.1719",140,30,0.173410404624277,3.57232649697728e-05,"Eukaryota","SAR","Rhizaria","Cercozoa","Thecofilosea","Cryomonadida"
"AB275046.1.1741",83,22,0.127167630057803,2.21141835582561e-05,"Eukaryota","SAR","Rhizaria","Cercozoa","Thecofilosea","NW617"
"AB275082.1.1713",112,33,0.190751445086705,2.8685629624623e-05,"Eukaryota","Archaeplastida","Chloroplastida","Chlorophyta","Mamiellophyceae","DSGM-81"
"AB278147.1.1521",161,31,0.179190751445087,3.57045085427922e-05,"Bacteria","Proteobacteria","Deltaproteobacteria","NB1-j","uncultured",NA
"AB284159.1.1765",75,26,0.15028901734104,2.08996149267935e-05,"Eukaryota","SAR","Alveolata","Dinoflagellata","Dinophyceae","Peridiniphycidae"
"AB297922.1.1501",70,21,0.121387283236994,1.62826864632106e-05,"Bacteria","Verrucomicrobia","Opitutae","Puniceicoccales","Puniceicoccaceae","Pelagicoccus"
"AB305323.1.1317",644,87,0.502890173410405,0.000136989496717303,"Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","Henriciella"
"AB362815.1.1454",53,24,0.138728323699422,1.5509484651772e-05,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","uncultured"
"AB430758.1.1627",100,23,0.132947976878613,2.11409325249093e-05,"Eukaryota","SAR","Rhizaria","Retaria","Polycystinea","Spumellaria"
"AB461943.1.1310",56,27,0.15606936416185,1.22010920590109e-05,"Archaea","Thaumarchaeota","Marine",NA,NA,NA
"AB467279.1.1507",53,27,0.15606936416185,1.12020123640582e-05,"Bacteria","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Cellvibrionaceae","Umboniibacter"
"AB518965.1.1345",583,55,0.317919075144509,0.000146346528089036,"Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Alteromonas"
"AB520821.1.1813",923,124,0.716763005780347,0.000239672066887942,"Eukaryota","SAR","Stramenopiles","Ochrophyta","Dictyochophyceae","Dictyochales"
"AB530182.1.1538",143,54,0.312138728323699,3.72429392809831e-05,"Bacteria","Chlamydiae","LD1-PA32","uncultured",NA,NA
"AB533979.1.1482",146,18,0.104046242774566,2.93748246502288e-05,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Gillisia"
"AB545808.1.1443",79,22,0.127167630057803,1.77688349336165e-05,"Bacteria","Bacteroidetes","Bacteroidetes",NA,NA,NA
"AB613239.1.1794",1146,44,0.254335260115607,0.000412437065618085,"Eukaryota","SAR","Rhizaria","Retaria","Polycystinea","Collodaria"
"AB680865.1.1456",149,36,0.208092485549133,2.9517696082548e-05,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Oceanospirillaceae","Oceanobacter"
"AB694240.1.1526",128,28,0.161849710982659,2.81652423498271e-05,"Bacteria","Gemmatimonadetes","BD2-11",NA,NA,NA
"AB694303.1.1516",107,25,0.144508670520231,2.47325806927817e-05,"Bacteria","Nitrospinae","MD2898-B26","uncultured",NA,NA
"AB694342.1.1525",132,31,0.179190751445087,2.8375829589738e-05,"Bacteria","Gemmatimonadetes","BD2-11",NA,NA,NA
"AB694349.1.1435",209,27,0.15606936416185,4.81259377389782e-05,"Bacteria","Chloroflexi","SAR202",NA,NA,NA
"AB694354.1.1388",626,44,0.254335260115607,0.00016548761156155,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Oceanospirillaceae","Pseudohongiella"
"AB694357.1.1427",286,36,0.208092485549133,5.72295575987653e-05,"Bacteria","Gemmatimonadetes","BD2-11",NA,NA,NA
"AB694379.1.1395",93,23,0.132947976878613,2.06819691745633e-05,"Bacteria","Chloroflexi","TK10","uncultured",NA,NA
"AB694387.1.1427",59,24,0.138728323699422,1.24839992089385e-05,"Bacteria","Nitrospinae","MD2898-B26","uncultured",NA,NA
"AB694414.1.1369",96,30,0.173410404624277,2.1566876651123e-05,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","uncultured"
"AB694422.1.1430",50,18,0.104046242774566,1.11461180341537e-05,"Bacteria","Acidobacteria","Subgroup",NA,NA,NA
"AB694428.1.1427",55,18,0.104046242774566,1.1916028224945e-05,"Bacteria","Acidobacteria","Subgroup",NA,NA,NA
"AB694432.1.1390",137,23,0.132947976878613,2.90834382575293e-05,"Bacteria","Chloroflexi","SAR202",NA,NA,NA
"AB694507.1.1465",153,21,0.121387283236994,3.37114914833153e-05,"Bacteria","Gemmatimonadetes","BD2-11",NA,NA,NA
"AB735546.1.1462",2778,64,0.369942196531792,0.000580694123812223,"Bacteria","Proteobacteria","Gammaproteobacteria","Salinisphaerales","Salinisphaeraceae","Salinisphaera"
"AB753929.1.1394",170,35,0.202312138728324,4.63782165398138e-05,"Bacteria","Cyanobacteria","Chloroplast","uncultured",NA,NA
"AB806173.1.1399",182,28,0.161849710982659,5.29796509367332e-05,"Bacteria","Cyanobacteria","Chloroplast","uncultured",NA,NA
"AB847985.1.1376",3520,49,0.283236994219653,0.000949111049780529,"Bacteria","Cyanobacteria","Chloroplast","Braarudosphaera",NA,NA
"AB858566.1.1346",88,18,0.104046242774566,1.95085163531656e-05,"Bacteria","Chloroflexi","SAR202",NA,NA,NA
"AB919367.1.1312",1044,34,0.196531791907514,0.000221920770026494,"Archaea","Thaumarchaeota","Marine",NA,NA,NA
"AB919381.1.1312",238,32,0.184971098265896,4.43659395474095e-05,"Archaea","Thaumarchaeota","Marine",NA,NA,NA
"AB919403.1.1320",169,18,0.104046242774566,4.08122400182012e-05,"Archaea","Euryarchaeota","Thermoplasmata","Thermoplasmatales","Marine",NA
"AB919432.1.1312",1487,42,0.242774566473988,0.000322533861507929,"Archaea","Thaumarchaeota","Marine",NA,NA,NA
"AB930652.1.1467",70,24,0.138728323699422,1.58666792414204e-05,"Bacteria","Proteobacteria","Betaproteobacteria","Methylophilales","Methylophilaceae","uncultured"
"AB935793.1.1383",54,31,0.179190751445087,1.30747489239394e-05,"Bacteria","Cyanobacteria","Cyanobacteria","SubsectionI","FamilyI","Synechococcus"
"AB948221.1.2020",129,51,0.294797687861272,3.65350365473763e-05,"Eukaryota","Excavata","Discoba","Discicristata","Euglenozoa","Kinetoplastea"
"AB973983.1.1341",2111,111,0.641618497109827,0.000552667790052156,"Archaea","Euryarchaeota","Thermoplasmata","Thermoplasmatales","Marine",NA
"AB973992.1.1343",6858,118,0.682080924855491,0.00159170103050563,"Archaea","Euryarchaeota","Thermoplasmata","Thermoplasmatales","Marine",NA
"AB973995.1.1325",1874,79,0.456647398843931,0.000450333351380263,"Archaea","Euryarchaeota","Thermoplasmata","Thermoplasmatales","Marine",NA
"AB973997.1.1340",1631,104,0.601156069364162,0.000368410467969412,"Archaea","Euryarchaeota","Thermoplasmata","Thermoplasmatales","Marine",NA
"AB974000.1.1343",1109,95,0.549132947976879,0.000254060504550461,"Archaea","Euryarchaeota","Thermoplasmata","Thermoplasmatales","Marine",NA
"AB974010.1.1445",135,34,0.196531791907514,3.69215251115587e-05,"Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Colwelliaceae","Colwellia"
"AB974011.1.1435",234,74,0.427745664739884,5.16150700239351e-05,"Bacteria","Cyanobacteria","ML635J-21","uncultured",NA,NA
"AB974014.1.1410",1197,82,0.473988439306358,0.000256148142267103,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","uncultured"
"AB974016.1.1380",2017,123,0.710982658959538,0.000520429303788274,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11",NA,NA
"AB974028.1.1442",478,43,0.248554913294798,0.000140835958281295,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Oceanospirillaceae","Pseudohongiella"
"AB974029.1.1470",816,56,0.323699421965318,0.000207593464482669,"Bacteria","Verrucomicrobia","Opitutae","Puniceicoccales","Puniceicoccaceae","Pelagicoccus"
"AB974030.1.1420",82,21,0.121387283236994,2.34782327394972e-05,"Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Flammeovirgaceae","uncultured"
"AB974036.1.1415",2791,109,0.630057803468208,0.000723488169487134,"Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","S25-593","uncultured"
"AB974040.1.1450",8074,98,0.566473988439306,0.00185076052763744,"Bacteria","Proteobacteria","Gammaproteobacteria","Salinisphaerales","Salinisphaeraceae","ZD0417"
"AB974041.1.1385",89,45,0.260115606936416,2.29009257064148e-05,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11",NA,NA
"AB974042.1.1430",946,78,0.450867052023121,0.000236522747060001,"Bacteria","Verrucomicrobia","Arctic97B-4",NA,NA,NA
"AB974045.1.1460",7572,112,0.647398843930636,0.00180105277831298,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","SAR86",NA
"AB974047.1.1425",506,58,0.335260115606936,0.000123571735246914,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Cryomorphaceae","NS10"
"AB974049.1.1400",1035,42,0.242774566473988,0.000264202478869638,"Bacteria","Cyanobacteria","Chloroplast","uncultured",NA,NA
"AB974050.1.1460",7864,120,0.69364161849711,0.00172505199386125,"Bacteria","Marinimicrobia",NA,NA,NA,NA
"AB974051.1.1440",892,54,0.312138728323699,0.000233698626660095,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","SAR86",NA
"AB974058.1.1395",3560,146,0.84393063583815,0.00100545083161677,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","AEGEAN-169"
"AB974066.1.1455",65,37,0.213872832369942,1.57881048535304e-05,"Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Vibrio"
