"Taxon","AHC","CLR_pc0.01","CLR_pc0.5","CLR_pc1","DESeq2","LEfSe"
"HQ673492.1.1502",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"HQ673502.1.1489",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"HQ673503.1.1499",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"HQ673514.1.1438",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"HQ673516.1.1518",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"HQ673523.1.1504",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"HQ673528.1.1465",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"HQ673536.1.1466",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
"HQ673550.1.1502",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"HQ673561.1.1467",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"HQ673581.1.1458",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"HQ673582.1.1452",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"HQ673599.1.1527",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"HQ673603.1.1499",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"HQ673612.1.1520",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"HQ673618.1.1427",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"HQ673625.1.1258",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"HQ673626.1.1434",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"HQ673633.1.1513",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"HQ673637.1.1401",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"HQ673640.1.1501",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"HQ673642.1.1465",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"HQ673644.1.1523",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"HQ673647.1.1492",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"HQ673648.1.1464",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"HQ673657.1.1518",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"HQ673669.1.1435",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"HQ673674.1.1475",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"HQ673679.1.1448",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"HQ673682.1.1487",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"HQ673685.1.1461",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"HQ673686.1.1458",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"HQ673707.1.1277",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"HQ673710.1.1445",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"HQ673719.1.1437",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"HQ673722.1.1451",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"HQ673726.1.1522",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"HQ673728.1.1445",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"HQ673729.1.1504",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"HQ673734.1.1524",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"HQ673737.1.1489",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"HQ673759.1.1491",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"HQ673764.1.1437",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"HQ673767.1.1523",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"HQ673768.1.1485",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"HQ673776.1.1505",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"HQ673783.1.1490",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"HQ673788.1.1405",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"HQ673789.1.1528",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"HQ673800.1.1486",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"HQ673801.1.1443",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"HQ673814.1.1447",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"HQ673817.1.1452",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"HQ673826.1.1508",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"HQ673831.1.1519",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"HQ673832.1.1521",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"HQ673841.1.1523",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"HQ673842.1.1462",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"HQ673846.1.1521",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"HQ673850.1.1513",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"HQ673852.1.1461",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"HQ673863.1.1457",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"HQ673864.1.1444",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"HQ673868.1.1495",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"HQ673871.1.1511",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"HQ673877.1.1507",TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
"HQ673891.1.1502",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"HQ673907.1.1519",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"HQ673908.1.1463",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"HQ673914.1.1446",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"HQ673917.1.1512",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"HQ673921.1.1487",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"HQ673922.1.1510",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"HQ673928.1.1502",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"HQ673932.1.1438",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"HQ673933.1.1491",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"HQ673936.1.1513",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"HQ673940.1.1483",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"HQ673946.1.1447",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"HQ673958.1.1430",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"HQ673966.1.1436",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"HQ673968.1.1448",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"HQ673977.1.1436",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
"HQ673981.1.1518",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"HQ673984.1.1259",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"HQ673986.1.1506",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"HQ673990.1.1462",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"HQ673994.1.1476",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"HQ674015.1.1522",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"HQ674021.1.1520",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"HQ674022.1.1509",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"HQ674024.1.1511",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"HQ674029.1.1449",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"HQ674034.1.1517",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"HQ674035.1.1522",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"HQ674039.1.1470",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"HQ674045.1.1445",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"HQ674047.1.1445",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"HQ674058.1.1501",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"HQ674065.1.1483",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"HQ674077.1.1446",TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
"HQ674084.1.1465",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"HQ674089.1.1437",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"HQ674104.1.1522",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"HQ674106.1.1463",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"HQ674118.1.1512",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"HQ674119.1.1519",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"HQ674120.1.1448",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"HQ674127.1.1481",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"HQ674131.1.1447",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"HQ674158.1.1489",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"HQ674163.1.1495",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"HQ674170.1.1504",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"HQ674171.1.1513",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"HQ674175.1.1527",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"HQ674182.1.1517",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"HQ674186.1.1519",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"HQ674189.1.1476",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"HQ674190.1.1453",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"HQ674196.1.1512",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"HQ674203.1.1520",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"HQ674206.1.1463",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"HQ674207.1.1447",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"HQ674211.1.1482",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"HQ674219.1.1452",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"HQ674222.1.1525",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"HQ674232.1.1463",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"HQ674234.1.1446",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"HQ674237.1.1523",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"HQ674244.1.1436",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"HQ674247.1.1492",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"HQ674255.1.1433",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"HQ674261.1.1518",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"HQ674271.1.1518",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"HQ674275.1.1513",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"HQ674277.1.1464",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"HQ674279.1.1515",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"HQ674293.1.1495",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"HQ674297.1.1437",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"HQ674301.1.1476",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"HQ674321.1.1438",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"HQ674324.1.1485",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"HQ674331.1.1495",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"HQ674334.1.1520",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"HQ674338.1.1510",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"HQ674351.1.1457",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"HQ674362.1.1486",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"HQ674392.1.1465",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"HQ674432.1.1463",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"HQ674437.1.1436",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"HQ674443.1.1456",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
"HQ674446.1.1499",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"HQ674471.1.1528",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"HQ674473.1.1523",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"HQ674477.1.1519",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"HQ674478.1.1448",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"HQ674482.1.1462",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"HQ674485.1.1499",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"HQ674497.1.1485",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"HQ674538.1.1512",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"HQ674556.1.1522",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"HQ674579.1.1521",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"HQ674580.1.1507",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"HQ674589.1.1519",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"HQ674591.1.1522",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"HQ674599.1.1508",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"HQ674602.1.1513",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"HQ674603.1.1520",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"HQ674611.1.1447",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"HQ674619.1.1540",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"HQ686042.108.1520",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"HQ687828.1.1216",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"HQ687838.1.1203",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"HQ687841.1.1216",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
"HQ687843.1.1251",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"HQ687851.1.1224",TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
"HQ687877.1.1204",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"HQ691997.1.1360",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"HQ692013.1.1382",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"HQ697790.1.1470",TRUE,FALSE,TRUE,TRUE,FALSE,FALSE
"HQ721393.1.1411",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"HQ721422.1.1452",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"HQ727616.1.1520",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"HQ729977.1.1375",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"HQ730000.1.1340",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"HQ730063.1.1357",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"HQ857673.1.1427",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"JENA01000091.1052.2515",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"JF261520.1.1433",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"JF266048.1.1321",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"JF272073.1.1512",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"JF272187.1.1495",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"JF272219.1.1501",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"JF272231.1.1496",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"JF313015.1.1403",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"JF344195.1.1499",TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"JF344264.1.1506",TRUE,FALSE,TRUE,TRUE,FALSE,FALSE
"JF421185.1.1456",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"JF421214.1.1484",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"JF451306.1.1461",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"JF451312.1.1484",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"JF698761.1.1613",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"JF698777.1.1620",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
"JF703353.1.1412",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"JF703443.1.1438",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"JF715311.1.918",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"JF715324.1.914",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"JF715374.1.917",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"JF727667.1.1493",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"JF727692.1.1507",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"JF730845.1.1701",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"JF747634.1.1509",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"JF747659.1.1515",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"JF790987.1.1777",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"JF790995.1.1777",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"JF791011.1.1777",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"JF791013.1.1777",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"JF791017.1.1777",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"JF791018.1.1777",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"JF791021.1.1777",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"JF791030.1.1777",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"JF791036.1.1777",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"JF791041.1.1777",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"JF791043.1.1777",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"JF791054.1.1777",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"JF791055.1.1777",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"JF791064.1.1777",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"JF791065.1.1777",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"JF791074.1.1777",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"JF791078.1.1777",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"JF791083.1.1777",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"JF791090.1.1777",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"JF791091.1.1777",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"JF791092.1.1777",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"JF791094.1.1777",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"JF809732.1.1370",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"JF809737.1.1377",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"JF809742.1.1368",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"JF809773.1.1368",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"JF824774.1.1447",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"JF826371.1.1600",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"JF826386.1.1609",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"JF826393.1.1617",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"JF899875.1.1393",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"JF901752.1.1405",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"JF917228.1.1431",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"JF925023.1.1496",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"JF927220.1.1452",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"JF927224.1.1452",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"JF927250.1.1497",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"JF927252.1.1417",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"JF927254.1.1428",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"JF927258.1.1473",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"JF927259.1.1500",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"JF927260.1.1439",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"JF927272.1.1487",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"JN015204.1.1476",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"JN018457.1.1392",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
"JN018523.1.931",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"JN018767.1.1353",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"JN018772.1.1342",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"JN018781.1.1357",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"JN018803.1.1343",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"JN018836.1.1368",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"JN018888.1.1414",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"JN018908.1.1363",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"JN018915.1.1419",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"JN018921.1.1369",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"JN018922.1.1342",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"JN018926.1.1363",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"JN018940.1.1341",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"JN018941.1.1391",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"JN018970.1.1370",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"JN018973.1.1384",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"JN018991.1.1360",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"JN020587.1.1530",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"JN022705.19324.20807",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"JN023433.1.1479",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"JN039300.49660.51190",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"JN090886.1.1796",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"JN098209.1.1536",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"JN113083.1.1450",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"JN117275.103960.105442",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"JN119083.1.1496",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"JN119088.1.1496",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"JN119099.1.1514",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"JN119108.1.1255",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"JN166192.1.1464",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"JN166197.1.1454",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"JN166217.1.1521",TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
"JN166233.1.1526",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"JN166234.1.1473",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"JN166240.1.1487",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
"JN166242.1.1516",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"JN166243.1.1480",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"JN166245.1.1484",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"JN166254.1.1500",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"JN166266.1.1436",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"JN166271.1.1481",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"JN166279.1.1485",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"JN166296.1.1463",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"JN166299.1.1437",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"JN166309.1.1461",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"JN166310.1.1517",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"JN166312.1.1437",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"JN166320.1.1500",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"JN166321.1.1503",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"JN166331.1.1517",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"JN166332.1.1438",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"JN166337.1.1461",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"JN166352.1.1461",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"JN166353.1.1462",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"JN166355.1.1445",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"JN166364.1.1484",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"JN177586.1.1440",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"JN177587.1.1446",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"JN177589.1.1443",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"JN177592.1.1446",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"JN177608.1.1503",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
"JN177618.1.1495",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"JN177660.1.1446",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"JN177682.1.1481",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
"JN177688.1.1445",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"JN177689.1.1428",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"JN177704.1.1454",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
"JN177706.1.1481",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"JN177708.1.1509",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"JN207221.1.1447",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"JN230230.1.1473",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"JN233008.1.1443",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"JN233012.1.1386",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"JN233037.1.1468",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"JN233054.1.1435",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"JN233072.1.1476",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"JN233086.1.1389",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
