"Taxon","AHC","CLR_pc0.01","CLR_pc0.5","CLR_pc1","DESeq2","LEfSe"
"EU799551.1.1279",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"EU799557.1.1286",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"EU799576.1.1452",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"EU799583.1.1510",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"EU799602.1.1461",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"EU799623.1.1467",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"EU799655.1.1454",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"EU799700.1.1466",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
"EU799706.1.1464",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"EU799721.1.1445",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"EU799728.1.1206",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"EU799746.1.1472",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"EU799756.1.1495",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"EU799763.1.1261",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"EU799766.1.1464",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"EU799769.1.1419",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"EU799787.1.1409",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"EU799802.1.1483",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"EU799838.1.1420",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"EU799855.1.1453",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"EU799970.1.1467",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"EU800015.1.1463",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"EU800017.1.1503",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"EU800019.1.1427",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"EU800024.1.1281",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"EU800029.1.1505",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"EU800035.1.1517",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"EU800042.1.1496",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"EU800051.1.1429",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"EU800059.1.1501",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"EU800064.1.1439",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"EU800129.1.1400",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"EU800186.1.1306",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"EU800195.1.1400",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"EU800201.1.1303",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"EU800286.1.1266",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"EU800350.1.1365",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"EU800386.1.1439",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"EU800485.1.1451",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"EU800530.1.1447",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"EU800729.1.1446",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"EU800754.1.1469",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"EU800803.1.1435",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"EU800852.1.1498",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"EU800869.1.1427",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"EU800951.1.1447",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"EU801023.1.1438",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"EU801027.1.1285",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"EU801050.1.1438",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"EU801176.1.1451",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"EU801696.1.1459",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"EU801817.1.1474",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"EU801854.1.1491",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"EU801882.1.1448",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"EU801885.1.1247",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"EU801918.1.1492",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"EU802184.1.1493",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"EU802232.1.1269",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"EU802254.1.1463",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"EU802256.1.1404",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"EU802279.1.1371",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"EU802319.1.1452",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"EU802327.1.1487",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"EU802338.1.1516",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"EU802339.1.1412",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"EU802355.1.1369",TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
"EU802366.1.1420",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"EU802368.1.1440",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"EU802371.1.1372",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"EU802376.1.1447",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"EU802377.1.1244",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"EU802380.1.1440",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"EU802383.1.1451",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"EU802398.1.1437",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"EU802400.1.1495",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"EU802404.1.1436",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"EU802411.1.1448",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"EU802417.1.1449",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"EU802429.1.1451",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"EU802437.1.1387",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"EU802438.1.1489",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"EU802443.1.1439",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"EU802448.1.1452",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"EU802452.1.1269",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"EU802465.1.1441",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"EU802470.1.1316",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"EU802471.1.1402",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"EU802478.1.1421",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"EU802494.1.1447",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"EU802498.1.1435",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"EU802502.1.1451",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"EU802511.1.1239",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"EU802515.1.1370",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"EU802522.1.1450",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"EU802530.1.1389",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"EU802537.1.1499",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"EU802541.1.1287",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"EU802543.1.1499",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"EU802552.1.1443",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"EU802567.1.1481",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"EU802571.1.1254",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"EU802572.1.1439",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"EU802577.1.1450",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"EU802596.1.1445",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"EU802598.1.1454",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"EU802603.1.1489",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"EU802606.1.1200",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"EU802629.1.1246",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"EU802637.1.1438",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"EU802641.1.1377",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"EU802642.1.1416",TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
"EU802644.1.1447",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"EU802645.1.1435",TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
"EU802656.1.1455",TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
"EU802658.1.1312",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"EU802664.1.1435",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"EU802670.1.1499",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"EU802678.1.1443",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"EU802680.1.1438",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"EU802682.1.1495",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"EU802683.1.1502",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"EU802695.1.1438",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"EU802698.1.1448",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"EU802712.1.1374",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"EU802720.1.1395",TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
"EU802725.1.1445",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"EU802743.1.1440",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"EU802745.1.1204",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"EU802746.1.1436",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"EU802747.1.1439",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"EU802752.1.1511",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"EU802753.1.1491",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"EU802755.1.1453",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"EU802776.1.1436",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"EU802783.1.1448",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"EU802794.1.1441",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"EU802801.1.1476",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"EU802809.1.1254",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"EU802813.1.1378",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"EU802814.1.1215",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"EU802816.1.1285",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"EU802819.1.1500",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"EU802823.1.1501",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"EU802828.1.1437",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"EU802831.1.1482",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"EU802834.1.1284",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"EU802842.1.1447",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"EU802848.1.1440",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"EU802852.1.1503",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"EU802859.1.1456",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"EU802860.1.1435",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"EU802861.1.1450",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"EU802865.1.1431",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
"EU802868.1.1480",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"EU802886.1.1439",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"EU802893.1.1441",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"EU802894.1.1450",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"EU802895.1.1415",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"EU802897.1.1438",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"EU802901.1.1499",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"EU802903.1.1488",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"EU802904.1.1274",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"EU802911.1.1434",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"EU802933.1.1448",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"EU802936.1.1504",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"EU802942.1.1496",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"EU802943.1.1252",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"EU802945.1.1378",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"EU802966.1.1361",TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
"EU802968.1.1439",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"EU802973.1.1271",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"EU802975.1.1437",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"EU802983.1.1388",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"EU802984.1.1440",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"EU802994.1.1441",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"EU803000.1.1308",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"EU803018.1.1442",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"EU803031.1.1357",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"EU803044.1.1372",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"EU803047.1.1407",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"EU803052.1.1425",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"EU803059.1.1291",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"EU803064.1.1484",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"EU803067.1.1257",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"EU803079.1.1502",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"EU803124.1.1455",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"EU803136.1.1458",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"EU803139.1.1440",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"EU803169.1.1499",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"EU803175.1.1478",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"EU803183.1.1445",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"EU803200.1.1495",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"EU803879.1.1508",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"EU803928.1.1504",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"EU804211.1.1439",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"EU804334.1.1505",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"EU804345.1.1448",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"EU804390.1.1494",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"EU804425.1.1440",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"EU804534.1.1444",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"EU804682.1.1439",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"EU804764.1.1435",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"EU804822.1.1449",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"EU804830.1.1447",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"EU804845.1.1472",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"EU804847.1.1440",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"EU804917.1.1439",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"EU804944.1.1509",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"EU804945.1.1525",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"EU804956.1.1458",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"EU804972.1.1449",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"EU804992.1.1439",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"EU805000.1.1468",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"EU805057.1.1520",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"EU805065.1.1518",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"EU805102.1.1251",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"EU805104.1.1449",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"EU805171.1.1508",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"EU805172.1.1447",TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
"EU805193.1.1293",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"EU805199.1.1426",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"EU805209.1.1503",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"EU805212.1.1439",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"EU805375.1.1450",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"EU805384.1.1450",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"EU817118.1.1380",TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
"EU817119.1.1404",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"EU880515.1.1503",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"EU888117.1.1417",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"EU919770.1.1461",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"EU919781.1.1500",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"EU919785.1.1515",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
"EU919810.1.1462",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"EU919825.1.1479",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"EU919847.1.1505",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"EU919850.1.1429",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"EU919859.1.1444",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"EU925855.1.1506",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"EU925896.1.1520",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"EU935247.1.1220",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"FAXC01000432.4183.5737",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"FJ000090.1.1615",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"FJ000247.1.1396",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"FJ000270.1.1389",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"FJ002179.1.1413",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"FJ002230.1.1431",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"FJ024321.1.1503",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"FJ032684.1.1917",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"FJ150810.1.1353",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"FJ150819.1.1297",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"FJ150825.1.1353",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"FJ150826.1.1353",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"FJ150828.1.1353",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"FJ150834.1.1353",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"FJ152940.1.1480",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"FJ155060.1.1532",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"FJ176219.1.1688",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"FJ184061.1.1407",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"FJ202272.1.1482",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"FJ202384.1.1478",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"FJ202704.1.1469",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"FJ203457.1.1440",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"FJ205179.1.1436",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"FJ205233.1.1487",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"FJ205335.1.1480",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"FJ205348.1.1440",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"FJ205377.1.1430",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"FJ230846.1.1328",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"FJ358928.1.1460",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
"FJ403066.1.1491",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"FJ404751.1.1494",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"FJ415678.1.1278",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"FJ457234.1.1374",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"FJ481371.1.1402",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"FJ481376.1.1394",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"FJ487501.1.1366",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"FJ493498.31800.33298",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"FJ497456.1.1445",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"FJ497471.1.1456",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"FJ497472.1.1444",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"FJ497496.1.1440",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"FJ529346.1.1400",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"FJ537305.1.1754",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"FJ537311.1.1800",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"FJ537319.1.1778",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"FJ537323.1.1797",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"FJ537336.1.1799",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"FJ537338.1.1750",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"FJ537342.1.1758",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"FJ537355.1.1794",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"FJ537356.1.1779",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"FJ545512.1.1510",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"FJ545527.1.1500",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
"FJ545538.1.1526",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"FJ545540.1.1519",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"FJ545544.1.1457",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"FJ545604.1.1526",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"FJ545620.1.1554",TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
"FJ545621.1.1468",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"FJ545627.1.1478",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"FJ545633.1.1466",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"FJ612150.1.1429",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"FJ615107.1.1293",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"FJ615110.1.1292",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
"FJ615148.1.1416",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"FJ615156.1.1457",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"FJ615157.1.1491",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"FJ615160.1.1456",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"FJ615480.1.915",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"FJ615481.1.915",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"FJ626884.1.1381",TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
"FJ626901.1.1422",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"FJ628174.1.1541",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"FJ628329.1.1481",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"FJ628341.1.1484",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"FJ666179.1.1205",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"FJ712430.1.1495",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"FJ716274.1.1524",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"FJ744783.1.1367",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"FJ744794.1.1372",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"FJ744804.1.1372",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"FJ744818.1.1367",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
"FJ744822.1.1336",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"FJ744833.1.1343",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"FJ744842.1.1329",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"FJ744851.1.1336",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"FJ744890.1.1306",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"FJ744908.1.1331",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"FJ744956.1.1371",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"FJ744961.1.1302",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"FJ744974.1.1389",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"FJ744986.1.1343",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"FJ745081.1.1358",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"FJ745086.1.1292",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"FJ745099.1.1304",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"FJ745102.1.1368",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"FJ745117.1.1319",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
