"method","MethodLabel","Taxon","baseMean","statistic","p_value","padj","significant","total_count","prevalence_n","prevalence_fraction","mean_relative_abundance","Kingdom","Phylum","Class","Order","Family","Genus"
"DESeq2_LRT","DESeq2","AACY020049127.555.2033",5.44894132684926,43.2101258923536,4.1403817087311e-10,2.14802450384003e-09,TRUE,881,94,0.543352601156069,0.000226132138103091,"Bacteria","Proteobacteria","Gammaproteobacteria","Thiotrichales","Thiotrichaceae","Thiothrix"
"DESeq2_LRT","DESeq2","AACY020057074.347.1847",4.68617629108852,48.9538763656856,2.34315389462016e-11,1.45907473491434e-10,TRUE,757,80,0.46242774566474,0.000194361827769032,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","NS9",NA
"DESeq2_LRT","DESeq2","AACY020061762.7.1504",0.202169477153721,-0.64081607667012,1,1,FALSE,75,20,0.115606936416185,2.08474872708758e-05,"Bacteria","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Spongiibacteraceae","BD1-7"
"DESeq2_LRT","DESeq2","AACY020065672.95.1597",11.4623576432956,32.0103652954323,1.11953453283728e-07,4.07611948567764e-07,TRUE,1882,76,0.439306358381503,0.000488396225443943,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Formosa"
"DESeq2_LRT","DESeq2","AACY020075636.150.1670",50.6176414048824,22.5882226634747,1.24459992542347e-05,3.30758635451571e-05,TRUE,8087,113,0.653179190751445,0.0019423654124717,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","JTB255",NA
"DESeq2_LRT","DESeq2","AACY020080403.492.1950",5.22526206742778,70.5970307043841,4.67788523860982e-16,4.98120017188954e-15,TRUE,889,100,0.578034682080925,0.00022546714477035,"Bacteria","Cyanobacteria","Chloroplast","marine",NA,NA
"DESeq2_LRT","DESeq2","AACY020095396.2822.4287",7.5212739363013,28.2406345524043,7.37265860665872e-07,2.36168130092419e-06,TRUE,1267,80,0.46242774566474,0.000316679547064602,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11",NA,NA
"DESeq2_LRT","DESeq2","AACY020105546.1130.2631",1.50154944296188,26.1735818096435,2.07242548484087e-06,6.24002095629296e-06,TRUE,249,61,0.352601156069364,6.66286682270646e-05,"Bacteria","Actinobacteria","Actinobacteria","PeM15","marine",NA
"DESeq2_LRT","DESeq2","AACY020119224.701.2163",12.516835233897,40.2815274216828,1.79051291966557e-09,8.36768763258538e-09,TRUE,2096,86,0.497109826589595,0.000569891979092567,"Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","SAR116",NA
"DESeq2_LRT","DESeq2","AACY020125801.1205.2714",12.2428975625134,44.7349724982311,1.93163091706554e-10,1.05213763679691e-09,TRUE,1932,95,0.549132947976879,0.000543016167871221,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","NS5"
"DESeq2_LRT","DESeq2","AACY020125842.55.1493",133.469265825793,26.397690956685,1.85273899057062e-06,5.63309951239985e-06,TRUE,22223,123,0.710982658959538,0.00504691485081046,"Archaea","Euryarchaeota","Thermoplasmata","Thermoplasmatales","Marine",NA
"DESeq2_LRT","DESeq2","AACY020147130.655.2083",9.93282799469981,33.5842362286742,5.09654383003215e-08,1.95801321443739e-07,TRUE,1608,81,0.468208092485549,0.000363842998977858,"Archaea","Euryarchaeota","Thermoplasmata","Thermoplasmatales","Marine",NA
"DESeq2_LRT","DESeq2","AACY020159143.753.2263",2.52092745609056,38.9275563793249,3.52361569073311e-09,1.57566093783118e-08,TRUE,412,78,0.450867052023121,0.000105860883399373,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Alcaligenaceae","MWH-UniP1"
"DESeq2_LRT","DESeq2","AACY020187844.576.1995",17.445895488683,43.4062629105058,3.75361537181374e-10,1.96045488176252e-09,TRUE,2818,92,0.531791907514451,0.000725930911260009,"Archaea","Euryarchaeota","Thermoplasmata","Thermoplasmatales","Marine",NA
"DESeq2_LRT","DESeq2","AACY020207233.1273.2814",102.660942176583,35.0565701127541,2.44097045471631e-08,9.79749242753604e-08,TRUE,16359,118,0.682080924855491,0.00431467301953575,"Bacteria","Marinimicrobia",NA,NA,NA,NA
"DESeq2_LRT","DESeq2","AACY020239062.128.1636",4.94061258522009,9.37413571861839,0.00921366234219611,0.0152222887580597,TRUE,1289,34,0.196531791907514,0.000412974555980824,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","NS4"
"DESeq2_LRT","DESeq2","AACY020259437.2024.3522",16.9966640486437,15.9853496381015,0.000337928974543001,0.000719352230610935,TRUE,2615,77,0.445086705202312,0.000818479389563665,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Cryomorphaceae","uncultured"
"DESeq2_LRT","DESeq2","AACY020273010.4139.5621",33.3419778709023,33.0751099945389,6.57402150648746e-08,2.46472960661234e-07,TRUE,5562,108,0.624277456647399,0.00121740529897786,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","uncultured"
"DESeq2_LRT","DESeq2","AACY020276549.377.1886",31.8026482153857,36.9099573034359,9.66283598367154e-09,4.08589909590608e-08,TRUE,5231,112,0.647398843930636,0.00110902875910389,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","NS5"
"DESeq2_LRT","DESeq2","AACY020281370.38.1481",40.6963206313053,10.0036412452187,0.0067256909006888,0.0114067717675682,TRUE,6208,110,0.635838150289017,0.0015706116232374,"Archaea","Euryarchaeota","Thermoplasmata","Thermoplasmatales","Marine",NA
"DESeq2_LRT","DESeq2","AACY020283857.132.1585",4.95874810824558,106.751232949423,6.59575168142308e-24,1.64505806642552e-22,TRUE,1029,92,0.531791907514451,0.000226200712944694,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11",NA,NA
"DESeq2_LRT","DESeq2","AACY020288370.770.2267",30.3852062440043,40.5158254646927,1.59257643568065e-09,7.49523359840016e-09,TRUE,4641,77,0.445086705202312,0.00115185712312428,"Bacteria","Actinobacteria","Acidimicrobiia","Acidimicrobiales","Sva0996",NA
"DESeq2_LRT","DESeq2","AACY020302266.213.1678",4.4760219664816,1.15189686093652,0.562171435366992,0.605115987664816,FALSE,796,72,0.416184971098266,0.00018827673314075,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Tistlia"
"DESeq2_LRT","DESeq2","AACY020311045.179.1696",0.804269547822011,10.0070053344464,0.00671438749761398,0.011391743648189,TRUE,143,18,0.104046242774566,4.32875530677339e-05,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","OM182",NA
"DESeq2_LRT","DESeq2","AACY020324837.147.1652",12.1628643516591,36.8946531634712,9.73706030351351e-09,4.11355518619448e-08,TRUE,1951,96,0.554913294797688,0.000518244705507031,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","NS4"
"DESeq2_LRT","DESeq2","AACY020371335.89.1595",29.646961117042,17.8095862389498,0.00013573676226141,0.00031017945085116,TRUE,4823,85,0.491329479768786,0.00130757199044772,"Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria",NA,NA
"DESeq2_LRT","DESeq2","AACY020393406.361.1862",7.75411000428047,36.316564613747,1.30004442515384e-08,5.38969528792668e-08,TRUE,4591,75,0.433526011560694,0.00103096985841973,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","SAR86",NA
"DESeq2_LRT","DESeq2","AACY020398456.2130.3630",21.2221384794895,34.1176478843441,3.90343448109121e-08,1.51713486831745e-07,TRUE,3516,87,0.502890173410405,0.000916530211856977,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","SAR86",NA
"DESeq2_LRT","DESeq2","AACY020403290.735.2190",7.82029254991232,18.8862798393436,7.92312378449421e-05,0.00018825202993335,TRUE,1386,131,0.757225433526012,0.000297517992774681,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11",NA,NA
"DESeq2_LRT","DESeq2","AACY020430088.197.1720",15.2548095147032,13.4910541320064,0.00117612861851189,0.00229613389566323,TRUE,2807,98,0.566473988439306,0.000546134618329199,"Bacteria","Proteobacteria","AEGEAN-245","marine",NA,NA
"DESeq2_LRT","DESeq2","AACY020443294.193.1674",11.1176761309617,42.218336620818,6.79836824578811e-10,3.43527513524981e-09,TRUE,1853,114,0.658959537572254,0.000449643447411567,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","uncultured"
"DESeq2_LRT","DESeq2","AACY020454769.289.1798",3.98116031743346,23.8130696580895,6.74617534620017e-06,1.8784574217718e-05,TRUE,622,56,0.323699421965318,0.000171619063374335,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","NS5"
"DESeq2_LRT","DESeq2","AACY020458202.2977.4452",60.1676990476102,9.13594924409699,0.0103789597601811,0.0169910383718795,TRUE,10589,97,0.560693641618497,0.0031783728750541,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","AEGEAN-169"
"DESeq2_LRT","DESeq2","AACY020458788.943.2444",27.1649205719177,3.98533349346769,0.136331378991775,0.172176970381164,FALSE,4709,58,0.335260115606936,0.0013819710007423,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","NS2b"
"DESeq2_LRT","DESeq2","AACY020481938.3418.4929",80.3594197094943,35.3727514743241,2.08403310022478e-08,8.44477009508981e-08,TRUE,12869,99,0.572254335260116,0.00342418849665111,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","SAR86",NA
"DESeq2_LRT","DESeq2","AACY020487638.121.1594",27.1256011255191,21.3298299322405,2.33499674904975e-05,5.96082366588289e-05,TRUE,4064,89,0.514450867052023,0.00122089046836209,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","AEGEAN-169"
"DESeq2_LRT","DESeq2","AACY020490277.719.2228",25.9785426412704,49.2276621122644,2.0433793201347e-11,1.28614320500786e-10,TRUE,4148,106,0.61271676300578,0.00106929443551527,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","NS5"
"DESeq2_LRT","DESeq2","AACY020495408.613.2120",19.2628543884141,31.2923204380199,1.60309387173691e-07,5.70859556789752e-07,TRUE,3220,103,0.595375722543353,0.000770740984160038,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","NS4"
"DESeq2_LRT","DESeq2","AACY020518560.687.2227",24.7017704463422,45.3532445335727,1.41797339154228e-10,7.84511019947e-10,TRUE,3940,128,0.739884393063584,0.000905712341913818,"Bacteria","Marinimicrobia",NA,NA,NA,NA
"DESeq2_LRT","DESeq2","AACY020544257.531.2038",13.2253263633723,18.5466099549694,9.3897670770405e-05,0.000220512958949229,TRUE,2157,86,0.497109826589595,0.000530442353351335,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Cryomorphaceae","Fluviicola"
"DESeq2_LRT","DESeq2","AACY020545456.443.1983",34.1459230328777,36.0693596881779,1.47108599459063e-08,6.06644127212262e-08,TRUE,5327,136,0.786127167630058,0.00138785077013044,"Bacteria","Marinimicrobia",NA,NA,NA,NA
"DESeq2_LRT","DESeq2","AACY020548802.136.1646",6.97281031241501,15.1789806665921,0.000505738746489967,0.00104508884077501,TRUE,3043,39,0.225433526011561,0.000691277898484761,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","NS5"
"DESeq2_LRT","DESeq2","AACY020549891.3846.5359",134.185697436222,49.16364391775,2.10984411172472e-11,1.32440281791172e-10,TRUE,23548,83,0.479768786127168,0.00536334383858228,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","SAR86",NA
"DESeq2_LRT","DESeq2","AACY020551516.3485.4953",22.0230135713744,9.50636437681908,0.00862420763742454,0.0143347485463108,TRUE,3553,79,0.456647398843931,0.00114667292890161,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11",NA,NA
"DESeq2_LRT","DESeq2","AACY020552977.734.2233",76.552029951882,29.5924882911627,3.75035876239027e-07,1.26202548829641e-06,TRUE,12464,126,0.728323699421965,0.00294828543722664,"Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Flammeovirgaceae","Marinoscillum"
"DESeq2_LRT","DESeq2","AACY020553637.768.2309",14.597909380618,33.6572256648135,4.91389993943149e-08,1.89252100062002e-07,TRUE,2384,96,0.554913294797688,0.000591183271002237,"Bacteria","Marinimicrobia",NA,NA,NA,NA
"DESeq2_LRT","DESeq2","AACY020553861.2031.3562",18.9857724527369,19.5039256257113,5.8180354436058e-05,0.000140597499010246,TRUE,3291,61,0.352601156069364,0.000860758442260007,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","SAR86",NA
"DESeq2_LRT","DESeq2","AACY020555764.489.1966",48.8251889335602,49.3359497243919,1.93568479043097e-11,1.22165546178214e-10,TRUE,7838,129,0.745664739884393,0.00192798906691382,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","PS1",NA
"DESeq2_LRT","DESeq2","AACY020555882.2572.4023",46.5745499513473,26.5835288348139,1.6883405788732e-06,5.16694255896628e-06,TRUE,7331,119,0.687861271676301,0.00195339931900321,"Archaea","Euryarchaeota","Thermoplasmata","Thermoplasmatales","Marine",NA
"DESeq2_LRT","DESeq2","AACY020556376.977.2486",9.14559392650099,36.9641234876675,9.40464854509955e-09,3.98394921111211e-08,TRUE,1486,85,0.491329479768786,0.000372137236277174,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","NS5"
"DESeq2_LRT","DESeq2","AACY020562322.3851.5364",15.3739984239352,32.257351529178,9.89475658904996e-08,3.6366544311528e-07,TRUE,2479,91,0.526011560693642,0.000701017428163204,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","SAR86",NA
"DESeq2_LRT","DESeq2","AACY020563509.792.2305",57.0534150150036,21.5985190044355,2.04146147924886e-05,5.26042891669429e-05,TRUE,9559,100,0.578034682080925,0.00212208763355427,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","SAR86",NA
"DESeq2_LRT","DESeq2","AACY020564058.27.1569",37.8968710841896,24.104214522328,5.83225254327953e-06,1.64261025735844e-05,TRUE,6652,108,0.624277456647399,0.00136020604364405,"Bacteria","Marinimicrobia",NA,NA,NA,NA
"DESeq2_LRT","DESeq2","AACY023372270.147.1550",1.31803048346925,8.16112530529733,0.0168979552981375,0.0264292634173419,TRUE,240,80,0.46242774566474,5.27532055150736e-05,"Bacteria","Proteobacteria","Gammaproteobacteria","Thiotrichales","Thiotrichales",NA
"DESeq2_LRT","DESeq2","AACY023524552.82.1556",15.4728972336354,37.6048123923164,6.8268245644118e-09,2.94817683040895e-08,TRUE,2535,84,0.485549132947977,0.000665899145516742,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","PS1",NA
"DESeq2_LRT","DESeq2","AACY023843224.1.1440",0.867424190770439,1.64790275668986,0.438694776195514,0.486465153631925,FALSE,151,54,0.312138728323699,3.66161520591142e-05,"Bacteria","Proteobacteria","Alphaproteobacteria","Alphaproteobacteria",NA,NA
"DESeq2_LRT","DESeq2","AACY023859826.38.1493",36.861082449341,76.1883252610412,2.85703379030892e-17,3.59169962210264e-16,TRUE,5828,144,0.832369942196532,0.00157762677474695,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11",NA,NA
"DESeq2_LRT","DESeq2","AACY023937770.20.1486",1.21424218601316,17.7264590026632,0.000141497359570873,0.000322395547160993,TRUE,205,50,0.289017341040462,4.92251181453271e-05,"Bacteria","Cyanobacteria","Cyanobacteria","SubsectionI","FamilyI","Prochlorococcus"
"DESeq2_LRT","DESeq2","AACY023938218.20.1535",76.192693861022,39.9848189839183,2.07685835362391e-09,9.62869519016096e-09,TRUE,12871,121,0.699421965317919,0.00285791501804094,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Oceanospirillaceae","Pseudohongiella"
"DESeq2_LRT","DESeq2","AACY023938893.20.1523",11.0561643562045,29.7041721856517,3.54667150037612e-07,1.19954139795172e-06,TRUE,1792,97,0.560693641618497,0.00045077777888471,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","NS9",NA
"DESeq2_LRT","DESeq2","AACY024102418.157.1623",278.573604351221,26.3669458328327,1.88144037714401e-06,5.70919838581631e-06,TRUE,47263,147,0.84971098265896,0.011203304683859,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","AEGEAN-169"
"DESeq2_LRT","DESeq2","AAMQ01000012.1.1850",5.1176228697436,0.672312374656826,0.714511499458314,0.747863921336081,FALSE,891,101,0.583815028901734,0.00023934305546514,"Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","Oceanicaulis"
"DESeq2_LRT","DESeq2","AANC01000011.208.1734",33.0650091576079,104.348967730601,2.19234834628979e-23,5.11255634354779e-22,TRUE,7222,95,0.549132947976879,0.00149235630554218,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Leeuwenhoekiella"
"DESeq2_LRT","DESeq2","AB013012.1.1791",0.680291899704445,2.51960175815663,0.28371051357466,0.330641138258924,FALSE,360,35,0.202312138728324,6.3953466438825e-05,"Eukaryota","Opisthokonta","Holozoa","Metazoa",NA,NA
"DESeq2_LRT","DESeq2","AB013015.1.1692",0.238890308411483,2.81647202351249,0.244574329102933,0.289810637941077,FALSE,71,19,0.109826589595376,1.68449600003648e-05,"Eukaryota","Opisthokonta","Holozoa","Metazoa",NA,NA
"DESeq2_LRT","DESeq2","AB015263.1.1483",1.27615409779761,3.94823289904696,0.138883969045269,0.174974292713975,FALSE,248,52,0.300578034682081,6.80963910816077e-05,"Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Flammeovirgaceae","uncultured"
"DESeq2_LRT","DESeq2","AB017127.1.1753",0.188082054927523,-0.124163038341436,1,1,FALSE,91,20,0.115606936416185,2.68143780601165e-05,"Eukaryota","Archaeplastida","Chloroplastida","Chlorophyta","Prasinophytae","Pyramimonadales"
"DESeq2_LRT","DESeq2","AB021704.1.1333",1.27916298755293,19.9954778002964,4.55026996796803e-05,0.000111462495433839,TRUE,212,54,0.312138728323699,5.66317585096814e-05,"Bacteria","Proteobacteria","Gammaproteobacteria","KI89A",NA,NA
"DESeq2_LRT","DESeq2","AB053131.1.1534",1.09002645862032,8.65915199082434,0.0131731317744234,0.0211277464222527,TRUE,197,44,0.254335260115607,4.55836741596224e-05,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Alcanivoracaceae","Alcanivorax"
"DESeq2_LRT","DESeq2","AB058905.1.1486",0.652307933134103,7.66246113550989,0.0216829169075448,0.0332552201436333,TRUE,99,33,0.190751445086705,2.86867600535032e-05,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Tenacibaculum"
"DESeq2_LRT","DESeq2","AB086228.1.1536",1.60776427757989,17.8933497647913,0.000130169269369588,0.000298921453638484,TRUE,295,33,0.190751445086705,5.59527403185062e-05,"Bacteria","Proteobacteria","Gammaproteobacteria","Thiotrichales","Piscirickettsiaceae","Cycloclasticus"
"DESeq2_LRT","DESeq2","AB088298.1.1804",0.334654608652183,1.27121923681383,0.529612528340587,0.574311283929434,FALSE,97,18,0.104046242774566,2.61231874539256e-05,"Eukaryota","SAR","Alveolata","Dinoflagellata","Dinophyceae","Peridiniphycidae"
"DESeq2_LRT","DESeq2","AB112465.1.1450",1.53388287747335,30.129583595747,2.8671079909821e-07,9.84697472013294e-07,TRUE,288,37,0.213872832369942,6.62574005268304e-05,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingobium"
"DESeq2_LRT","DESeq2","AB125367.1.1472",1.40806543463988,11.3069145027181,0.00350537683276922,0.00623059357775748,TRUE,306,50,0.289017341040462,6.85862627755159e-05,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"DESeq2_LRT","DESeq2","AB178580.1.1791",0.476997314785438,3.92094734089989,0.140791716248692,0.177043020917741,FALSE,78,37,0.213872832369942,1.98984163108179e-05,"Eukaryota","SAR","Rhizaria","Retaria","Acantharia","Symphyacanthida"
"DESeq2_LRT","DESeq2","AB183265.1.1724",0.356364746561425,8.98577698460073,0.0111882798303944,0.0182009547014159,TRUE,67,33,0.190751445086705,1.61966507437775e-05,"Eukaryota","Haptophyta","Prymnesiophyceae","Prymnesiales","Prymnesium","Prymnesium"
"DESeq2_LRT","DESeq2","AB183628.1.1747",0.460019216197365,7.41298702635601,0.0245635040415605,0.0372445327860332,TRUE,81,30,0.173410404624277,2.40132698791588e-05,"Eukaryota","Archaeplastida","Chloroplastida","Chlorophyta","Mamiellophyceae","Dolichomastigales"
"DESeq2_LRT","DESeq2","AB189345.1.1469",0.621467299957052,20.7306584031186,3.15061056247102e-05,7.90674140684511e-05,TRUE,119,26,0.15028901734104,2.91521036998503e-05,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","uncultured"
"DESeq2_LRT","DESeq2","AB193901.1.1435",31.435289306707,66.3092043563074,3.99152840622256e-15,3.93583266101946e-14,TRUE,6742,95,0.549132947976879,0.00140010808870347,"Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","S25-593","uncultured"
"DESeq2_LRT","DESeq2","AB193903.1.1434",4.61107408453586,33.7836342447899,4.6129318064407e-08,1.77954623202973e-07,TRUE,882,101,0.583815028901734,0.000186877594073049,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11",NA,NA
"DESeq2_LRT","DESeq2","AB193918.1.1524",14.5895270997768,53.5113295513217,2.39973026215228e-12,1.70614968638388e-11,TRUE,2903,34,0.196531791907514,0.000606142567902636,"Bacteria","Marinimicrobia",NA,NA,NA,NA
"DESeq2_LRT","DESeq2","AB193954.1.1469",1.28090918389999,32.1413307317418,1.04857309739126e-07,3.83572151077086e-07,TRUE,210,58,0.335260115606936,5.6584304302713e-05,"Bacteria","Proteobacteria","Epsilonproteobacteria","Campylobacterales","Helicobacteraceae","Sulfurovum"
"DESeq2_LRT","DESeq2","AB193958.1.1441",22.5313336480773,151.396759014995,1.33232903022992e-33,9.41512514695809e-32,TRUE,5097,40,0.23121387283237,0.00105168166983754,"Archaea","Thaumarchaeota","Marine",NA,NA,NA
"DESeq2_LRT","DESeq2","AB193975.1.1441",24.3277207340697,104.883975549931,1.67777643121527e-23,3.93223581667739e-22,TRUE,5473,57,0.329479768786127,0.00114870889310236,"Archaea","Thaumarchaeota","Marine",NA,NA,NA
"DESeq2_LRT","DESeq2","AB193977.1.1470",2.87319814961049,121.832893543795,3.50205780126117e-27,1.24683951031161e-25,TRUE,688,38,0.219653179190751,0.000140600083919215,"Archaea","Thaumarchaeota","Marine",NA,NA,NA
"DESeq2_LRT","DESeq2","AB193994.1.1472",2.61336925802431,56.0357909962466,6.79176406217726e-13,5.19291599770405e-12,TRUE,574,41,0.236994219653179,0.000113794887080566,"Archaea","Thaumarchaeota","Marine",NA,NA,NA
"DESeq2_LRT","DESeq2","AB193999.1.1440",4.2331925240243,42.1002873242137,7.2117184669914e-10,3.63233854536154e-09,TRUE,874,59,0.341040462427746,0.000174588782414224,"Archaea","Thaumarchaeota","Marine",NA,NA,NA
"DESeq2_LRT","DESeq2","AB194000.1.1442",5.61310845527432,239.391897392363,1.03922593162102e-52,4.84694974508043e-50,TRUE,1282,38,0.219653179190751,0.00028026042300027,"Archaea","Thaumarchaeota","Marine",NA,NA,NA
"DESeq2_LRT","DESeq2","AB199884.1.1222",2.48230797154155,57.4970861091007,3.27089338616167e-13,2.60331855854232e-12,TRUE,408,85,0.491329479768786,0.000104786753905563,"Bacteria","Cyanobacteria","Chloroplast","Phalacroma",NA,NA
"DESeq2_LRT","DESeq2","AB199885.1.1217",2.71113930647584,43.6758257023722,3.2803104875498e-10,1.7267909835138e-09,TRUE,457,82,0.473988439306358,0.000116271430561594,"Bacteria","Cyanobacteria","Chloroplast","Phalacroma",NA,NA
"DESeq2_LRT","DESeq2","AB199886.1.1219",10.2657725252491,43.2577467541308,4.04296184322099e-10,2.10215987032137e-09,TRUE,1670,101,0.583815028901734,0.000430654836491204,"Bacteria","Cyanobacteria","Chloroplast","Phalacroma",NA,NA
"DESeq2_LRT","DESeq2","AB199887.1.1217",22.8050602475744,76.0460805148732,3.06763321171562e-17,3.84608637081765e-16,TRUE,4641,122,0.705202312138728,0.00118707882932244,"Bacteria","Cyanobacteria","Chloroplast","Phalacroma",NA,NA
"DESeq2_LRT","DESeq2","AB217630.1.1814",2.05375621341594,41.430967196294,1.00781259912576e-09,4.93014838760171e-09,TRUE,480,67,0.38728323699422,0.00012373836794211,"Eukaryota","SAR","Stramenopiles","Ochrophyta","Dictyochophyceae","Florenciellales"
"DESeq2_LRT","DESeq2","AB250557.1.1480",0.457257143968745,17.1817625706189,0.000185792279478323,0.000415405173291897,TRUE,96,24,0.138728323699422,1.88051881399627e-05,"Bacteria","Gemmatimonadetes","BD2-11",NA,NA,NA
"DESeq2_LRT","DESeq2","AB275035.1.1709",0.465716055827292,3.97000431124243,0.137380317976707,0.17326711818371,FALSE,98,21,0.121387283236994,2.45759624659827e-05,"Eukaryota","SAR","Stramenopiles","Ochrophyta","Bolidomonas","uncultured"
"DESeq2_LRT","DESeq2","AB275045.1.1719",0.715626741004909,1.73401045055294,0.42020809535484,0.468079903686404,FALSE,140,30,0.173410404624277,3.57232649697728e-05,"Eukaryota","SAR","Rhizaria","Cercozoa","Thecofilosea","Cryomonadida"
"DESeq2_LRT","DESeq2","AB275046.1.1741",0.433654548355934,4.39724786942071,0.11095573569665,0.143073694025208,FALSE,83,22,0.127167630057803,2.21141835582561e-05,"Eukaryota","SAR","Rhizaria","Cercozoa","Thecofilosea","NW617"
"DESeq2_LRT","DESeq2","AB275082.1.1713",0.590039927902542,2.73811026461192,0.254347170475612,0.3001708509864,FALSE,112,33,0.190751445086705,2.8685629624623e-05,"Eukaryota","Archaeplastida","Chloroplastida","Chlorophyta","Mamiellophyceae","DSGM-81"
"DESeq2_LRT","DESeq2","AB278147.1.1521",0.704703720668994,76.8803562872955,2.02135572493722e-17,2.58290495920745e-16,TRUE,161,31,0.179190751445087,3.57045085427922e-05,"Bacteria","Proteobacteria","Deltaproteobacteria","NB1-j","uncultured",NA
"DESeq2_LRT","DESeq2","AB284159.1.1765",0.400641811075854,2.77524993540592,0.249667569570339,0.295096184611267,FALSE,75,26,0.15028901734104,2.08996149267935e-05,"Eukaryota","SAR","Alveolata","Dinoflagellata","Dinophyceae","Peridiniphycidae"
"DESeq2_LRT","DESeq2","AB297922.1.1501",0.404094304535886,4.28869101090564,0.117144682515306,0.150090218421672,FALSE,70,21,0.121387283236994,1.62826864632106e-05,"Bacteria","Verrucomicrobia","Opitutae","Puniceicoccales","Puniceicoccaceae","Pelagicoccus"
"DESeq2_LRT","DESeq2","AB305323.1.1317",3.36039422824685,106.018381689202,9.51482765168607e-24,2.31131021705541e-22,TRUE,644,87,0.502890173410405,0.000136989496717303,"Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","Henriciella"
"DESeq2_LRT","DESeq2","AB362815.1.1454",0.348966015536275,7.03500654560349,0.0296734292157668,0.0442728323296021,TRUE,53,24,0.138728323699422,1.5509484651772e-05,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","uncultured"
