"check","value"
"max_abs_coordinate_row_sum",6.77036985502477e-13
"max_abs_norm_minus_angle",3.31734639757997e-13
"min_norm",1.39736394781286
"max_norm",1.55426317572167
"theoretical_bound",1.5584380841112
"n_bound_violations",0
