"rep_id","transformation","power","fdr","TP","FP","FN","rejections","alpha","beta0","beta","q"
44,"CLR",0,1,0,2,25,2,1,1,5,0.8
44,"ILR",0.04,0.875,1,7,24,8,1,1,5,0.8
45,"AHC",0,NA,0,0,25,0,1,1,5,0.8
45,"ALR",0,NA,0,0,25,0,1,1,5,0.8
45,"CLR",0,1,0,1,25,1,1,1,5,0.8
45,"ILR",0.04,0.857142857142857,1,6,24,7,1,1,5,0.8
46,"AHC",0,NA,0,0,25,0,1,1,5,0.8
46,"ALR",0.04,0,1,0,24,1,1,1,5,0.8
46,"CLR",0,1,0,6,25,6,1,1,5,0.8
46,"ILR",0,1,0,11,25,11,1,1,5,0.8
47,"AHC",0,NA,0,0,25,0,1,1,5,0.8
47,"ALR",0,NA,0,0,25,0,1,1,5,0.8
47,"CLR",0,1,0,4,25,4,1,1,5,0.8
47,"ILR",0.04,0.944444444444444,1,17,24,18,1,1,5,0.8
48,"AHC",0,NA,0,0,25,0,1,1,5,0.8
48,"ALR",0,NA,0,0,25,0,1,1,5,0.8
48,"CLR",0,1,0,3,25,3,1,1,5,0.8
48,"ILR",0.04,0.909090909090909,1,10,24,11,1,1,5,0.8
49,"AHC",0,NA,0,0,25,0,1,1,5,0.8
49,"ALR",0,NA,0,0,25,0,1,1,5,0.8
49,"CLR",0,1,0,5,25,5,1,1,5,0.8
49,"ILR",0,1,0,13,25,13,1,1,5,0.8
50,"AHC",0,NA,0,0,25,0,1,1,5,0.8
50,"ALR",0.04,0,1,0,24,1,1,1,5,0.8
50,"CLR",0,1,0,3,25,3,1,1,5,0.8
50,"ILR",0,1,0,8,25,8,1,1,5,0.8
51,"AHC",0,NA,0,0,25,0,1,1,5,0.8
51,"ALR",0.04,0,1,0,24,1,1,1,5,0.8
51,"CLR",0,1,0,2,25,2,1,1,5,0.8
51,"ILR",0.04,0.857142857142857,1,6,24,7,1,1,5,0.8
52,"AHC",0,NA,0,0,25,0,1,1,5,0.8
52,"ALR",0,NA,0,0,25,0,1,1,5,0.8
52,"CLR",0,1,0,3,25,3,1,1,5,0.8
52,"ILR",0.12,0.75,3,9,22,12,1,1,5,0.8
53,"AHC",0,NA,0,0,25,0,1,1,5,0.8
53,"ALR",0.08,0,2,0,23,2,1,1,5,0.8
53,"CLR",0,1,0,5,25,5,1,1,5,0.8
53,"ILR",0.04,0.909090909090909,1,10,24,11,1,1,5,0.8
54,"AHC",0,NA,0,0,25,0,1,1,5,0.8
54,"ALR",0,NA,0,0,25,0,1,1,5,0.8
54,"CLR",0,1,0,5,25,5,1,1,5,0.8
54,"ILR",0.04,0.875,1,7,24,8,1,1,5,0.8
55,"AHC",0,NA,0,0,25,0,1,1,5,0.8
55,"ALR",0,NA,0,0,25,0,1,1,5,0.8
55,"CLR",0,1,0,2,25,2,1,1,5,0.8
55,"ILR",0.04,0.833333333333333,1,5,24,6,1,1,5,0.8
56,"AHC",0,NA,0,0,25,0,1,1,5,0.8
56,"ALR",0.04,0,1,0,24,1,1,1,5,0.8
56,"CLR",0,1,0,5,25,5,1,1,5,0.8
56,"ILR",0.04,0.928571428571429,1,13,24,14,1,1,5,0.8
57,"AHC",0,NA,0,0,25,0,1,1,5,0.8
57,"ALR",0.04,0,1,0,24,1,1,1,5,0.8
57,"CLR",0,1,0,4,25,4,1,1,5,0.8
57,"ILR",0.04,0.888888888888889,1,8,24,9,1,1,5,0.8
58,"AHC",0,NA,0,0,25,0,1,1,5,0.8
58,"ALR",0.12,0,3,0,22,3,1,1,5,0.8
58,"CLR",0,1,0,2,25,2,1,1,5,0.8
58,"ILR",0.04,0.923076923076923,1,12,24,13,1,1,5,0.8
59,"AHC",0,NA,0,0,25,0,1,1,5,0.8
59,"ALR",0.04,0,1,0,24,1,1,1,5,0.8
59,"CLR",0,1,0,2,25,2,1,1,5,0.8
59,"ILR",0.04,0.9,1,9,24,10,1,1,5,0.8
60,"AHC",0,NA,0,0,25,0,1,1,5,0.8
60,"ALR",0.04,0,1,0,24,1,1,1,5,0.8
60,"CLR",0,1,0,4,25,4,1,1,5,0.8
60,"ILR",0.04,0.916666666666667,1,11,24,12,1,1,5,0.8
61,"AHC",0,NA,0,0,25,0,1,1,5,0.8
61,"ALR",0.2,0,5,0,20,5,1,1,5,0.8
61,"CLR",0,1,0,7,25,7,1,1,5,0.8
61,"ILR",0.04,0.916666666666667,1,11,24,12,1,1,5,0.8
62,"AHC",0,NA,0,0,25,0,1,1,5,0.8
62,"ALR",0,NA,0,0,25,0,1,1,5,0.8
62,"CLR",0,1,0,5,25,5,1,1,5,0.8
62,"ILR",0.04,0.923076923076923,1,12,24,13,1,1,5,0.8
63,"AHC",0,NA,0,0,25,0,1,1,5,0.8
63,"ALR",0.04,0,1,0,24,1,1,1,5,0.8
63,"CLR",0,1,0,7,25,7,1,1,5,0.8
63,"ILR",0.04,0.928571428571429,1,13,24,14,1,1,5,0.8
64,"AHC",0.04,0,1,0,24,1,1,1,5,0.8
64,"ALR",0.04,0,1,0,24,1,1,1,5,0.8
64,"CLR",0,1,0,5,25,5,1,1,5,0.8
64,"ILR",0.04,0.916666666666667,1,11,24,12,1,1,5,0.8
65,"AHC",0,NA,0,0,25,0,1,1,5,0.8
65,"ALR",0.16,0,4,0,21,4,1,1,5,0.8
65,"CLR",0,1,0,5,25,5,1,1,5,0.8
65,"ILR",0.08,0.866666666666667,2,13,23,15,1,1,5,0.8
66,"AHC",0,NA,0,0,25,0,1,1,5,0.8
66,"ALR",0,NA,0,0,25,0,1,1,5,0.8
66,"CLR",0,1,0,6,25,6,1,1,5,0.8
66,"ILR",0.04,0.928571428571429,1,13,24,14,1,1,5,0.8
67,"AHC",0,NA,0,0,25,0,1,1,5,0.8
67,"ALR",0.04,0,1,0,24,1,1,1,5,0.8
67,"CLR",0,1,0,3,25,3,1,1,5,0.8
67,"ILR",0.04,0.923076923076923,1,12,24,13,1,1,5,0.8
68,"AHC",0,NA,0,0,25,0,1,1,5,0.8
68,"ALR",0.12,0,3,0,22,3,1,1,5,0.8
68,"CLR",0,1,0,8,25,8,1,1,5,0.8
68,"ILR",0.04,0.933333333333333,1,14,24,15,1,1,5,0.8
69,"AHC",0,NA,0,0,25,0,1,1,5,0.8
69,"ALR",0.08,0,2,0,23,2,1,1,5,0.8
69,"CLR",0,1,0,6,25,6,1,1,5,0.8
69,"ILR",0.04,0.923076923076923,1,12,24,13,1,1,5,0.8
70,"AHC",0,NA,0,0,25,0,1,1,5,0.8
70,"ALR",0.04,0,1,0,24,1,1,1,5,0.8
70,"CLR",0,1,0,5,25,5,1,1,5,0.8
70,"ILR",0.04,0.916666666666667,1,11,24,12,1,1,5,0.8
71,"AHC",0,NA,0,0,25,0,1,1,5,0.8
71,"ALR",0.12,0,3,0,22,3,1,1,5,0.8
71,"CLR",0,1,0,8,25,8,1,1,5,0.8
71,"ILR",0.04,0.928571428571429,1,13,24,14,1,1,5,0.8
72,"AHC",0.04,0,1,0,24,1,1,1,5,0.8
72,"ALR",0.2,0,5,0,20,5,1,1,5,0.8
72,"CLR",0,1,0,7,25,7,1,1,5,0.8
72,"ILR",0,1,0,14,25,14,1,1,5,0.8
73,"AHC",0,NA,0,0,25,0,1,1,5,0.8
73,"ALR",0.08,0,2,0,23,2,1,1,5,0.8
73,"CLR",0,1,0,5,25,5,1,1,5,0.8
73,"ILR",0.08,0.833333333333333,2,10,23,12,1,1,5,0.8
74,"AHC",0,NA,0,0,25,0,1,1,5,0.8
74,"ALR",0.04,0,1,0,24,1,1,1,5,0.8
74,"CLR",0,1,0,4,25,4,1,1,5,0.8
74,"ILR",0,1,0,11,25,11,1,1,5,0.8
75,"AHC",0,NA,0,0,25,0,1,1,5,0.8
75,"ALR",0,NA,0,0,25,0,1,1,5,0.8
75,"CLR",0,1,0,5,25,5,1,1,5,0.8
75,"ILR",0,1,0,9,25,9,1,1,5,0.8
76,"AHC",0,1,0,1,25,1,1,1,5,0.8
76,"ALR",0,NA,0,0,25,0,1,1,5,0.8
76,"CLR",0,1,0,8,25,8,1,1,5,0.8
76,"ILR",0.04,0.909090909090909,1,10,24,11,1,1,5,0.8
77,"AHC",0,NA,0,0,25,0,1,1,5,0.8
77,"ALR",0,NA,0,0,25,0,1,1,5,0.8
77,"CLR",0,1,0,2,25,2,1,1,5,0.8
77,"ILR",0.04,0.916666666666667,1,11,24,12,1,1,5,0.8
78,"AHC",0,NA,0,0,25,0,1,1,5,0.8
78,"ALR",0.04,0,1,0,24,1,1,1,5,0.8
78,"CLR",0,1,0,6,25,6,1,1,5,0.8
78,"ILR",0,1,0,11,25,11,1,1,5,0.8
79,"AHC",0.04,0,1,0,24,1,1,1,5,0.8
79,"ALR",0.08,0,2,0,23,2,1,1,5,0.8
79,"CLR",0,1,0,4,25,4,1,1,5,0.8
79,"ILR",0.04,0.909090909090909,1,10,24,11,1,1,5,0.8
80,"AHC",0,NA,0,0,25,0,1,1,5,0.8
80,"ALR",0.2,0,5,0,20,5,1,1,5,0.8
80,"CLR",0,1,0,7,25,7,1,1,5,0.8
80,"ILR",0,1,0,11,25,11,1,1,5,0.8
81,"AHC",0,NA,0,0,25,0,1,1,5,0.8
81,"ALR",0.08,0,2,0,23,2,1,1,5,0.8
81,"CLR",0,1,0,7,25,7,1,1,5,0.8
81,"ILR",0,1,0,13,25,13,1,1,5,0.8
82,"AHC",0,NA,0,0,25,0,1,1,5,0.8
82,"ALR",0.04,0,1,0,24,1,1,1,5,0.8
82,"CLR",0,1,0,4,25,4,1,1,5,0.8
82,"ILR",0.04,0.909090909090909,1,10,24,11,1,1,5,0.8
83,"AHC",0,NA,0,0,25,0,1,1,5,0.8
83,"ALR",0.24,0,6,0,19,6,1,1,5,0.8
83,"CLR",0,1,0,6,25,6,1,1,5,0.8
83,"ILR",0.04,0.928571428571429,1,13,24,14,1,1,5,0.8
84,"AHC",0,NA,0,0,25,0,1,1,5,0.8
84,"ALR",0.12,0,3,0,22,3,1,1,5,0.8
84,"CLR",0,1,0,7,25,7,1,1,5,0.8
84,"ILR",0.04,0.928571428571429,1,13,24,14,1,1,5,0.8
85,"AHC",0,NA,0,0,25,0,1,1,5,0.8
85,"ALR",0,NA,0,0,25,0,1,1,5,0.8
85,"CLR",0,1,0,8,25,8,1,1,5,0.8
85,"ILR",0.04,0.941176470588235,1,16,24,17,1,1,5,0.8
86,"AHC",0,1,0,1,25,1,1,1,5,0.8
86,"ALR",0,NA,0,0,25,0,1,1,5,0.8
86,"CLR",0,1,0,3,25,3,1,1,5,0.8
86,"ILR",0,1,0,5,25,5,1,1,5,0.8
87,"AHC",0,NA,0,0,25,0,1,1,5,0.8
87,"ALR",0.2,0,5,0,20,5,1,1,5,0.8
87,"CLR",0,1,0,6,25,6,1,1,5,0.8
87,"ILR",0.04,0.933333333333333,1,14,24,15,1,1,5,0.8
88,"AHC",0,NA,0,0,25,0,1,1,5,0.8
88,"ALR",0.08,0,2,0,23,2,1,1,5,0.8
88,"CLR",0,1,0,3,25,3,1,1,5,0.8
88,"ILR",0.04,0.909090909090909,1,10,24,11,1,1,5,0.8
89,"AHC",0,NA,0,0,25,0,1,1,5,0.8
89,"ALR",0.08,0,2,0,23,2,1,1,5,0.8
89,"CLR",0,1,0,5,25,5,1,1,5,0.8
89,"ILR",0.04,0.888888888888889,1,8,24,9,1,1,5,0.8
90,"AHC",0,NA,0,0,25,0,1,1,5,0.8
90,"ALR",0,NA,0,0,25,0,1,1,5,0.8
90,"CLR",0,1,0,2,25,2,1,1,5,0.8
90,"ILR",0.04,0.888888888888889,1,8,24,9,1,1,5,0.8
91,"AHC",0,1,0,1,25,1,1,1,5,0.8
91,"ALR",0,NA,0,0,25,0,1,1,5,0.8
91,"CLR",0,1,0,9,25,9,1,1,5,0.8
91,"ILR",0.04,0.9375,1,15,24,16,1,1,5,0.8
92,"AHC",0,NA,0,0,25,0,1,1,5,0.8
92,"ALR",0.12,0,3,0,22,3,1,1,5,0.8
92,"CLR",0,1,0,7,25,7,1,1,5,0.8
92,"ILR",0.04,0.933333333333333,1,14,24,15,1,1,5,0.8
93,"AHC",0,NA,0,0,25,0,1,1,5,0.8
93,"ALR",0.04,0,1,0,24,1,1,1,5,0.8
93,"CLR",0,1,0,4,25,4,1,1,5,0.8
93,"ILR",0.04,0.875,1,7,24,8,1,1,5,0.8
94,"AHC",0,NA,0,0,25,0,1,1,5,0.8
94,"ALR",0.04,0,1,0,24,1,1,1,5,0.8
94,"CLR",0,1,0,2,25,2,1,1,5,0.8
94,"ILR",0.04,0.857142857142857,1,6,24,7,1,1,5,0.8
95,"AHC",0,NA,0,0,25,0,1,1,5,0.8
95,"ALR",0,NA,0,0,25,0,1,1,5,0.8
95,"CLR",0,1,0,10,25,10,1,1,5,0.8
95,"ILR",0.04,0.941176470588235,1,16,24,17,1,1,5,0.8
96,"AHC",0,NA,0,0,25,0,1,1,5,0.8
96,"ALR",0.04,0,1,0,24,1,1,1,5,0.8
96,"CLR",0,1,0,4,25,4,1,1,5,0.8
96,"ILR",0.04,0.9,1,9,24,10,1,1,5,0.8
97,"AHC",0,1,0,1,25,1,1,1,5,0.8
97,"ALR",0.04,0,1,0,24,1,1,1,5,0.8
97,"CLR",0,1,0,5,25,5,1,1,5,0.8
97,"ILR",0,1,0,11,25,11,1,1,5,0.8
98,"AHC",0.04,0.5,1,1,24,2,1,1,5,0.8
98,"ALR",0.08,0,2,0,23,2,1,1,5,0.8
98,"CLR",0,1,0,6,25,6,1,1,5,0.8
98,"ILR",0.08,0.8,2,8,23,10,1,1,5,0.8
99,"AHC",0.04,0.5,1,1,24,2,1,1,5,0.8
99,"ALR",0.12,0,3,0,22,3,1,1,5,0.8
99,"CLR",0.04,0.888888888888889,1,8,24,9,1,1,5,0.8
99,"ILR",0.04,0.916666666666667,1,11,24,12,1,1,5,0.8
100,"AHC",0,NA,0,0,25,0,1,1,5,0.8
100,"ALR",0,NA,0,0,25,0,1,1,5,0.8
100,"CLR",0,1,0,8,25,8,1,1,5,0.8
100,"ILR",0.08,0.882352941176471,2,15,23,17,1,1,5,0.8
1,"AHC",0.92,0.520833333333333,23,25,2,48,1,1,7,0
1,"ALR",1,0,25,0,0,25,1,1,7,0
1,"CLR",1,0.5,25,25,0,50,1,1,7,0
1,"ILR",0.04,0.96,1,24,24,25,1,1,7,0
2,"AHC",1,0.5,25,25,0,50,1,1,7,0
2,"ALR",1,0,25,0,0,25,1,1,7,0
2,"CLR",1,0.5,25,25,0,50,1,1,7,0
2,"ILR",0.04,0.96,1,24,24,25,1,1,7,0
3,"AHC",1,0.5,25,25,0,50,1,1,7,0
3,"ALR",1,0,25,0,0,25,1,1,7,0
3,"CLR",1,0.5,25,25,0,50,1,1,7,0
3,"ILR",0.04,0.96,1,24,24,25,1,1,7,0
4,"AHC",1,0.5,25,25,0,50,1,1,7,0
4,"ALR",1,0,25,0,0,25,1,1,7,0
4,"CLR",1,0.5,25,25,0,50,1,1,7,0
4,"ILR",0.04,0.96,1,24,24,25,1,1,7,0
5,"AHC",0.92,0.520833333333333,23,25,2,48,1,1,7,0
5,"ALR",1,0,25,0,0,25,1,1,7,0
5,"CLR",1,0.5,25,25,0,50,1,1,7,0
5,"ILR",0.04,0.96,1,24,24,25,1,1,7,0
6,"AHC",0.92,0.520833333333333,23,25,2,48,1,1,7,0
6,"ALR",1,0,25,0,0,25,1,1,7,0
6,"CLR",1,0.5,25,25,0,50,1,1,7,0
6,"ILR",0.08,0.923076923076923,2,24,23,26,1,1,7,0
7,"AHC",0.96,0.510204081632653,24,25,1,49,1,1,7,0
7,"ALR",1,0,25,0,0,25,1,1,7,0
7,"CLR",1,0.5,25,25,0,50,1,1,7,0
7,"ILR",0.04,0.96,1,24,24,25,1,1,7,0
8,"AHC",0.96,0.510204081632653,24,25,1,49,1,1,7,0
8,"ALR",1,0,25,0,0,25,1,1,7,0
8,"CLR",1,0.5,25,25,0,50,1,1,7,0
8,"ILR",0.04,0.96,1,24,24,25,1,1,7,0
9,"AHC",0.96,0.510204081632653,24,25,1,49,1,1,7,0
9,"ALR",1,0,25,0,0,25,1,1,7,0
9,"CLR",1,0.5,25,25,0,50,1,1,7,0
9,"ILR",0.04,0.96,1,24,24,25,1,1,7,0
10,"AHC",0.96,0.510204081632653,24,25,1,49,1,1,7,0
10,"ALR",1,0,25,0,0,25,1,1,7,0
10,"CLR",1,0.5,25,25,0,50,1,1,7,0
10,"ILR",0.04,0.96,1,24,24,25,1,1,7,0
11,"AHC",0.96,0.510204081632653,24,25,1,49,1,1,7,0
11,"ALR",1,0,25,0,0,25,1,1,7,0
11,"CLR",1,0.5,25,25,0,50,1,1,7,0
11,"ILR",0.04,0.96,1,24,24,25,1,1,7,0
12,"AHC",1,0.5,25,25,0,50,1,1,7,0
12,"ALR",1,0,25,0,0,25,1,1,7,0
12,"CLR",1,0.5,25,25,0,50,1,1,7,0
12,"ILR",0.04,0.96,1,24,24,25,1,1,7,0
13,"AHC",0.88,0.531914893617021,22,25,3,47,1,1,7,0
13,"ALR",1,0,25,0,0,25,1,1,7,0
13,"CLR",1,0.5,25,25,0,50,1,1,7,0
13,"ILR",0.04,0.96,1,24,24,25,1,1,7,0
14,"AHC",1,0.5,25,25,0,50,1,1,7,0
14,"ALR",1,0,25,0,0,25,1,1,7,0
14,"CLR",1,0.5,25,25,0,50,1,1,7,0
14,"ILR",0.04,0.96,1,24,24,25,1,1,7,0
15,"AHC",0.96,0.510204081632653,24,25,1,49,1,1,7,0
15,"ALR",1,0,25,0,0,25,1,1,7,0
15,"CLR",1,0.5,25,25,0,50,1,1,7,0
15,"ILR",0.04,0.96,1,24,24,25,1,1,7,0
16,"AHC",0.92,0.520833333333333,23,25,2,48,1,1,7,0
16,"ALR",1,0,25,0,0,25,1,1,7,0
16,"CLR",1,0.5,25,25,0,50,1,1,7,0
16,"ILR",0.04,0.96,1,24,24,25,1,1,7,0
17,"AHC",1,0.5,25,25,0,50,1,1,7,0
17,"ALR",1,0,25,0,0,25,1,1,7,0
17,"CLR",1,0.5,25,25,0,50,1,1,7,0
17,"ILR",0.04,0.96,1,24,24,25,1,1,7,0
18,"AHC",0.92,0.520833333333333,23,25,2,48,1,1,7,0
18,"ALR",1,0,25,0,0,25,1,1,7,0
18,"CLR",1,0.5,25,25,0,50,1,1,7,0
18,"ILR",0.04,0.96,1,24,24,25,1,1,7,0
19,"AHC",0.88,0.531914893617021,22,25,3,47,1,1,7,0
19,"ALR",1,0,25,0,0,25,1,1,7,0
19,"CLR",1,0.5,25,25,0,50,1,1,7,0
19,"ILR",0.04,0.96,1,24,24,25,1,1,7,0
20,"AHC",0.92,0.520833333333333,23,25,2,48,1,1,7,0
20,"ALR",1,0,25,0,0,25,1,1,7,0
20,"CLR",1,0.5,25,25,0,50,1,1,7,0
20,"ILR",0.04,0.96,1,24,24,25,1,1,7,0
21,"AHC",0.96,0.510204081632653,24,25,1,49,1,1,7,0
21,"ALR",1,0,25,0,0,25,1,1,7,0
21,"CLR",1,0.5,25,25,0,50,1,1,7,0
21,"ILR",0.04,0.96,1,24,24,25,1,1,7,0
22,"AHC",0.96,0.510204081632653,24,25,1,49,1,1,7,0
22,"ALR",1,0,25,0,0,25,1,1,7,0
22,"CLR",1,0.5,25,25,0,50,1,1,7,0
22,"ILR",0.04,0.96,1,24,24,25,1,1,7,0
23,"AHC",0.92,0.520833333333333,23,25,2,48,1,1,7,0
23,"ALR",1,0,25,0,0,25,1,1,7,0
23,"CLR",1,0.5,25,25,0,50,1,1,7,0
23,"ILR",0.04,0.96,1,24,24,25,1,1,7,0
24,"AHC",0.92,0.520833333333333,23,25,2,48,1,1,7,0
24,"ALR",1,0,25,0,0,25,1,1,7,0
24,"CLR",1,0.5,25,25,0,50,1,1,7,0
24,"ILR",0.04,0.96,1,24,24,25,1,1,7,0
25,"AHC",0.92,0.520833333333333,23,25,2,48,1,1,7,0
25,"ALR",1,0,25,0,0,25,1,1,7,0
25,"CLR",1,0.5,25,25,0,50,1,1,7,0
25,"ILR",0.04,0.96,1,24,24,25,1,1,7,0
26,"AHC",0.92,0.520833333333333,23,25,2,48,1,1,7,0
26,"ALR",1,0,25,0,0,25,1,1,7,0
26,"CLR",1,0.5,25,25,0,50,1,1,7,0
26,"ILR",0.04,0.96,1,24,24,25,1,1,7,0
27,"AHC",0.96,0.510204081632653,24,25,1,49,1,1,7,0
27,"ALR",1,0,25,0,0,25,1,1,7,0
27,"CLR",1,0.5,25,25,0,50,1,1,7,0
27,"ILR",0.04,0.96,1,24,24,25,1,1,7,0
28,"AHC",0.92,0.520833333333333,23,25,2,48,1,1,7,0
28,"ALR",1,0,25,0,0,25,1,1,7,0
28,"CLR",1,0.5,25,25,0,50,1,1,7,0
28,"ILR",0.04,0.96,1,24,24,25,1,1,7,0
29,"AHC",0.88,0.531914893617021,22,25,3,47,1,1,7,0
29,"ALR",1,0,25,0,0,25,1,1,7,0
29,"CLR",1,0.5,25,25,0,50,1,1,7,0
29,"ILR",0.04,0.96,1,24,24,25,1,1,7,0
30,"AHC",0.96,0.510204081632653,24,25,1,49,1,1,7,0
30,"ALR",1,0,25,0,0,25,1,1,7,0
30,"CLR",1,0.5,25,25,0,50,1,1,7,0
30,"ILR",0.04,0.96,1,24,24,25,1,1,7,0
31,"AHC",0.96,0.510204081632653,24,25,1,49,1,1,7,0
31,"ALR",1,0,25,0,0,25,1,1,7,0
31,"CLR",1,0.5,25,25,0,50,1,1,7,0
31,"ILR",0.04,0.96,1,24,24,25,1,1,7,0
32,"AHC",0.96,0.510204081632653,24,25,1,49,1,1,7,0
32,"ALR",1,0,25,0,0,25,1,1,7,0
32,"CLR",1,0.5,25,25,0,50,1,1,7,0
32,"ILR",0.04,0.96,1,24,24,25,1,1,7,0
33,"AHC",0.96,0.510204081632653,24,25,1,49,1,1,7,0
33,"ALR",1,0,25,0,0,25,1,1,7,0
33,"CLR",1,0.5,25,25,0,50,1,1,7,0
33,"ILR",0.04,0.96,1,24,24,25,1,1,7,0
34,"AHC",0.92,0.520833333333333,23,25,2,48,1,1,7,0
34,"ALR",1,0,25,0,0,25,1,1,7,0
34,"CLR",1,0.5,25,25,0,50,1,1,7,0
34,"ILR",0.04,0.96,1,24,24,25,1,1,7,0
35,"AHC",0.92,0.520833333333333,23,25,2,48,1,1,7,0
35,"ALR",1,0,25,0,0,25,1,1,7,0
35,"CLR",1,0.5,25,25,0,50,1,1,7,0
35,"ILR",0.04,0.96,1,24,24,25,1,1,7,0
36,"AHC",0.88,0.531914893617021,22,25,3,47,1,1,7,0
36,"ALR",1,0,25,0,0,25,1,1,7,0
36,"CLR",1,0.5,25,25,0,50,1,1,7,0
36,"ILR",0.04,0.96,1,24,24,25,1,1,7,0
37,"AHC",0.96,0.510204081632653,24,25,1,49,1,1,7,0
37,"ALR",1,0,25,0,0,25,1,1,7,0
37,"CLR",1,0.5,25,25,0,50,1,1,7,0
37,"ILR",0.04,0.96,1,24,24,25,1,1,7,0
38,"AHC",0.92,0.520833333333333,23,25,2,48,1,1,7,0
38,"ALR",1,0,25,0,0,25,1,1,7,0
38,"CLR",1,0.5,25,25,0,50,1,1,7,0
38,"ILR",0.04,0.96,1,24,24,25,1,1,7,0
39,"AHC",0.96,0.510204081632653,24,25,1,49,1,1,7,0
39,"ALR",1,0,25,0,0,25,1,1,7,0
39,"CLR",1,0.5,25,25,0,50,1,1,7,0
39,"ILR",0.04,0.96,1,24,24,25,1,1,7,0
40,"AHC",0.92,0.520833333333333,23,25,2,48,1,1,7,0
40,"ALR",1,0,25,0,0,25,1,1,7,0
40,"CLR",1,0.5,25,25,0,50,1,1,7,0
40,"ILR",0.04,0.96,1,24,24,25,1,1,7,0
41,"AHC",0.92,0.520833333333333,23,25,2,48,1,1,7,0
41,"ALR",1,0,25,0,0,25,1,1,7,0
41,"CLR",1,0.5,25,25,0,50,1,1,7,0
41,"ILR",0.04,0.96,1,24,24,25,1,1,7,0
42,"AHC",0.92,0.520833333333333,23,25,2,48,1,1,7,0
42,"ALR",1,0,25,0,0,25,1,1,7,0
42,"CLR",1,0.5,25,25,0,50,1,1,7,0
42,"ILR",0.04,0.96,1,24,24,25,1,1,7,0
43,"AHC",0.84,0.543478260869565,21,25,4,46,1,1,7,0
43,"ALR",1,0,25,0,0,25,1,1,7,0
43,"CLR",1,0.5,25,25,0,50,1,1,7,0
43,"ILR",0.04,0.96,1,24,24,25,1,1,7,0
44,"AHC",0.84,0.543478260869565,21,25,4,46,1,1,7,0
44,"ALR",1,0,25,0,0,25,1,1,7,0
44,"CLR",1,0.5,25,25,0,50,1,1,7,0
44,"ILR",0.04,0.96,1,24,24,25,1,1,7,0
45,"AHC",0.96,0.510204081632653,24,25,1,49,1,1,7,0
45,"ALR",1,0,25,0,0,25,1,1,7,0
45,"CLR",1,0.5,25,25,0,50,1,1,7,0
45,"ILR",0.04,0.96,1,24,24,25,1,1,7,0
46,"AHC",0.96,0.510204081632653,24,25,1,49,1,1,7,0
46,"ALR",1,0,25,0,0,25,1,1,7,0
46,"CLR",1,0.5,25,25,0,50,1,1,7,0
46,"ILR",0.04,0.96,1,24,24,25,1,1,7,0
47,"AHC",1,0.5,25,25,0,50,1,1,7,0
47,"ALR",1,0,25,0,0,25,1,1,7,0
47,"CLR",1,0.5,25,25,0,50,1,1,7,0
47,"ILR",0.08,0.923076923076923,2,24,23,26,1,1,7,0
48,"AHC",0.88,0.531914893617021,22,25,3,47,1,1,7,0
48,"ALR",1,0,25,0,0,25,1,1,7,0
48,"CLR",1,0.5,25,25,0,50,1,1,7,0
48,"ILR",0.04,0.96,1,24,24,25,1,1,7,0
49,"AHC",1,0.5,25,25,0,50,1,1,7,0
49,"ALR",1,0,25,0,0,25,1,1,7,0
49,"CLR",1,0.5,25,25,0,50,1,1,7,0
49,"ILR",0.04,0.96,1,24,24,25,1,1,7,0
50,"AHC",0.84,0.543478260869565,21,25,4,46,1,1,7,0
50,"ALR",1,0,25,0,0,25,1,1,7,0
50,"CLR",1,0.5,25,25,0,50,1,1,7,0
50,"ILR",0.04,0.96,1,24,24,25,1,1,7,0
51,"AHC",0.92,0.520833333333333,23,25,2,48,1,1,7,0
51,"ALR",1,0,25,0,0,25,1,1,7,0
51,"CLR",1,0.5,25,25,0,50,1,1,7,0
51,"ILR",0.04,0.96,1,24,24,25,1,1,7,0
52,"AHC",0.88,0.531914893617021,22,25,3,47,1,1,7,0
52,"ALR",1,0,25,0,0,25,1,1,7,0
52,"CLR",1,0.5,25,25,0,50,1,1,7,0
52,"ILR",0.04,0.96,1,24,24,25,1,1,7,0
53,"AHC",0.92,0.520833333333333,23,25,2,48,1,1,7,0
53,"ALR",1,0,25,0,0,25,1,1,7,0
53,"CLR",1,0.5,25,25,0,50,1,1,7,0
53,"ILR",0.04,0.96,1,24,24,25,1,1,7,0
54,"AHC",1,0.5,25,25,0,50,1,1,7,0
54,"ALR",1,0,25,0,0,25,1,1,7,0
54,"CLR",1,0.5,25,25,0,50,1,1,7,0
54,"ILR",0.04,0.96,1,24,24,25,1,1,7,0
55,"AHC",0.96,0.510204081632653,24,25,1,49,1,1,7,0
55,"ALR",1,0,25,0,0,25,1,1,7,0
55,"CLR",1,0.5,25,25,0,50,1,1,7,0
55,"ILR",0.04,0.96,1,24,24,25,1,1,7,0
56,"AHC",0.92,0.520833333333333,23,25,2,48,1,1,7,0
56,"ALR",1,0,25,0,0,25,1,1,7,0
56,"CLR",1,0.5,25,25,0,50,1,1,7,0
56,"ILR",0.04,0.96,1,24,24,25,1,1,7,0
57,"AHC",1,0.5,25,25,0,50,1,1,7,0
57,"ALR",1,0,25,0,0,25,1,1,7,0
57,"CLR",1,0.5,25,25,0,50,1,1,7,0
57,"ILR",0.04,0.96,1,24,24,25,1,1,7,0
