"shbeta_between","fit","lower","upper","signal_mode","r_squared"
0.00316339422079981,0.845110778183076,0.844491463083875,0.845730093282276,"Abundance",0.998472608701156
0.00317710116776459,0.848780401936884,0.84816578824204,0.849395015631728,"Abundance",0.998472608701156
0.00319080811472938,0.852450025690692,0.85184010017467,0.853059951206714,"Abundance",0.998472608701156
0.00320451506169416,0.8561196494445,0.855514398574435,0.856724900314564,"Abundance",0.998472608701156
0.00321822200865895,0.859789273198308,0.859188683125342,0.860389863271273,"Abundance",0.998472608701156
0.00323192895562373,0.863458896952115,0.862862953502458,0.864054840401773,"Abundance",0.998472608701156
0.00324563590258852,0.867128520705923,0.866537209371644,0.867719832040203,"Abundance",0.998472608701156
0.0032593428495533,0.870798144459731,0.870211450389267,0.871384838530195,"Abundance",0.998472608701156
0.00327304979651809,0.874467768213539,0.873885676201911,0.875049860225168,"Abundance",0.998472608701156
0.00328675674348287,0.878137391967347,0.877559886446076,0.878714897488618,"Abundance",0.998472608701156
0.00330046369044766,0.881807015721155,0.881234080747875,0.882379950694436,"Abundance",0.998472608701156
0.00331417063741244,0.885476639474963,0.884908258722711,0.886045020227215,"Abundance",0.998472608701156
0.00332787758437723,0.889146263228771,0.888582419974961,0.889710106482581,"Abundance",0.998472608701156
0.00334158453134201,0.892815886982579,0.89225656409764,0.893375209867518,"Abundance",0.998472608701156
0.0033552914783068,0.896485510736387,0.895930690672061,0.897040330800713,"Abundance",0.998472608701156
0.00336899842527158,0.900155134490195,0.899604799267486,0.900705469712903,"Abundance",0.998472608701156
0.00338270537223637,0.903824758244003,0.903278889440771,0.904370627047235,"Abundance",0.998472608701156
0.00339641231920115,0.907494381997811,0.906952960735998,0.908035803259624,"Abundance",0.998472608701156
0.00341011926616594,0.911164005751619,0.910627012684105,0.911700998819132,"Abundance",0.998472608701156
0.00342382621313072,0.914833629505427,0.914301044802506,0.915366214208347,"Abundance",0.998472608701156
0.0034375331600955,0.918503253259234,0.9179750565947,0.919031449923769,"Abundance",0.998472608701156
0.00345124010706029,0.922172877013042,0.921649047549878,0.922696706476207,"Abundance",0.998472608701156
0.00346494705402507,0.92584250076685,0.925323017142521,0.92636198439118,"Abundance",0.998472608701156
0.00347865400098986,0.929512124520658,0.928996964831993,0.930027284209324,"Abundance",0.998472608701156
0.00349236094795464,0.933181748274466,0.932670890062122,0.93369260648681,"Abundance",0.998472608701156
0.00350606789491943,0.936851372028274,0.936344792260789,0.937357951795759,"Abundance",0.998472608701156
0.00351977484188421,0.940520995782082,0.940018670839496,0.941023320724668,"Abundance",0.998472608701156
0.003533481788849,0.94419061953589,0.943692525192943,0.944688713878837,"Abundance",0.998472608701156
0.00354718873581378,0.947860243289698,0.947366354698595,0.948354131880801,"Abundance",0.998472608701156
0.00356089568277857,0.951529867043506,0.951040158716254,0.952019575370758,"Abundance",0.998472608701156
0.00357460262974335,0.955199490797314,0.95471393658762,0.955685045007007,"Abundance",0.998472608701156
0.00358830957670814,0.958869114551122,0.958387687635863,0.95935054146638,"Abundance",0.998472608701156
0.00360201652367292,0.96253873830493,0.962061411165189,0.96301606544467,"Abundance",0.998472608701156
0.00361572347063771,0.966208362058738,0.965735106460415,0.96668161765706,"Abundance",0.998472608701156
0.00362943041760249,0.969877985812546,0.969408772786547,0.970347198838544,"Abundance",0.998472608701156
0.00364313736456728,0.973547609566354,0.973082409388362,0.974012809744346,"Abundance",0.998472608701156
0.00365684431153206,0.977217233320161,0.976756015490006,0.977678451150317,"Abundance",0.998472608701156
0.00367055125849685,0.980886857073969,0.980429590294598,0.98134412385334,"Abundance",0.998472608701156
0.00368425820546163,0.984556480827777,0.984103132983851,0.985009828671703,"Abundance",0.998472608701156
0.00369796515242642,0.988226104581585,0.987776642717707,0.988675566445464,"Abundance",0.998472608701156
