diff_otu_direct,diff_otu_mode,depth_mu,depth_theta,covariate_eff_sd,confounder_eff_sd,depth_conf_factor,diff_otu_pct,transformation,mean_power,mean_fdp,sd_power,n_rep
balanced,mix,1351,3.94,0,0,0,0.1,RAHC_nondiff_ref,0.139,0.03083333333333333,0.11361373512071865,100
balanced,mix,1351,3.94,0,0,0,0.1,RAHC_random_ref,0.11533333333333333,0.07888879462041229,0.13530878533912305,100
balanced,mix,1351,3.94,0,0,0,0.1,RAHC_signal_ref,0.17333333333333314,0.11266666666666664,0.1266566243287137,100
balanced,mix,1351,3.94,0,0,0,0.2,AHC,0.184,0.0049999999999999975,0.09125389157330627,100
balanced,mix,1351,3.94,0,0,0,0.2,ALR_last_ref,0.13294736842105265,0.003749999999999998,0.08052775778522864,100
balanced,mix,1351,3.94,0,0,0,0.2,ALR_minvar_ref,0.14250000000000002,0.0049999999999999975,0.08271479926404968,100
balanced,mix,1351,3.94,0,0,0,0.2,ALR_nondiff_ref,0.1305,0.0024999999999999988,0.07813967033977097,100
balanced,mix,1351,3.94,0,0,0,0.2,ALR_random_ref,0.11994736842105265,0.04593620414673045,0.09011961546077066,100
balanced,mix,1351,3.94,0,0,0,0.2,ALR_signal_ref,0.1652631578947369,0.08381691715147598,0.10009089576134933,100
balanced,mix,1351,3.94,0,0,0,0.2,CLR,0.188,0,0.09484703261546769,100
balanced,mix,1351,3.94,0,0,0,0.2,ILR,0.030500000000000003,0.8348611111111112,0.03820135382867252,100
balanced,mix,1351,3.94,0,0,0,0.2,RAHC_last_ref,0.15847368421052632,0,0.08351284283699272,100
balanced,mix,1351,3.94,0,0,0,0.2,RAHC_minvar_ref,0.16094736842105262,0.0049999999999999975,0.08066076207358508,100
balanced,mix,1351,3.94,0,0,0,0.2,RAHC_nondiff_ref,0.156,0,0.08740940475946536,100
balanced,mix,1351,3.94,0,0,0,0.2,RAHC_random_ref,0.11510526315789475,0.021470057720057736,0.08964756222950925,100
balanced,mix,1351,3.94,0,0,0,0.2,RAHC_signal_ref,0.1710526315789474,0.0548354700854701,0.09203878515345051,100
balanced,mix,1351,3.94,0.5,0,0,0.05,AHC,0.202,0.017500000000000026,0.15953214425470827,100
balanced,mix,1351,3.94,0.5,0,0,0.05,ALR_last_ref,0.156,0.01833333333333334,0.14551892514637937,100
balanced,mix,1351,3.94,0.5,0,0,0.05,ALR_minvar_ref,0.15000000000000002,0.019999999999999993,0.14319584667528065,100
balanced,mix,1351,3.94,0.5,0,0,0.05,ALR_nondiff_ref,0.15,0.013333333333333343,0.1459901753993442,100
balanced,mix,1351,3.94,0.5,0,0,0.05,ALR_random_ref,0.113,0.04785042735042736,0.13864787168663043,100
balanced,mix,1351,3.94,0.5,0,0,0.05,ALR_signal_ref,0.24499999999999997,0.2769850860418532,0.2302282573991526,100
balanced,mix,1351,3.94,0.5,0,0,0.05,CLR,0.202,0.04083333333333337,0.1693600551571364,100
balanced,mix,1351,3.94,0.5,0,0,0.05,ILR,0.011999999999999997,0.69,0.04773665131518844,100
balanced,mix,1351,3.94,0.5,0,0,0.05,RAHC_last_ref,0.1685,0.009999999999999993,0.14610342953268446,100
balanced,mix,1351,3.94,0.5,0,0,0.05,RAHC_minvar_ref,0.164,0.009999999999999993,0.14320995394556518,100
balanced,mix,1351,3.94,0.5,0,0,0.05,RAHC_nondiff_ref,0.16,0.009999999999999993,0.14770978917519934,100
balanced,mix,1351,3.94,0.5,0,0,0.05,RAHC_random_ref,0.128,0.059426065162907285,0.13895715494025815,100
balanced,mix,1351,3.94,0.5,0,0,0.05,RAHC_signal_ref,0.24749999999999997,0.19435621091848,0.21466146709306144,100
balanced,mix,1351,3.94,0.5,0,0,0.1,AHC,0.213,0.011999999999999993,0.13458128106137654,100
balanced,mix,1351,3.94,0.5,0,0,0.1,ALR_last_ref,0.1733333333333333,0.0225,0.1172597293200632,100
balanced,mix,1351,3.94,0.5,0,0,0.1,ALR_minvar_ref,0.17633333333333331,0.01499999999999999,0.11381288696170752,100
balanced,mix,1351,3.94,0.5,0,0,0.1,ALR_nondiff_ref,0.169,0.019999999999999993,0.11694339475044147,100
balanced,mix,1351,3.94,0.5,0,0,0.1,ALR_random_ref,0.1511111111111111,0.051591924398625436,0.14799655543795245,100
balanced,mix,1351,3.94,0.5,0,0,0.1,ALR_signal_ref,0.2266666666666665,0.18419900233973457,0.16329931618554525,100
balanced,mix,1351,3.94,0.5,0,0,0.1,CLR,0.23,0.024999999999999988,0.13816985594155134,100
balanced,mix,1351,3.94,0.5,0,0,0.1,ILR,0.024,0.8453095238095238,0.051483055955382516,100
balanced,mix,1351,3.94,0.5,0,0,0.1,RAHC_last_ref,0.18555555555555553,0.0074999999999999945,0.11857637476727502,100
balanced,mix,1351,3.94,0.5,0,0,0.1,RAHC_minvar_ref,0.1932222222222222,0.012500000000000018,0.12065514100217878,100
balanced,mix,1351,3.94,0.5,0,0,0.1,RAHC_nondiff_ref,0.181,0.0074999999999999945,0.11865832452802463,100
balanced,mix,1351,3.94,0.5,0,0,0.1,RAHC_random_ref,0.16499999999999998,0.053567597276472236,0.15091172393984692,100
balanced,mix,1351,3.94,0.5,0,0,0.1,RAHC_signal_ref,0.2177777777777776,0.12556794871794874,0.15386284406862455,100
balanced,mix,1351,3.94,0.5,0,0,0.2,AHC,0.1975,0.003095238095238101,0.0829917240610548,100
balanced,mix,1351,3.94,0.5,0,0,0.2,ALR_last_ref,0.18031578947368423,0.042582010582010575,0.09921801753319695,100
balanced,mix,1351,3.94,0.5,0,0,0.2,ALR_minvar_ref,0.18047368421052631,0.0073333333333333315,0.08224053048613314,100
balanced,mix,1351,3.94,0.5,0,0,0.2,ALR_nondiff_ref,0.162,0.009761904761904765,0.08472176684759221,100
balanced,mix,1351,3.94,0.5,0,0,0.2,ALR_random_ref,0.1778684210526316,0.07114589180660608,0.19086231904181006,100
balanced,mix,1351,3.94,0.5,0,0,0.2,ALR_signal_ref,0.22052631578947374,0.13101691962721376,0.1106275327028204,100
balanced,mix,1351,3.94,0.5,0,0,0.2,CLR,0.2195,0.005999999999999998,0.0858395849444436,100
balanced,mix,1351,3.94,0.5,0,0,0.2,ILR,0.0435,0.8090277777777778,0.04854186987862266,100
balanced,mix,1351,3.94,0.5,0,0,0.2,RAHC_last_ref,0.178,0.013869047619047625,0.08434790760827217,100
balanced,mix,1351,3.94,0.5,0,0,0.2,RAHC_minvar_ref,0.17636842105263156,0.003333333333333341,0.07967850352864446,100
balanced,mix,1351,3.94,0.5,0,0,0.2,RAHC_nondiff_ref,0.166,0.0012499999999999992,0.0834484053990031,100
balanced,mix,1351,3.94,0.5,0,0,0.2,RAHC_random_ref,0.14636842105263156,0.025705244122965633,0.11986203444021916,100
balanced,mix,1351,3.94,0.5,0,0,0.2,RAHC_signal_ref,0.20368421052631577,0.07841894025514713,0.09772446648933605,100
balanced,mix,1351,7.75,0,0,0,0.05,AHC,0.198,0.009999999999999993,0.18530891489454554,100
balanced,mix,1351,7.75,0,0,0,0.05,ALR_last_ref,0.134,0.009999999999999993,0.16830707866062178,100
balanced,mix,1351,7.75,0,0,0,0.05,ALR_minvar_ref,0.1585,0.009999999999999993,0.15923665762415726,100
balanced,mix,1351,7.75,0,0,0,0.05,ALR_nondiff_ref,0.134,0.009999999999999993,0.16830707866062178,100
balanced,mix,1351,7.75,0,0,0,0.05,ALR_random_ref,0.094,0.023333333333333334,0.13470506503266522,100
balanced,mix,1351,7.75,0,0,0,0.05,ALR_signal_ref,0.1925,0.18139792663476875,0.22149343880653308,100
balanced,mix,1351,7.75,0,0,0,0.05,CLR,0.198,0.014999999999999998,0.187476597866173,100
balanced,mix,1351,7.75,0,0,0,0.05,ILR,0.007999999999999997,0.5766666666666667,0.03938927711338646,100
balanced,mix,1351,7.75,0,0,0,0.05,RAHC_last_ref,0.16,0,0.1752343308460721,100
balanced,mix,1351,7.75,0,0,0,0.05,RAHC_minvar_ref,0.17250000000000001,0,0.17772055581613494,100
balanced,mix,1351,7.75,0,0,0,0.05,RAHC_nondiff_ref,0.16,0,0.1752343308460721,100
balanced,mix,1351,7.75,0,0,0,0.05,RAHC_random_ref,0.139,0.04461111111111108,0.16105397802719393,100
balanced,mix,1351,7.75,0,0,0,0.05,RAHC_signal_ref,0.1975,0.098017094017094,0.2170014895447643,100
balanced,mix,1351,7.75,0,0,0,0.1,AHC,0.186,0.009999999999999986,0.1279362214842879,100
balanced,mix,1351,7.75,0,0,0,0.1,ALR_last_ref,0.14733333333333332,0.022166666666666654,0.10801084406999517,100
balanced,mix,1351,7.75,0,0,0,0.1,ALR_minvar_ref,0.15444444444444444,0.0033333333333333314,0.1211152811811045,100
balanced,mix,1351,7.75,0,0,0,0.1,ALR_nondiff_ref,0.14500000000000002,0.01316666666666666,0.10859525446781407,100
balanced,mix,1351,7.75,0,0,0,0.1,ALR_random_ref,0.106,0.05016666666666666,0.1077658016880495,100
balanced,mix,1351,7.75,0,0,0,0.1,ALR_signal_ref,0.1911111111111109,0.1359920634920635,0.14220398311779228,100
balanced,mix,1351,7.75,0,0,0,0.1,CLR,0.196,0.016166666666666656,0.12626731304432806,100
balanced,mix,1351,7.75,0,0,0,0.1,ILR,0.026,0.7776666666666666,0.04845074558223797,100
balanced,mix,1351,7.75,0,0,0,0.1,RAHC_last_ref,0.15733333333333333,0.02483333333333332,0.12551646640807138,100
balanced,mix,1351,7.75,0,0,0,0.1,RAHC_minvar_ref,0.16944444444444445,0,0.1301277107302198,100
balanced,mix,1351,7.75,0,0,0,0.1,RAHC_nondiff_ref,0.154,0.010833333333333332,0.12178802581667551,100
balanced,mix,1351,7.75,0,0,0,0.1,RAHC_random_ref,0.11488888888888889,0.04362068965517241,0.11961008273451312,100
balanced,mix,1351,7.75,0,0,0,0.1,RAHC_signal_ref,0.1777777777777776,0.10852380952380948,0.13307119761191574,100
balanced,mix,1351,7.75,0,0,0,0.2,AHC,0.20249999999999999,0.0016666666666666705,0.08449941724740781,100
balanced,mix,1351,7.75,0,0,0,0.2,ALR_last_ref,0.15757894736842107,0.016833333333333325,0.07595450606647164,100
balanced,mix,1351,7.75,0,0,0,0.2,ALR_minvar_ref,0.15155263157894738,0.008999999999999994,0.07730806902274219,100
balanced,mix,1351,7.75,0,0,0,0.2,ALR_nondiff_ref,0.146,0.006499999999999997,0.07236272269866331,100
balanced,mix,1351,7.75,0,0,0,0.2,ALR_random_ref,0.13013157894736843,0.050432426734134506,0.09236302884306487,100
balanced,mix,1351,7.75,0,0,0,0.2,ALR_signal_ref,0.18842105263157896,0.10899197860962567,0.10041465278073113,100
balanced,mix,1351,7.75,0,0,0,0.2,CLR,0.2115,0.0186904761904762,0.0923473351160189,100
balanced,mix,1351,7.75,0,0,0,0.2,ILR,0.035500000000000004,0.8303888888888888,0.04222056083919014,100
balanced,mix,1351,7.75,0,0,0,0.2,RAHC_last_ref,0.16794736842105265,0.008750000000000004,0.0792457413230368,100
balanced,mix,1351,7.75,0,0,0,0.2,RAHC_minvar_ref,0.1761842105263158,0.007857142857142863,0.08591882288221354,100
balanced,mix,1351,7.75,0,0,0,0.2,RAHC_nondiff_ref,0.152,0.0024999999999999983,0.07348469228349537,100
balanced,mix,1351,7.75,0,0,0,0.2,RAHC_random_ref,0.14205263157894737,0.055795481350434925,0.13139273373010352,100
balanced,mix,1351,7.75,0,0,0,0.2,RAHC_signal_ref,0.19000000000000006,0.06854514929514928,0.08942363424865568,100
balanced,mix,1351,7.75,0.5,0,0,0.05,AHC,0.19,0.0049999999999999975,0.14319584667528074,100
balanced,mix,1351,7.75,0.5,0,0,0.05,ALR_last_ref,0.1545,0.04166666666666667,0.1656171500903225,100
balanced,mix,1351,7.75,0.5,0,0,0.05,ALR_minvar_ref,0.162,0.014999999999999993,0.1495987900345386,100
balanced,mix,1351,7.75,0.5,0,0,0.05,ALR_nondiff_ref,0.154,0.02666666666666668,0.16540125681981907,100
balanced,mix,1351,7.75,0.5,0,0,0.05,ALR_random_ref,0.14850000000000002,0.041980062191329826,0.17297968001175656,100
balanced,mix,1351,7.75,0.5,0,0,0.05,ALR_signal_ref,0.1975,0.2571282797662108,0.21110280419595076,100
balanced,mix,1351,7.75,0.5,0,0,0.05,CLR,0.202,0.021666666666666654,0.15697905670000775,100
balanced,mix,1351,7.75,0.5,0,0,0.05,ILR,0.007999999999999995,0.7116666666666667,0.03938927711338649,100
balanced,mix,1351,7.75,0.5,0,0,0.05,RAHC_last_ref,0.157,0.0058333333333333275,0.16159245406924544,100
balanced,mix,1351,7.75,0.5,0,0,0.05,RAHC_minvar_ref,0.154,0,0.15003029997000913,100
balanced,mix,1351,7.75,0.5,0,0,0.05,RAHC_nondiff_ref,0.154,0.0024999999999999988,0.15790292376436016,100
balanced,mix,1351,7.75,0.5,0,0,0.05,RAHC_random_ref,0.132,0.08435827041866849,0.15867506980549217,100
balanced,mix,1351,7.75,0.5,0,0,0.05,RAHC_signal_ref,0.20249999999999999,0.18491414141414145,0.20930078399714175,100
balanced,mix,1351,7.75,0.5,0,0,0.1,AHC,0.177,0.02916666666666666,0.12379112417391812,100
balanced,mix,1351,7.75,0.5,0,0,0.1,ALR_last_ref,0.15077777777777776,0.005333333333333324,0.11740060947510167,100
balanced,mix,1351,7.75,0.5,0,0,0.1,ALR_minvar_ref,0.15822222222222224,0.007499999999999995,0.1189713571135636,100
balanced,mix,1351,7.75,0.5,0,0,0.1,ALR_nondiff_ref,0.144,0,0.1113008481004471,100
balanced,mix,1351,7.75,0.5,0,0,0.1,ALR_random_ref,0.1482222222222222,0.08791711933529629,0.16433627042372645,100
balanced,mix,1351,7.75,0.5,0,0,0.1,ALR_signal_ref,0.21333333333333315,0.15714285714285714,0.1470328388242904,100
balanced,mix,1351,7.75,0.5,0,0,0.1,CLR,0.193,0.056166666666666656,0.12330056894852633,100
balanced,mix,1351,7.75,0.5,0,0,0.1,ILR,0.014999999999999998,0.8418333333333333,0.04113294533484314,100
balanced,mix,1351,7.75,0.5,0,0,0.1,RAHC_last_ref,0.16344444444444445,0.0325,0.12021403989739475,100
balanced,mix,1351,7.75,0.5,0,0,0.1,RAHC_minvar_ref,0.15933333333333333,0.032833333333333325,0.11884655780577782,100
balanced,mix,1351,7.75,0.5,0,0,0.1,RAHC_nondiff_ref,0.158,0.02083333333333333,0.1173615668510666,100
balanced,mix,1351,7.75,0.5,0,0,0.1,RAHC_random_ref,0.1471111111111111,0.05202564102564103,0.12583795699381256,100
balanced,mix,1351,7.75,0.5,0,0,0.1,RAHC_signal_ref,0.18555555555555536,0.133487012987013,0.1302821479886985,100
balanced,mix,1351,7.75,0.5,0,0,0.2,AHC,0.213,0.01342857142857142,0.08575864652934684,100
balanced,mix,1351,7.75,0.5,0,0,0.2,ALR_last_ref,0.17607894736842106,0.02258333333333333,0.0848362707958863,100
balanced,mix,1351,7.75,0.5,0,0,0.2,ALR_minvar_ref,0.18747368421052632,0.016464285714285723,0.08674024603242153,100
balanced,mix,1351,7.75,0.5,0,0,0.2,ALR_nondiff_ref,0.1635,0.014333333333333347,0.08004260229289266,100
balanced,mix,1351,7.75,0.5,0,0,0.2,ALR_random_ref,0.16310526315789473,0.07708850767377899,0.12343481592153466,100
balanced,mix,1351,7.75,0.5,0,0,0.2,ALR_signal_ref,0.24631578947368432,0.16420497616578025,0.1310473044742284,100
balanced,mix,1351,7.75,0.5,0,0,0.2,CLR,0.227,0.016047619047619057,0.08657920995227196,100
balanced,mix,1351,7.75,0.5,0,0,0.2,ILR,0.041,0.8021666666666666,0.043449727132385846,100
balanced,mix,1351,7.75,0.5,0,0,0.2,RAHC_last_ref,0.1803421052631579,0.01166666666666666,0.08331986376494575,100
balanced,mix,1351,7.75,0.5,0,0,0.2,RAHC_minvar_ref,0.19523684210526318,0.014595238095238097,0.0877246369986215,100
balanced,mix,1351,7.75,0.5,0,0,0.2,RAHC_nondiff_ref,0.171,0.011166666666666677,0.08293236869749822,100
balanced,mix,1351,7.75,0.5,0,0,0.2,RAHC_random_ref,0.17115789473684212,0.05933838383838382,0.1303332419847499,100
balanced,mix,1351,7.75,0.5,0,0,0.2,RAHC_signal_ref,0.2205263157894737,0.10890012734443578,0.1111322344844613,100
balanced,mix,1351,15.24,0,0,0,0.05,AHC,0.188,0.014999999999999989,0.1816200941136707,100
balanced,mix,1351,15.24,0,0,0,0.05,ALR_last_ref,0.115,0.006666666666666671,0.14363604398378965,100
balanced,mix,1351,15.24,0,0,0,0.05,ALR_minvar_ref,0.125,0.025000000000000022,0.15578086136517788,100
balanced,mix,1351,15.24,0,0,0,0.05,ALR_nondiff_ref,0.118,0,0.14796942081034684,100
balanced,mix,1351,15.24,0,0,0,0.05,ALR_random_ref,0.10650000000000001,0.05533333333333335,0.1518663354347627,100
balanced,mix,1351,15.24,0,0,0,0.05,ALR_signal_ref,0.20249999999999999,0.31288122026512877,0.2093007839971417,100
balanced,mix,1351,15.24,0,0,0,0.05,CLR,0.186,0.025833333333333323,0.17350807043204222,100
balanced,mix,1351,15.24,0,0,0,0.05,ILR,0.0039999999999999975,0.605,0.028141058827257974,100
balanced,mix,1351,15.24,0,0,0,0.05,RAHC_last_ref,0.1595,0.009999999999999995,0.16601311254040593,100
balanced,mix,1351,15.24,0,0,0,0.05,RAHC_minvar_ref,0.1655,0.02833333333333334,0.17562227027965957,100
balanced,mix,1351,15.24,0,0,0,0.05,RAHC_nondiff_ref,0.158,0.009999999999999995,0.16402759068233172,100
balanced,mix,1351,15.24,0,0,0,0.05,RAHC_random_ref,0.13,0.009692307692307705,0.16605950010691226,100
balanced,mix,1351,15.24,0,0,0,0.05,RAHC_signal_ref,0.18499999999999997,0.24363134180781237,0.21207250523051663,100
balanced,mix,1351,15.24,0,0,0,0.1,AHC,0.202,0.010333333333333338,0.11974720848267793,100
balanced,mix,1351,15.24,0,0,0,0.1,ALR_last_ref,0.14422222222222222,0.00833333333333334,0.09843494087839891,100
balanced,mix,1351,15.24,0,0,0,0.1,ALR_minvar_ref,0.14844444444444443,0.008333333333333338,0.11057694270004878,100
balanced,mix,1351,15.24,0,0,0,0.1,ALR_nondiff_ref,0.14200000000000002,0,0.10068452580895304,100
balanced,mix,1351,15.24,0,0,0,0.1,ALR_random_ref,0.11933333333333333,0.060647512864494005,0.13428968655560028,100
balanced,mix,1351,15.24,0,0,0,0.1,ALR_signal_ref,0.21111111111111097,0.13560919756571932,0.16676016831030013,100
balanced,mix,1351,15.24,0,0,0,0.1,CLR,0.21000000000000002,0.013333333333333322,0.12752500250000492,100
balanced,mix,1351,15.24,0,0,0,0.1,ILR,0.02,0.7885,0.047140452079103196,100
balanced,mix,1351,15.24,0,0,0,0.1,RAHC_last_ref,0.1571111111111111,0.009999999999999993,0.09476929673392019,100
balanced,mix,1351,15.24,0,0,0,0.1,RAHC_minvar_ref,0.17844444444444443,0.01583333333333333,0.11145647783855403,100
balanced,mix,1351,15.24,0,0,0,0.1,RAHC_nondiff_ref,0.155,0.0033333333333333314,0.09679197729505717,100
balanced,mix,1351,15.24,0,0,0,0.1,RAHC_random_ref,0.13033333333333333,0.06773940440038521,0.154500631690189,100
balanced,mix,1351,15.24,0,0,0,0.1,RAHC_signal_ref,0.20333333333333317,0.08619536019536017,0.1473505465345663,100
balanced,mix,1351,15.24,0,0,0,0.2,AHC,0.2165,0.006666666666666666,0.08410401208316308,100
balanced,mix,1351,15.24,0,0,0,0.2,ALR_last_ref,0.1568421052631579,0.009999999999999998,0.09036752142258729,100
balanced,mix,1351,15.24,0,0,0,0.2,ALR_minvar_ref,0.17410526315789474,0.017499999999999998,0.08650411891862607,100
balanced,mix,1351,15.24,0,0,0,0.2,ALR_nondiff_ref,0.155,0.0033333333333333314,0.08747293953855187,100
balanced,mix,1351,15.24,0,0,0,0.2,ALR_random_ref,0.12986842105263158,0.06450404225404224,0.11039736724914537,100
balanced,mix,1351,15.24,0,0,0,0.2,ALR_signal_ref,0.21473684210526317,0.1168743952126305,0.12621828595512247,100
balanced,mix,1351,15.24,0,0,0,0.2,CLR,0.2325,0.0049999999999999975,0.08829902135197858,100
balanced,mix,1351,15.24,0,0,0,0.2,ILR,0.04,0.8268253968253968,0.048199920365414727,100
balanced,mix,1351,15.24,0,0,0,0.2,RAHC_last_ref,0.1808947368421053,0.00783333333333333,0.08050702878553376,100
balanced,mix,1351,15.24,0,0,0,0.2,RAHC_minvar_ref,0.19168421052631582,0.008761904761904762,0.0785233340321247,100
balanced,mix,1351,15.24,0,0,0,0.2,RAHC_nondiff_ref,0.178,0.006666666666666664,0.07859884081701064,100
balanced,mix,1351,15.24,0,0,0,0.2,RAHC_random_ref,0.16894736842105262,0.04492257742257741,0.11202372906404963,100
balanced,mix,1351,15.24,0,0,0,0.2,RAHC_signal_ref,0.2021052631578948,0.06699603174603175,0.10385016552244732,100
balanced,mix,1351,15.24,0.5,0,0,0.05,AHC,0.194,0.06416666666666664,0.1785576329447394,100
balanced,mix,1351,15.24,0.5,0,0,0.05,ALR_last_ref,0.134,0.03833333333333333,0.15322789523708757,100
balanced,mix,1351,15.24,0.5,0,0,0.05,ALR_minvar_ref,0.1565,0.02333333333333332,0.1548304709915809,100
balanced,mix,1351,15.24,0.5,0,0,0.05,ALR_nondiff_ref,0.136,0.02833333333333334,0.15276574791940029,100
balanced,mix,1351,15.24,0.5,0,0,0.05,ALR_random_ref,0.104,0.019999999999999997,0.12546479243761635,100
balanced,mix,1351,15.24,0.5,0,0,0.05,ALR_signal_ref,0.18000000000000002,0.22257609395109398,0.21927336381970355,100
balanced,mix,1351,15.24,0.5,0,0,0.05,CLR,0.21000000000000002,0.05500000000000001,0.189363633939006,100
balanced,mix,1351,15.24,0.5,0,0,0.05,ILR,0.01,0.705,0.04380858271151803,100
balanced,mix,1351,15.24,0.5,0,0,0.05,RAHC_last_ref,0.162,0.02500000000000001,0.17452967100354613,100
balanced,mix,1351,15.24,0.5,0,0,0.05,RAHC_minvar_ref,0.18550000000000003,0.02833333333333334,0.1677683287191362,100
balanced,mix,1351,15.24,0.5,0,0,0.05,RAHC_nondiff_ref,0.164,0.015000000000000003,0.17379890852954338,100
balanced,mix,1351,15.24,0.5,0,0,0.05,RAHC_random_ref,0.1245,0.03116666666666669,0.15626560528132674,100
balanced,mix,1351,15.24,0.5,0,0,0.05,RAHC_signal_ref,0.175,0.17038711288711286,0.21171497897700192,100
balanced,mix,1351,15.24,0.5,0,0,0.1,AHC,0.20600000000000002,0.015833333333333317,0.12777821695137528,100
balanced,mix,1351,15.24,0.5,0,0,0.1,ALR_last_ref,0.1698888888888889,0.015333333333333341,0.11526786903177347,100
balanced,mix,1351,15.24,0.5,0,0,0.1,ALR_minvar_ref,0.1928888888888889,0.02116666666666666,0.1144560485764847,100
balanced,mix,1351,15.24,0.5,0,0,0.1,ALR_nondiff_ref,0.17,0.013333333333333343,0.11236664374387363,100
balanced,mix,1351,15.24,0.5,0,0,0.1,ALR_random_ref,0.14877777777777776,0.053285714285714283,0.12327265167790542,100
balanced,mix,1351,15.24,0.5,0,0,0.1,ALR_signal_ref,0.23555555555555535,0.18622259620460838,0.14754084277520851,100
balanced,mix,1351,15.24,0.5,0,0,0.1,CLR,0.232,0.009999999999999997,0.12861342908660098,100
balanced,mix,1351,15.24,0.5,0,0,0.1,ILR,0.03,0.7665,0.050251890762960626,100
balanced,mix,1351,15.24,0.5,0,0,0.1,RAHC_last_ref,0.184,0.004499999999999997,0.11647351870134749,100
balanced,mix,1351,15.24,0.5,0,0,0.1,RAHC_minvar_ref,0.1928888888888889,0.009166666666666663,0.11641140371363062,100
balanced,mix,1351,15.24,0.5,0,0,0.1,RAHC_nondiff_ref,0.182,0.0024999999999999983,0.11404411692875965,100
balanced,mix,1351,15.24,0.5,0,0,0.1,RAHC_random_ref,0.14311111111111108,0.05690000365517115,0.12019313551184023,100
balanced,mix,1351,15.24,0.5,0,0,0.1,RAHC_signal_ref,0.21777777777777754,0.1447504273504274,0.13850789494543148,100
balanced,mix,1351,15.24,0.5,0,0,0.2,AHC,0.2075,0.01576190476190478,0.0902787490235245,100
balanced,mix,1351,15.24,0.5,0,0,0.2,ALR_last_ref,0.1714736842105263,0.02244871794871795,0.08508461165998346,100
balanced,mix,1351,15.24,0.5,0,0,0.2,ALR_minvar_ref,0.18363157894736842,0.010773809523809536,0.0832721003941224,100
balanced,mix,1351,15.24,0.5,0,0,0.2,ALR_nondiff_ref,0.163,0.00985714285714286,0.08122173167921067,100
balanced,mix,1351,15.24,0.5,0,0,0.2,ALR_random_ref,0.16386842105263158,0.06235146121799349,0.15117772403586022,100
balanced,mix,1351,15.24,0.5,0,0,0.2,ALR_signal_ref,0.22000000000000003,0.12749292745027369,0.11598263333751638,100
balanced,mix,1351,15.24,0.5,0,0,0.2,CLR,0.2225,0.015789682539682534,0.09570973584413205,100
balanced,mix,1351,15.24,0.5,0,0,0.2,ILR,0.0415,0.7932103174603174,0.045535533910176645,100
balanced,mix,1351,15.24,0.5,0,0,0.2,RAHC_last_ref,0.1773157894736842,0.012301587301587301,0.08371964516492716,100
balanced,mix,1351,15.24,0.5,0,0,0.2,RAHC_minvar_ref,0.18905263157894736,0.012999999999999994,0.08601756028678703,100
balanced,mix,1351,15.24,0.5,0,0,0.2,RAHC_nondiff_ref,0.1725,0.0049999999999999975,0.07893706737687058,100
balanced,mix,1351,15.24,0.5,0,0,0.2,RAHC_random_ref,0.14626315789473684,0.059625154163145413,0.11978345599947775,100
balanced,mix,1351,15.24,0.5,0,0,0.2,RAHC_signal_ref,0.19631578947368428,0.07811219336219337,0.09339081584190888,100
balanced,mix,1351,30,0,0,0,0.05,AHC,0.194,0.018333333333333337,0.18522167990564906,100
balanced,mix,1351,30,0,0,0,0.05,ALR_last_ref,0.165,0.023333333333333334,0.15447859516333115,100
balanced,mix,1351,30,0,0,0,0.05,ALR_minvar_ref,0.1625,0.024999999999999988,0.16023577955782867,100
balanced,mix,1351,30,0,0,0,0.05,ALR_nondiff_ref,0.164,0.023333333333333334,0.1540824913525678,100
balanced,mix,1351,30,0,0,0,0.05,ALR_random_ref,0.133,0.0974554607912817,0.17309132289229878,100
balanced,mix,1351,30,0,0,0,0.05,ALR_signal_ref,0.2225,0.20570923431407298,0.19100676914336262,100
balanced,mix,1351,30,0,0,0,0.05,CLR,0.212,0.04333333333333333,0.19242209495341916,100
balanced,mix,1351,30,0,0,0,0.05,ILR,0.013999999999999997,0.6341666666666667,0.05128647999524855,100
balanced,mix,1351,30,0,0,0,0.05,RAHC_last_ref,0.1675,0.0049999999999999975,0.1701714821388512,100
balanced,mix,1351,30,0,0,0,0.05,RAHC_minvar_ref,0.17650000000000002,0.01999999999999999,0.16899211026948374,100
balanced,mix,1351,30,0,0,0,0.05,RAHC_nondiff_ref,0.164,0.0049999999999999975,0.16667878743804854,100
balanced,mix,1351,30,0,0,0,0.05,RAHC_random_ref,0.132,0.08066666666666666,0.15931038252354432,100
balanced,mix,1351,30,0,0,0,0.05,RAHC_signal_ref,0.2075,0.15334249084249085,0.1882099354390723,100
balanced,mix,1351,30,0,0,0,0.1,AHC,0.196,0,0.13327271349235803,100
balanced,mix,1351,30,0,0,0,0.1,ALR_last_ref,0.15499999999999997,0.02583333333333332,0.11186472822621443,100
balanced,mix,1351,30,0,0,0,0.1,ALR_minvar_ref,0.15955555555555556,0.02033333333333334,0.11914313521626306,100
balanced,mix,1351,30,0,0,0,0.1,ALR_nondiff_ref,0.14600000000000002,0.015833333333333328,0.1048519880304584,100
balanced,mix,1351,30,0,0,0,0.1,ALR_random_ref,0.13077777777777777,0.04493477282950965,0.11647924660486562,100
balanced,mix,1351,30,0,0,0,0.1,ALR_signal_ref,0.20555555555555538,0.1366904761904762,0.13435356028773585,100
